col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 152nd District - Democrat,Auditor General - Democrat,,,,,,,All
,Nancy Guenst,Nina Ahmad,Michael Lamb,Christina M Hartman,H Scott Conklin,Tracie Fountain,Rose Rosie Marie Davis,Write-In,All
Nancy Guenst,19,401,58,33,19,24,17,1,All
Nina Ahmad,,77,0,0,0,0,0,0,All
Michael Lamb,,,9,0,0,0,0,0,All
Christina M Hartman,,,,5,0,0,0,0,All
H Scott Conklin,,,,,7,0,0,0,All
Tracie Fountain,,,,,,2,0,0,All
Rose Rosie Marie Davis,,,,,,,3,0,All
Write-In,,,,,,,,0,All
Total,572,478,67,38,26,26,20,1,All
