col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Representative In The General Assembly 185th District - Democrat,,,All
,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Deidre Selig,Tray Herman,Jake Metzger,John Randolph,Ryan Yeager,Write-In,Regina Young,Maria P Donatucci,Write-In,All
Maryanne Donaghy,18,"3,264","3,331","3,202",844,836,802,569,644,592,455,541,563,36,"2,537","1,092",7,All
Samantha Newell,,21,"3,200","3,302",926,951,685,659,545,475,571,643,444,51,"2,460","1,103",9,All
Colleen Guiney,,,2,"3,125",798,789,777,492,627,548,431,504,537,35,"2,405","1,022",7,All
Rebecca Divalerio,,,,3,915,928,681,642,499,482,558,612,423,36,"2,345","1,070",7,All
Michel Lee,,,,,4,976,742,805,683,674,730,770,567,8,985,392,1,All
Karyn Hollis,,,,,,1,745,833,671,617,724,739,446,4,934,367,1,All
Amanda Mcillmurray,,,,,,,3,595,704,637,494,449,604,8,859,280,4,All
Cora Linehan,,,,,,,,1,583,590,678,663,433,4,735,301,1,All
Deidre Selig,,,,,,,,,2,652,492,477,569,2,773,236,1,All
Tray Herman,,,,,,,,,,1,559,520,567,3,763,227,1,All
Jake Metzger,,,,,,,,,,,6,625,441,1,667,294,1,All
John Randolph,,,,,,,,,,,,1,456,3,672,286,2,All
Ryan Yeager,,,,,,,,,,,,,2,4,656,223,1,All
Write-In,,,,,,,,,,,,,,0,10,1,1,All
Regina Young,,,,,,,,,,,,,,,466,0,0,All
Maria P Donatucci,,,,,,,,,,,,,,,,156,0,All
Write-In,,,,,,,,,,,,,,,,,2,All
Total,"3,800","3,744","3,572","3,567","1,430","1,351","1,191","1,083","1,053","1,033","1,023","1,007",911,85,"3,795","1,494",12,All
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Representative In The General Assembly 185th District - Democrat,,,1
,Colleen Guiney,Samantha Newell,Maryanne Donaghy,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Deidre Selig,Tray Herman,Cora Linehan,Ryan Yeager,Jake Metzger,John Randolph,Write-In,Regina Young,Maria P Donatucci,Write-In,1
Colleen Guiney,0,75,76,71,23,19,18,16,13,11,15,9,13,0,48,36,0,1
Samantha Newell,,1,71,72,22,21,13,10,8,14,11,9,13,0,46,34,0,1
Maryanne Donaghy,,,1,68,23,19,18,15,14,13,15,9,13,0,46,32,0,1
