col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 2nd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Brendan F Boyle,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,All
Brendan F Boyle,"3,238",0,"50,318","7,555","3,246","3,501","3,501","2,696",36,All
Write-In,,30,122,24,17,27,29,15,48,All
Nina Ahmad,,,"8,080",0,0,0,0,0,0,All
Michael Lamb,,,,"1,019",0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,"1,764",0,0,0,0,All
Tracie Fountain,,,,,,"1,048",0,0,0,All
Christina M Hartman,,,,,,,646,0,0,All
H Scott Conklin,,,,,,,,336,0,All
Write-In,,,,,,,,,20,All
Total,"74,091",312,"58,520","8,598","5,027","4,576","4,176","3,047",104,All
