col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,All
Nina Ahmad,58,0,0,0,0,0,0,"3,840","1,670",93,29,All
Michael Lamb,,11,0,0,0,0,0,412,157,7,8,All
Tracie Fountain,,,1,0,0,0,0,269,168,8,6,All
Christina M Hartman,,,,3,0,0,0,241,102,13,13,All
Rose Rosie Marie Davis,,,,,2,0,0,127,41,3,7,All
H Scott Conklin,,,,,,4,0,100,41,4,8,All
Write-In,,,,,,,0,0,0,1,2,All
Joseph R Biden,,,,,,,,442,0,0,0,All
Bernie Sanders,,,,,,,,,153,0,0,All
Write-In,,,,,,,,,,10,0,All
Tulsi Gabbard,,,,,,,,,,,8,All
Total,"5,690",595,452,372,180,157,3,"5,431","2,332",139,81,All
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,1
,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,1
Nina Ahmad,1,0,0,0,0,0,0,181,55,1,0,1
Tracie Fountain,,0,0,0,0,0,0,13,6,1,1,1
Michael Lamb,,,0,0,0,0,0,7,5,1,1,1
Rose Rosie Marie Davis,,,,0,0,0,0,6,3,1,1,1
H Scott Conklin,,,,,1,0,0,5,1,1,0,1
Christina M Hartman,,,,,,0,0,5,0,0,0,1
Write-In,,,,,,,0,0,0,0,0,1
Joseph R Biden,,,,,,,,17,0,0,0,1
Bernie Sanders,,,,,,,,,5,0,0,1
Tulsi Gabbard,,,,,,,,,,1,0,1
Write-In,,,,,,,,,,,0,1
Total,238,21,14,11,8,5,0,234,75,6,3,1
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,2
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,2
Nina Ahmad,5,0,0,0,0,0,0,80,44,0,1,2
Michael Lamb,,0,0,0,0,0,0,8,8,0,0,2
Christina M Hartman,,,1,0,0,0,0,5,4,1,0,2
Tracie Fountain,,,,0,0,0,0,5,5,0,0,2
Rose Rosie Marie Davis,,,,,0,0,0,3,2,1,0,2
H Scott Conklin,,,,,,0,0,1,3,0,0,2
Write-In,,,,,,,0,0,0,0,0,2
Joseph R Biden,,,,,,,,8,0,0,0,2
Bernie Sanders,,,,,,,,,2,0,0,2
Tulsi Gabbard,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,0,2
Total,130,16,11,10,6,4,0,110,68,2,1,2
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,3
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,3
Nina Ahmad,1,0,0,0,0,0,0,76,53,3,0,3
Michael Lamb,,0,0,0,0,0,0,9,4,0,0,3
Christina M Hartman,,,0,0,0,0,0,6,3,2,0,3
Tracie Fountain,,,,0,0,0,0,4,4,1,0,3
Rose Rosie Marie Davis,,,,,0,0,0,5,0,1,0,3
H Scott Conklin,,,,,,0,0,0,0,0,1,3
Write-In,,,,,,,0,0,0,0,0,3
Joseph R Biden,,,,,,,,7,0,0,0,3
Bernie Sanders,,,,,,,,,3,0,0,3
Write-In,,,,,,,,,,0,0,3
Tulsi Gabbard,,,,,,,,,,,1,3
Total,133,13,11,9,6,1,0,107,67,7,2,3
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,4
,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,4
Nina Ahmad,1,0,0,0,0,0,0,109,76,10,1,4
Michael Lamb,,1,0,0,0,0,0,10,11,0,0,4
Christina M Hartman,,,0,0,0,0,0,6,4,0,2,4
Rose Rosie Marie Davis,,,,0,0,0,0,9,0,0,1,4
Tracie Fountain,,,,,0,0,0,8,2,0,0,4
H Scott Conklin,,,,,,0,0,4,3,0,0,4
Write-In,,,,,,,0,0,0,0,0,4
Joseph R Biden,,,,,,,,9,0,0,0,4
Bernie Sanders,,,,,,,,,10,0,0,4
Write-In,,,,,,,,,,0,0,4
Tulsi Gabbard,,,,,,,,,,,0,4
Total,197,22,12,10,10,7,0,155,106,10,4,4
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,5
,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,5
Nina Ahmad,1,0,0,0,0,0,0,84,65,2,1,5
Tracie Fountain,,0,0,0,0,0,0,7,14,2,0,5
Michael Lamb,,,1,0,0,0,0,15,3,0,0,5
Rose Rosie Marie Davis,,,,0,0,0,0,1,4,0,0,5
Christina M Hartman,,,,,0,0,0,2,0,0,0,5
H Scott Conklin,,,,,,0,0,2,0,0,0,5
Write-In,,,,,,,0,0,0,0,0,5
Joseph R Biden,,,,,,,,5,0,0,0,5
Bernie Sanders,,,,,,,,,9,0,0,5
Write-In,,,,,,,,,,0,0,5
Tulsi Gabbard,,,,,,,,,,,1,5
Total,153,23,19,5,2,2,0,116,95,4,2,5
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,6
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,6
Nina Ahmad,1,0,0,0,0,0,0,100,82,3,1,6
Michael Lamb,,4,0,0,0,0,0,9,9,0,0,6
Tracie Fountain,,,0,0,0,0,0,11,9,0,0,6
Christina M Hartman,,,,0,0,0,0,2,8,1,0,6
H Scott Conklin,,,,,0,0,0,2,0,0,0,6
Rose Rosie Marie Davis,,,,,,0,0,1,1,0,0,6
Write-In,,,,,,,0,0,0,0,1,6
Joseph R Biden,,,,,,,,13,0,0,0,6
Bernie Sanders,,,,,,,,,7,0,0,6
Write-In,,,,,,,,,,1,0,6
Tulsi Gabbard,,,,,,,,,,,1,6
Total,187,22,20,11,2,2,1,138,116,5,3,6
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,7
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,7
Nina Ahmad,4,0,0,0,0,0,0,140,99,4,1,7
Michael Lamb,,0,0,0,0,0,0,21,10,0,0,7
Christina M Hartman,,,0,0,0,0,0,17,4,1,0,7
Tracie Fountain,,,,0,0,0,0,8,8,0,0,7
H Scott Conklin,,,,,1,0,0,4,2,0,0,7
Rose Rosie Marie Davis,,,,,,0,0,3,2,0,1,7
Write-In,,,,,,,0,0,0,0,0,7
Joseph R Biden,,,,,,,,15,0,0,0,7
Bernie Sanders,,,,,,,,,8,0,0,7
Write-In,,,,,,,,,,0,0,7
Tulsi Gabbard,,,,,,,,,,,0,7
Total,248,31,22,16,7,6,0,208,133,5,2,7
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,8
,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,8
Nina Ahmad,2,0,0,0,0,0,0,94,81,3,2,8
Tracie Fountain,,0,0,0,0,0,0,6,10,0,0,8
Michael Lamb,,,0,0,0,0,0,3,8,0,0,8
Rose Rosie Marie Davis,,,,0,0,0,0,8,1,0,0,8
Christina M Hartman,,,,,0,0,0,5,3,0,0,8
H Scott Conklin,,,,,,0,0,2,2,0,0,8
Write-In,,,,,,,0,0,0,0,0,8
Joseph R Biden,,,,,,,,11,0,0,0,8
Bernie Sanders,,,,,,,,,4,0,0,8
Write-In,,,,,,,,,,0,0,8
Tulsi Gabbard,,,,,,,,,,,0,8
Total,182,16,11,9,8,4,0,129,109,3,2,8
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,9
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,9
Joseph R Biden,14,0,0,0,142,28,16,14,6,4,0,9
Bernie Sanders,,6,0,0,50,6,4,3,1,0,0,9
Tulsi Gabbard,,,0,0,1,0,1,0,0,0,0,9
Write-In,,,,0,2,0,0,0,0,0,0,9
Nina Ahmad,,,,,3,0,0,0,0,0,0,9
Michael Lamb,,,,,,0,0,0,0,0,0,9
Tracie Fountain,,,,,,,0,0,0,0,0,9
Christina M Hartman,,,,,,,,0,0,0,0,9
H Scott Conklin,,,,,,,,,0,0,0,9
Rose Rosie Marie Davis,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,0,9
Total,224,70,2,2,198,34,21,17,7,4,0,9
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,10
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,10
Nina Ahmad,4,0,0,0,0,0,0,141,75,7,3,10
Michael Lamb,,0,0,0,0,0,0,12,6,0,1,10
Tracie Fountain,,,0,0,0,0,0,11,5,0,0,10
Christina M Hartman,,,,0,0,0,0,4,5,0,0,10
Rose Rosie Marie Davis,,,,,2,0,0,3,2,0,0,10
H Scott Conklin,,,,,,0,0,3,1,0,1,10
Write-In,,,,,,,0,0,0,0,0,10
Joseph R Biden,,,,,,,,18,0,0,0,10
Bernie Sanders,,,,,,,,,7,0,0,10
Write-In,,,,,,,,,,2,0,10
Tulsi Gabbard,,,,,,,,,,,0,10
Total,230,19,16,9,7,5,0,192,101,9,5,10
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,11
,Nina Ahmad,Christina M Hartman,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,11
Nina Ahmad,2,0,0,0,0,0,0,113,74,2,1,11
Christina M Hartman,,0,0,0,0,0,0,13,6,1,0,11
Tracie Fountain,,,0,0,0,0,0,8,7,1,0,11
Michael Lamb,,,,0,0,0,0,14,1,0,0,11
Rose Rosie Marie Davis,,,,,0,0,0,7,2,1,0,11
H Scott Conklin,,,,,,0,0,5,1,0,1,11
Write-In,,,,,,,0,0,0,0,0,11
Joseph R Biden,,,,,,,,12,0,0,0,11
Bernie Sanders,,,,,,,,,3,0,0,11
Tulsi Gabbard,,,,,,,,,,0,0,11
Write-In,,,,,,,,,,,1,11
Total,192,20,16,15,10,7,0,172,94,5,3,11
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,12
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,12
Nina Ahmad,4,0,0,0,0,0,0,167,79,3,2,12
Michael Lamb,,0,0,0,0,0,0,10,6,0,0,12
Tracie Fountain,,,0,0,0,0,0,13,2,0,0,12
Christina M Hartman,,,,0,0,0,0,8,5,0,0,12
H Scott Conklin,,,,,0,0,0,6,1,1,1,12
Rose Rosie Marie Davis,,,,,,0,0,5,3,0,0,12
Write-In,,,,,,,0,0,0,0,0,12
Joseph R Biden,,,,,,,,19,0,0,0,12
Bernie Sanders,,,,,,,,,3,0,0,12
Write-In,,,,,,,,,,0,0,12
Tulsi Gabbard,,,,,,,,,,,0,12
Total,255,16,15,13,9,8,0,228,99,4,3,12
,Auditor General - Democrat,,,,,,,President Of The United States - Democrat,,,,13
,Nina Ahmad,Christina M Hartman,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Write-In,H Scott Conklin,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,13
Nina Ahmad,3,0,0,0,0,0,0,70,20,1,0,13
Christina M Hartman,,0,0,0,0,0,0,4,1,0,0,13
Michael Lamb,,,0,0,0,0,0,5,0,0,0,13
Rose Rosie Marie Davis,,,,0,0,0,0,1,1,0,0,13
Tracie Fountain,,,,,0,0,0,0,1,0,0,13
Write-In,,,,,,0,0,0,0,0,1,13
H Scott Conklin,,,,,,,0,0,0,0,0,13
Joseph R Biden,,,,,,,,6,0,0,0,13
Bernie Sanders,,,,,,,,,1,0,0,13
Tulsi Gabbard,,,,,,,,,,0,0,13
Write-In,,,,,,,,,,,0,13
Total,94,5,5,2,1,1,0,86,24,1,1,13
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,14
