col_1,col_2,col_3,col_4,col_5,col_6,division
,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,All
Gary Grisafi,37,116,119,71,4,All
Christopher M Vogler,,24,108,99,4,All
Pete Digiannantonio,,,29,87,1,All
William M Pirolli,,,,10,0,All
Write-In,,,,,1,All
Total,222,212,211,152,6,All
,Delegate To The Republican National Convention 2nd District - Republican,,,,,1
,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,1
Gary Grisafi,3,10,9,3,0,1
Pete Digiannantonio,,2,10,5,0,1
Christopher M Vogler,,,2,4,0,1
William M Pirolli,,,,0,0,1
Write-In,,,,,0,1
Total,16,16,15,6,0,1
,Delegate To The Republican National Convention 2nd District - Republican,,,,,2
,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,2
Gary Grisafi,9,7,9,4,0,2
Christopher M Vogler,,4,9,5,0,2
Pete Digiannantonio,,,2,6,0,2
William M Pirolli,,,,0,0,2
Write-In,,,,,0,2
Total,20,15,15,9,0,2
,Delegate To The Republican National Convention 2nd District - Republican,,,,,3
,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,3
Christopher M Vogler,1,5,4,4,0,3
Gary Grisafi,,2,3,3,0,3
Pete Digiannantonio,,,1,3,0,3
William M Pirolli,,,,0,0,3
Write-In,,,,,0,3
Total,8,8,6,5,0,3
,Delegate To The Republican National Convention 2nd District - Republican,,,,,4
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,4
Pete Digiannantonio,1,6,4,5,0,4
Christopher M Vogler,,0,2,4,0,4
Gary Grisafi,,,2,0,0,4
William M Pirolli,,,,1,0,4
Write-In,,,,,0,4
Total,10,6,6,6,0,4
,Delegate To The Republican National Convention 2nd District - Republican,,,,,5
,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,5
Christopher M Vogler,4,26,26,26,3,5
Gary Grisafi,,5,23,18,3,5
Pete Digiannantonio,,,0,23,1,5
William M Pirolli,,,,0,0,5
Write-In,,,,,0,5
Total,48,45,40,35,4,5
,Delegate To The Republican National Convention 2nd District - Republican,,,,,6
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,6
Pete Digiannantonio,0,4,5,3,0,6
Christopher M Vogler,,1,4,3,0,6
Gary Grisafi,,,0,1,0,6
William M Pirolli,,,,1,0,6
Write-In,,,,,0,6
Total,9,8,7,6,0,6
,Delegate To The Republican National Convention 2nd District - Republican,,,,,7
,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,7
Gary Grisafi,4,15,11,10,0,7
Pete Digiannantonio,,2,11,8,0,7
Christopher M Vogler,,,2,10,0,7
William M Pirolli,,,,1,0,7
Write-In,,,,,0,7
Total,24,22,20,16,0,7
,Delegate To The Republican National Convention 2nd District - Republican,,,,,8
,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Write-In,8
Christopher M Vogler,2,7,7,5,0,8
Pete Digiannantonio,,1,6,3,0,8
William M Pirolli,,,0,2,0,8
Gary Grisafi,,,,0,0,8
Write-In,,,,,0,8
Total,13,9,8,6,0,8
,Delegate To The Republican National Convention 2nd District - Republican,,,,,9
,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,9
Gary Grisafi,0,5,4,2,0,9
Pete Digiannantonio,,2,1,2,0,9
Christopher M Vogler,,,1,3,0,9
William M Pirolli,,,,1,0,9
Write-In,,,,,0,9
Total,9,8,7,5,0,9
,Delegate To The Republican National Convention 2nd District - Republican,,,,,10
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,10
Pete Digiannantonio,1,1,0,1,0,10
William M Pirolli,,0,1,0,0,10
Christopher M Vogler,,,0,0,0,10
Gary Grisafi,,,,0,0,10
Write-In,,,,,0,10
Total,3,2,1,1,0,10
,Delegate To The Republican National Convention 2nd District - Republican,,,,,11
,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,11
Gary Grisafi,0,3,5,1,0,11
Pete Digiannantonio,,3,2,1,0,11
Christopher M Vogler,,,0,0,0,11
William M Pirolli,,,,0,0,11
Write-In,,,,,0,11
Total,6,6,5,1,0,11
,Delegate To The Republican National Convention 2nd District - Republican,,,,,12
,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Gary Grisafi,Write-In,12
Pete Digiannantonio,2,4,3,3,0,12
Christopher M Vogler,,0,5,4,0,12
William M Pirolli,,,1,2,0,12
Gary Grisafi,,,,1,0,12
Write-In,,,,,0,12
Total,8,7,7,6,0,12
,Delegate To The Republican National Convention 2nd District - Republican,,,,,13
,Christopher M Vogler,Gary Grisafi,William M Pirolli,Pete Digiannantonio,Write-In,13
Christopher M Vogler,2,0,0,0,0,13
Gary Grisafi,,0,1,0,0,13
William M Pirolli,,,0,0,0,13
Pete Digiannantonio,,,,0,0,13
Write-In,,,,,0,13
Total,2,1,1,0,0,13
,Delegate To The Republican National Convention 2nd District - Republican,,,,,14
,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,14
Gary Grisafi,1,1,1,0,0,14
Christopher M Vogler,,0,0,0,0,14
Pete Digiannantonio,,,0,0,0,14
William M Pirolli,,,,0,0,14
Write-In,,,,,0,14
Total,3,1,1,0,0,14
,Delegate To The Republican National Convention 2nd District - Republican,,,,,15
,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,15
Gary Grisafi,1,3,3,0,0,15
Pete Digiannantonio,,1,2,0,0,15
Christopher M Vogler,,,0,0,0,15
William M Pirolli,,,,1,0,15
Write-In,,,,,0,15
Total,5,4,3,1,0,15
,Delegate To The Republican National Convention 2nd District - Republican,,,,,16
,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,16
Gary Grisafi,1,4,5,2,0,16
Christopher M Vogler,,0,2,3,0,16
Pete Digiannantonio,,,0,1,0,16
William M Pirolli,,,,1,0,16
Write-In,,,,,0,16
Total,8,6,5,5,0,16
,Delegate To The Republican National Convention 2nd District - Republican,,,,,17
,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Write-In,17
Gary Grisafi,2,1,1,0,0,17
Pete Digiannantonio,,1,1,0,0,17
William M Pirolli,,,0,0,0,17
Christopher M Vogler,,,,0,0,17
Write-In,,,,,0,17
Total,3,2,1,0,0,17
,Delegate To The Republican National Convention 2nd District - Republican,,,,,18
,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,18
Christopher M Vogler,0,2,1,1,0,18
Gary Grisafi,,0,2,0,0,18
Pete Digiannantonio,,,0,0,0,18
William M Pirolli,,,,0,0,18
Write-In,,,,,0,18
Total,3,3,2,1,0,18
,Delegate To The Republican National Convention 2nd District - Republican,,,,,19
,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,19
Christopher M Vogler,1,1,0,1,0,19
Gary Grisafi,,1,0,1,0,19
Pete Digiannantonio,,,1,0,0,19
William M Pirolli,,,,0,0,19
Write-In,,,,,0,19
Total,2,2,1,1,0,19
