col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Auditor General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Timothy Defoor,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,All
Timothy Defoor,650,0,"9,691","6,696","6,634","6,270",74,All
Write-In,,20,28,17,18,20,50,All
Pete Digiannantonio,,,680,"4,871","5,090","5,268",33,All
Christopher M Vogler,,,,234,"3,648","4,040",33,All
Gary Grisafi,,,,,256,"2,664",35,All
William M Pirolli,,,,,,133,21,All
Write-In,,,,,,,9,All
Total,"13,663",84,"11,676","7,982","7,640","7,444",171,All
