col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 174th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Ed Neilson,Write-In,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,All
Ed Neilson,548,0,"4,322","4,236","4,005","4,001","3,928","3,734","1,851","1,819","1,441","1,379","1,308","1,262","1,171","1,157",58,All
Write-In,,8,12,11,12,9,10,12,13,11,11,13,12,12,10,9,18,All
Pamela Robinson,,,65,"4,402","4,227","4,246","4,165","3,826","1,051",947,618,522,451,389,310,387,50,All
Michele Lockman,,,,9,"4,287","4,254","4,214","3,816","1,041",925,565,505,421,394,322,323,46,All
Patrick Parkinson,,,,,19,"4,206","4,177","3,645",903,827,458,418,283,349,267,280,41,All
Anthony Bellmon,,,,,,18,"4,195","3,669",872,792,441,412,318,298,281,302,43,All
Theodore Kirsch,,,,,,,8,"3,665",873,767,437,367,290,313,257,284,40,All
Mona Getzes Cohen,,,,,,,,36,723,651,567,525,482,408,340,329,39,All
Lisa Powley,,,,,,,,,9,"1,554","1,087","1,007","1,022",997,924,950,2,All
Amy Roat,,,,,,,,,,15,"1,128","1,014","1,039","1,019",979,965,3,All
Lorraine Haw,,,,,,,,,,,2,"1,025","1,092","1,018",959,980,3,All
Alvaro Quinones,,,,,,,,,,,,1,"1,097","1,033","1,002",967,3,All
Vayda Good,,,,,,,,,,,,,0,"1,010","1,001",962,2,All
Adam Tennant,,,,,,,,,,,,,,4,"1,016",901,8,All
Ronald Raju Joseph,,,,,,,,,,,,,,,5,939,2,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,4,2,All
Write-In,,,,,,,,,,,,,,,,,1,All
Total,"6,423",35,"4,996","4,828","4,578","4,571","4,483","4,277","2,079","2,047","1,605","1,557","1,464","1,421","1,328","1,308",107,All
