col_1,col_2,col_3,col_4,division
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,All
,Michael Harvey,Write-In,Write-In,All
Michael Harvey,387,0,16,All
Write-In,,5,5,All
Write-In,,,4,All
Total,403,10,25,All
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,1
,Michael Harvey,Write-In,Write-In,1
Michael Harvey,20,0,0,1
Write-In,,0,0,1
Write-In,,,0,1
Total,20,0,0,1
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,2
,Michael Harvey,Write-In,Write-In,2
Michael Harvey,21,0,0,2
Write-In,,0,1,2
Write-In,,,0,2
Total,21,1,1,2
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,3
,Michael Harvey,Write-In,Write-In,3
Michael Harvey,28,0,0,3
Write-In,,0,0,3
Write-In,,,0,3
Total,28,0,0,3
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,4
,Michael Harvey,Write-In,Write-In,4
Michael Harvey,21,0,0,4
Write-In,,0,0,4
Write-In,,,0,4
Total,21,0,0,4
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,5
,Michael Harvey,Write-In,Write-In,5
Michael Harvey,16,0,0,5
Write-In,,2,0,5
Write-In,,,0,5
Total,16,2,0,5
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,6
,Michael Harvey,Write-In,Write-In,6
Michael Harvey,7,0,2,6
Write-In,,0,1,6
Write-In,,,0,6
Total,9,1,3,6
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,7
,Michael Harvey,Write-In,Write-In,7
Michael Harvey,11,0,1,7
Write-In,,1,0,7
Write-In,,,0,7
Total,12,1,1,7
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,8
,Michael Harvey,Write-In,Write-In,8
Michael Harvey,9,0,0,8
Write-In,,0,0,8
Write-In,,,0,8
Total,9,0,0,8
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,9
,Michael Harvey,Write-In,Write-In,9
Michael Harvey,18,0,1,9
Write-In,,0,0,9
Write-In,,,0,9
Total,19,0,1,9
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,10
,Michael Harvey,Write-In,Write-In,10
Michael Harvey,32,0,1,10
Write-In,,0,0,10
Write-In,,,1,10
Total,33,0,2,10
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,11
,Michael Harvey,Write-In,Write-In,11
Michael Harvey,12,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,12,0,0,11
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,12
,Michael Harvey,Write-In,Write-In,12
Michael Harvey,15,0,2,12
Write-In,,0,0,12
Write-In,,,0,12
Total,17,0,2,12
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,13
,Michael Harvey,Write-In,Write-In,13
Michael Harvey,4,0,2,13
Write-In,,0,1,13
Write-In,,,0,13
Total,6,1,3,13
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,14
,Michael Harvey,Write-In,Write-In,14
Michael Harvey,7,0,0,14
Write-In,,0,0,14
Write-In,,,0,14
Total,7,0,0,14
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,16
,Michael Harvey,Write-In,Write-In,16
Michael Harvey,7,0,0,16
Write-In,,0,0,16
Write-In,,,0,16
Total,7,0,0,16
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,18
,Michael Harvey,Write-In,Write-In,18
Michael Harvey,41,0,3,18
Write-In,,0,1,18
Write-In,,,0,18
Total,44,1,4,18
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,19
,Michael Harvey,Write-In,Write-In,19
Michael Harvey,26,0,0,19
Write-In,,1,0,19
Write-In,,,0,19
Total,26,1,0,19
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 1st District - Republican,22
,Michael Harvey,Write-In,Write-In,22
