col_1,col_2,col_3,col_4,col_5,col_6,division
,Attorney General - Democrat,,Representative In The General Assembly 185th District - Democrat,,,All
,Josh Shapiro,Write-In,Regina Young,Maria P Donatucci,Write-In,All
Josh Shapiro,38,0,415,270,1,All
Write-In,,1,5,3,1,All
Regina Young,,,197,0,0,All
Maria P Donatucci,,,,63,0,All
Write-In,,,,,1,All
Total,724,10,617,336,3,All
,Attorney General - Democrat,,Representative In The General Assembly 185th District - Democrat,,,10
,Josh Shapiro,Write-In,Regina Young,Maria P Donatucci,Write-In,10
Josh Shapiro,13,0,113,66,0,10
Write-In,,1,2,2,1,10
Regina Young,,,50,0,0,10
Maria P Donatucci,,,,17,0,10
Write-In,,,,,0,10
Total,192,6,165,85,1,10
,Attorney General - Democrat,,Representative In The General Assembly 185th District - Democrat,,,11
,Josh Shapiro,Write-In,Regina Young,Maria P Donatucci,Write-In,11
Josh Shapiro,8,0,73,67,1,11
Write-In,,0,2,0,0,11
Regina Young,,,23,0,0,11
Maria P Donatucci,,,,11,0,11
Write-In,,,,,0,11
Total,149,2,98,78,1,11
,Attorney General - Democrat,,Representative In The General Assembly 185th District - Democrat,,,12
,Josh Shapiro,Write-In,Regina Young,Maria P Donatucci,Write-In,12
Josh Shapiro,3,0,80,49,0,12
Write-In,,0,1,0,0,12
Regina Young,,,25,0,0,12
Maria P Donatucci,,,,10,0,12
Write-In,,,,,0,12
Total,132,1,106,59,0,12
,Attorney General - Democrat,,Representative In The General Assembly 185th District - Democrat,,,13
,Josh Shapiro,Write-In,Regina Young,Maria P Donatucci,Write-In,13
Josh Shapiro,8,0,83,50,0,13
Write-In,,0,0,1,0,13
Regina Young,,,30,0,0,13
Maria P Donatucci,,,,13,0,13
Write-In,,,,,1,13
Total,141,1,113,64,1,13
,Representative In The General Assembly 185th District - Democrat,,,Attorney General - Democrat,,15
,Regina Young,Maria P Donatucci,Write-In,Josh Shapiro,Write-In,15
Regina Young,69,0,0,66,0,15
Maria P Donatucci,,12,0,38,0,15
Write-In,,,0,0,0,15
Josh Shapiro,,,,6,0,15
Write-In,,,,,0,15
Total,135,50,0,110,0,15
