col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In Congress 2nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Brendan F Boyle,Write-In,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Brendan F Boyle,232,0,"1,884","1,816","1,779","1,740","1,652","1,437",801,786,655,572,547,489,448,441,19,All
Write-In,,4,1,1,1,0,1,1,3,4,4,5,5,4,3,4,1,All
Pamela Robinson,,,44,"1,962","1,973","1,893","1,869","1,531",602,521,360,302,246,241,170,157,15,All
Anthony Bellmon,,,,16,"1,943","1,962","1,911","1,490",523,470,296,238,193,200,148,120,16,All
Michele Lockman,,,,,24,"1,916","1,885","1,504",568,486,326,259,226,191,150,146,14,All
Patrick Parkinson,,,,,,9,"1,865","1,447",501,441,273,213,139,182,136,125,13,All
Theodore Kirsch,,,,,,,8,"1,450",488,421,234,189,164,170,129,116,13,All
Mona Getzes Cohen,,,,,,,,16,303,269,330,256,258,171,171,175,10,All
Lisa Powley,,,,,,,,,8,671,412,374,375,366,337,333,3,All
Amy Roat,,,,,,,,,,12,406,414,386,353,353,345,3,All
Alvaro Quinones,,,,,,,,,,,12,422,457,358,377,381,2,All
Lorraine Haw,,,,,,,,,,,,5,413,395,352,345,1,All
Vayda Good,,,,,,,,,,,,,2,347,368,375,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,5,351,330,3,All
Ronald Raju Joseph,,,,,,,,,,,,,,,4,362,1,All
Adam Tennant,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,4,All
Total,"2,776",9,"2,351","2,236","2,210","2,135","2,034","1,762",961,934,767,670,623,594,542,527,27,All
,Representative In Congress 2nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,Brendan F Boyle,Write-In,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Lorraine Haw,Write-In,1
Brendan F Boyle,10,0,64,63,63,58,54,47,35,31,24,21,19,15,19,17,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pamela Robinson,,,2,65,64,61,58,48,26,24,19,11,9,10,8,10,0,1
Anthony Bellmon,,,,0,67,64,62,49,24,22,14,9,7,5,7,8,0,1
Michele Lockman,,,,,0,64,61,48,25,20,12,7,8,4,6,6,0,1
Patrick Parkinson,,,,,,0,61,45,21,16,11,6,6,5,5,5,0,1
Theodore Kirsch,,,,,,,0,47,22,17,7,5,6,2,6,3,0,1
Mona Getzes Cohen,,,,,,,,1,14,11,10,8,2,5,7,5,0,1
Lisa Powley,,,,,,,,,0,30,18,17,18,14,17,11,0,1
Amy Roat,,,,,,,,,,1,18,16,15,13,16,15,0,1
Alvaro Quinones,,,,,,,,,,,2,18,12,14,12,17,0,1
Vayda Good,,,,,,,,,,,,0,12,14,14,16,0,1
Kempis Ghani Songster,,,,,,,,,,,,,0,14,15,12,0,1
Adam Tennant,,,,,,,,,,,,,,0,13,13,0,1
Ronald Raju Joseph,,,,,,,,,,,,,,,0,12,0,1
Lorraine Haw,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,1,1
Total,95,0,83,74,74,69,66,55,43,38,32,25,23,21,21,20,1,1
,Representative In Congress 2nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,2
,Brendan F Boyle,Write-In,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Pamela Robinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Vayda Good,Lorraine Haw,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,2
