col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Pamela Robinson,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,All
Joseph R Biden,235,0,0,0,"1,860","1,828","1,817","1,763","1,719","1,650",404,379,259,224,202,176,168,132,34,All
Bernie Sanders,,41,0,0,71,70,61,45,54,51,325,344,299,299,302,299,278,286,0,All
Tulsi Gabbard,,,46,0,36,33,33,30,27,25,33,38,30,30,30,29,30,30,12,All
Write-In,,,,17,7,7,8,6,8,7,4,7,4,3,1,1,2,3,11,All
Pamela Robinson,,,,,2,"1,766","1,693","1,679","1,694","1,555",399,370,228,177,164,126,141,87,32,All
Michele Lockman,,,,,,1,"1,727","1,713","1,712","1,573",410,378,212,182,162,134,116,97,30,All
Patrick Parkinson,,,,,,,4,"1,750","1,689","1,507",358,337,179,164,114,142,109,82,32,All
Theodore Kirsch,,,,,,,,1,"1,690","1,500",332,306,145,131,104,108,91,68,32,All
Anthony Bellmon,,,,,,,,,0,"1,497",332,306,157,137,121,98,105,80,26,All
Mona Getzes Cohen,,,,,,,,,,2,281,262,227,196,178,156,107,110,21,All
Lisa Powley,,,,,,,,,,,2,590,401,375,375,359,358,336,2,All
Amy Roat,,,,,,,,,,,,0,426,381,387,360,351,349,4,All
Lorraine Haw,,,,,,,,,,,,,1,385,401,374,365,355,4,All
Alvaro Quinones,,,,,,,,,,,,,,0,401,372,352,359,4,All
Vayda Good,,,,,,,,,,,,,,,0,371,366,360,5,All
Adam Tennant,,,,,,,,,,,,,,,,0,339,351,3,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,,0,342,5,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,,,0,5,All
Write-In,,,,,,,,,,,,,,,,,,,0,All
Total,"2,506",448,121,32,"1,997","1,959","1,941","1,861","1,824","1,751",782,778,598,560,541,507,484,453,66,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Patrick Parkinson,Michele Lockman,Pamela Robinson,Mona Getzes Cohen,Theodore Kirsch,Anthony Bellmon,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Adam Tennant,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,1
Joseph R Biden,9,0,0,0,83,83,81,79,79,77,18,15,13,5,6,4,4,6,0,1
Bernie Sanders,,4,0,0,3,1,1,2,1,2,18,17,15,16,14,14,14,12,0,1
Tulsi Gabbard,,,7,0,1,2,2,1,1,0,1,2,2,2,2,2,2,2,0,1
Write-In,,,,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Patrick Parkinson,,,,,0,81,79,77,81,76,17,13,13,5,5,2,0,3,0,1
Michele Lockman,,,,,,0,80,78,78,77,16,12,12,2,4,1,0,3,0,1
Pamela Robinson,,,,,,,0,77,76,73,16,13,12,3,4,1,1,4,0,1
Mona Getzes Cohen,,,,,,,,0,74,72,18,13,14,5,5,4,3,5,0,1
Theodore Kirsch,,,,,,,,,0,76,15,11,11,2,4,2,1,4,0,1
Anthony Bellmon,,,,,,,,,,0,15,10,9,1,3,2,1,4,0,1
Lisa Powley,,,,,,,,,,,0,28,25,19,19,19,16,15,0,1
Amy Roat,,,,,,,,,,,,0,22,18,17,17,15,14,0,1
Lorraine Haw,,,,,,,,,,,,,0,21,19,19,17,17,0,1
Vayda Good,,,,,,,,,,,,,,0,17,18,17,16,0,1
Adam Tennant,,,,,,,,,,,,,,,0,18,16,16,0,1
Alvaro Quinones,,,,,,,,,,,,,,,,0,18,17,0,1
Kempis Ghani Songster,,,,,,,,,,,,,,,,,0,17,0,1
Ronald Raju Joseph,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,0,1
Total,106,27,13,5,90,88,85,84,83,82,38,34,31,23,22,21,20,20,0,1
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Pamela Robinson,Mona Getzes Cohen,Anthony Bellmon,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Adam Tennant,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,2
