col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,All
,Vincent Hughes,Write-In,Dwight Evans,Write-In,All
Vincent Hughes,337,0,"5,832",7,All
Write-In,,0,6,3,All
Dwight Evans,,,180,0,All
Write-In,,,,1,All
Total,"6,176",9,"6,018",11,All
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,1
,Vincent Hughes,Write-In,Dwight Evans,Write-In,1
Vincent Hughes,14,0,102,0,1
Write-In,,0,0,0,1
Dwight Evans,,,4,0,1
Write-In,,,,0,1
Total,116,0,106,0,1
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,2
,Vincent Hughes,Write-In,Dwight Evans,Write-In,2
Vincent Hughes,22,0,218,1,2
Write-In,,0,0,0,2
Dwight Evans,,,6,0,2
Write-In,,,,0,2
Total,241,0,224,1,2
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,3
,Vincent Hughes,Write-In,Dwight Evans,Write-In,3
Vincent Hughes,1,0,52,0,3
Write-In,,0,0,0,3
Dwight Evans,,,0,0,3
Write-In,,,,0,3
Total,53,0,52,0,3
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 7th District - Democrat,,4
,Dwight Evans,Write-In,Vincent Hughes,Write-In,4
Dwight Evans,11,0,129,0,4
Write-In,,1,0,0,4
Vincent Hughes,,,5,0,4
Write-In,,,,0,4
Total,140,1,134,0,4
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,5
,Vincent Hughes,Write-In,Dwight Evans,Write-In,5
Vincent Hughes,14,0,230,1,5
Write-In,,0,2,0,5
Dwight Evans,,,4,0,5
Write-In,,,,0,5
Total,245,2,236,1,5
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,6
,Vincent Hughes,Write-In,Dwight Evans,Write-In,6
Vincent Hughes,11,0,222,0,6
Write-In,,0,0,0,6
Dwight Evans,,,7,0,6
Write-In,,,,0,6
Total,233,0,229,0,6
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 7th District - Democrat,,7
,Dwight Evans,Write-In,Vincent Hughes,Write-In,7
Dwight Evans,9,0,206,0,7
Write-In,,0,0,0,7
Vincent Hughes,,,7,0,7
Write-In,,,,0,7
Total,215,0,213,0,7
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,8
,Vincent Hughes,Write-In,Dwight Evans,Write-In,8
Vincent Hughes,12,0,148,0,8
Write-In,,0,0,0,8
Dwight Evans,,,9,0,8
Write-In,,,,0,8
Total,160,0,157,0,8
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,9
,Vincent Hughes,Write-In,Dwight Evans,Write-In,9
Vincent Hughes,8,0,222,0,9
Write-In,,0,0,0,9
Dwight Evans,,,7,0,9
Write-In,,,,0,9
Total,230,0,229,0,9
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,10
,Vincent Hughes,Write-In,Dwight Evans,Write-In,10
Vincent Hughes,9,0,208,0,10
Write-In,,0,0,0,10
Dwight Evans,,,5,0,10
Write-In,,,,0,10
Total,217,0,213,0,10
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,11
,Vincent Hughes,Write-In,Dwight Evans,Write-In,11
Vincent Hughes,14,0,267,0,11
Write-In,,0,0,0,11
Dwight Evans,,,7,0,11
Write-In,,,,0,11
Total,281,0,274,0,11
,Senator In The General Assembly 7th District - Democrat,,Representative In Congress 3rd District - Democrat,,12
,Vincent Hughes,Write-In,Dwight Evans,Write-In,12
Vincent Hughes,18,0,288,0,12
Write-In,,0,0,0,12
Dwight Evans,,,17,0,12
Write-In,,,,0,12
Total,306,0,305,0,12
