col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Samantha Newell,Rebecca Divalerio,Maryanne Donaghy,Colleen Guiney,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Michel Lee,Deidre Selig,Jake Metzger,Tray Herman,John Randolph,Ryan Yeager,Write-In,All
Samantha Newell,73,"2,972","2,941","2,888",924,878,817,783,655,510,371,430,398,57,All
Rebecca Divalerio,,62,"2,937","2,887",913,879,824,789,634,551,393,432,408,47,All
Maryanne Donaghy,,,62,"2,953",836,887,734,728,651,451,379,376,440,46,All
Colleen Guiney,,,,49,810,872,693,694,634,428,375,362,428,47,All
Karyn Hollis,,,,,12,"2,309","2,405","2,281","2,194","2,046","1,934","1,916","1,777",10,All
Amanda Mcillmurray,,,,,,15,"2,260","2,176","2,218","1,893","1,917","1,740","1,883",10,All
Cora Linehan,,,,,,,22,"2,211","2,165","2,069","1,962","1,909","1,795",13,All
Michel Lee,,,,,,,,22,"2,093","2,043","1,932","1,953","1,857",4,All
Deidre Selig,,,,,,,,,12,"1,862","1,912","1,751","1,827",8,All
Jake Metzger,,,,,,,,,,40,"1,882","1,924","1,791",3,All
Tray Herman,,,,,,,,,,,1,"1,765","1,806",8,All
John Randolph,,,,,,,,,,,,6,"1,753",2,All
Ryan Yeager,,,,,,,,,,,,,6,1,All
Write-In,,,,,,,,,,,,,,6,All
Total,"3,290","3,286","3,265","3,181","2,745","2,708","2,687","2,671","2,476","2,401","2,201","2,156","2,152",143,All
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,1
,Karyn Hollis,Cora Linehan,Deidre Selig,Amanda Mcillmurray,Michel Lee,Samantha Newell,Maryanne Donaghy,Jake Metzger,Rebecca Divalerio,Colleen Guiney,Tray Herman,John Randolph,Ryan Yeager,Write-In,1
Karyn Hollis,0,49,42,43,42,14,14,40,15,13,35,36,28,0,1
Cora Linehan,,0,43,44,41,13,12,41,13,11,37,37,30,0,1
Deidre Selig,,,0,45,37,15,14,35,14,13,39,31,34,0,1
Amanda Mcillmurray,,,,0,37,16,16,34,16,15,36,31,33,0,1
Michel Lee,,,,,1,8,6,39,7,5,35,37,30,0,1
Samantha Newell,,,,,,2,39,3,39,40,6,3,6,0,1
Maryanne Donaghy,,,,,,,2,2,38,40,5,3,5,0,1
Jake Metzger,,,,,,,,0,3,1,34,35,28,0,1
Rebecca Divalerio,,,,,,,,,1,38,5,3,5,0,1
Colleen Guiney,,,,,,,,,,0,4,2,5,0,1
Tray Herman,,,,,,,,,,,1,31,31,0,1
John Randolph,,,,,,,,,,,,0,28,0,1
Ryan Yeager,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,0,1
Total,53,52,50,49,47,45,43,42,42,41,41,39,36,0,1
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,2
,Jake Metzger,Rebecca Divalerio,Samantha Newell,Cora Linehan,Michel Lee,Colleen Guiney,Deidre Selig,Karyn Hollis,Maryanne Donaghy,Amanda Mcillmurray,Tray Herman,John Randolph,Ryan Yeager,Write-In,2
Jake Metzger,1,16,13,31,32,10,30,29,12,26,33,27,26,0,2
Rebecca Divalerio,,1,37,12,14,34,12,11,34,13,11,6,6,0,2
