col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 5th District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,All
,Mary Gay Scanlon,Write-In,Maria P Donatucci,Regina Young,Write-In,All
Mary Gay Scanlon,35,0,"1,609",592,1,All
Write-In,,1,10,1,1,All
Maria P Donatucci,,,594,0,0,All
Regina Young,,,,122,0,All
Write-In,,,,,2,All
Total,"2,237",13,"2,213",715,4,All
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,1
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,1
Maria P Donatucci,29,0,0,63,0,1
Regina Young,,4,0,7,0,1
Write-In,,,0,0,0,1
Mary Gay Scanlon,,,,1,0,1
Write-In,,,,,0,1
Total,92,11,0,71,0,1
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,2
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,2
Maria P Donatucci,31,0,0,76,0,2
Regina Young,,4,0,10,0,2
Write-In,,,0,0,0,2
Mary Gay Scanlon,,,,1,0,2
Write-In,,,,,0,2
Total,107,14,0,87,0,2
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,3
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,3
Maria P Donatucci,42,0,0,59,0,3
Regina Young,,1,0,8,0,3
Write-In,,,0,0,0,3
Mary Gay Scanlon,,,,0,0,3
Write-In,,,,,0,3
Total,101,9,0,67,0,3
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,4
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,4
Maria P Donatucci,24,0,0,44,2,4
Regina Young,,2,0,10,0,4
Write-In,,,0,0,0,4
Mary Gay Scanlon,,,,1,0,4
Write-In,,,,,0,4
Total,70,12,0,55,2,4
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,5
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,5
Maria P Donatucci,35,0,0,66,0,5
Regina Young,,1,0,10,0,5
Write-In,,,0,0,0,5
Mary Gay Scanlon,,,,2,0,5
Write-In,,,,,0,5
Total,101,11,0,78,0,5
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,6
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,6
Maria P Donatucci,43,0,0,82,0,6
Regina Young,,1,0,11,0,6
Write-In,,,1,0,0,6
Mary Gay Scanlon,,,,1,0,6
Write-In,,,,,0,6
Total,125,12,1,94,0,6
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,7
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,7
Maria P Donatucci,28,0,0,61,0,7
Regina Young,,2,0,15,0,7
Write-In,,,0,0,0,7
Mary Gay Scanlon,,,,0,0,7
Write-In,,,,,0,7
Total,89,17,0,76,0,7
,Representative In Congress 5th District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,8
,Mary Gay Scanlon,Write-In,Maria P Donatucci,Regina Young,Write-In,8
Mary Gay Scanlon,2,0,74,24,0,8
Write-In,,0,0,0,0,8
Maria P Donatucci,,,25,0,0,8
Regina Young,,,,4,0,8
Write-In,,,,,0,8
Total,100,0,99,28,0,8
,Representative In The General Assembly 185th District - Democrat,,,Representative In Congress 5th District - Democrat,,9
,Maria P Donatucci,Regina Young,Write-In,Mary Gay Scanlon,Write-In,9
Maria P Donatucci,28,0,0,86,0,9
Regina Young,,2,0,9,0,9
Write-In,,,0,0,0,9
Mary Gay Scanlon,,,,0,0,9
Write-In,,,,,0,9
Total,114,11,0,95,0,9
,Representative In Congress 5th District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,10
,Mary Gay Scanlon,Write-In,Maria P Donatucci,Regina Young,Write-In,10
Mary Gay Scanlon,2,0,61,23,0,10
Write-In,,0,0,0,0,10
Maria P Donatucci,,,16,0,0,10
Regina Young,,,,6,0,10
Write-In,,,,,0,10
Total,86,0,77,29,0,10
,Representative In Congress 5th District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,11
,Mary Gay Scanlon,Write-In,Maria P Donatucci,Regina Young,Write-In,11
Mary Gay Scanlon,1,0,60,39,0,11
Write-In,,0,0,0,0,11
Maria P Donatucci,,,30,0,0,11
Regina Young,,,,9,0,11
Write-In,,,,,0,11
Total,100,0,90,48,0,11
,Representative In Congress 5th District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,12
,Mary Gay Scanlon,Write-In,Maria P Donatucci,Regina Young,Write-In,12
Mary Gay Scanlon,4,0,77,31,0,12
Write-In,,0,1,0,0,12
