col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,All
Nina Ahmad,"2,057",0,0,0,0,0,0,"25,411","16,250",29,All
Michael Lamb,,210,0,0,0,0,0,"2,564","3,636",6,All
Tracie Fountain,,,94,0,0,0,0,"2,427","1,485",2,All
Christina M Hartman,,,,100,0,0,0,"1,718","2,097",3,All
Rose Rosie Marie Davis,,,,,98,0,0,"1,100",846,2,All
H Scott Conklin,,,,,,76,0,755,694,3,All
Write-In,,,,,,,5,19,18,15,All
Nikil Saval,,,,,,,,"1,753",0,0,All
Larry Farnese,,,,,,,,,"2,002",0,All
Write-In,,,,,,,,,,9,All
Total,"43,747","6,416","4,008","3,918","2,046","1,528",57,"35,747","27,028",69,All
