col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,Tracie Fountain,H Scott Conklin,Write-In,All
Mike Driscoll,71,0,981,128,79,67,52,56,0,All
Write-In,,0,0,0,0,0,1,0,0,All
Nina Ahmad,,,137,0,0,0,0,0,0,All
Michael Lamb,,,,14,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,39,0,0,0,0,All
Christina M Hartman,,,,,,10,0,0,0,All
Tracie Fountain,,,,,,,21,0,0,All
H Scott Conklin,,,,,,,,5,0,All
Write-In,,,,,,,,,0,All
Total,"1,434",1,"1,118",142,118,77,74,61,0,All
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,4
,Mike Driscoll,Write-In,Nina Ahmad,Christina M Hartman,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Michael Lamb,Write-In,4
Mike Driscoll,0,0,47,7,6,5,4,3,0,4
Write-In,,0,0,0,0,0,0,0,0,4
Nina Ahmad,,,6,0,0,0,0,0,0,4
Christina M Hartman,,,,0,0,0,0,0,0,4
Tracie Fountain,,,,,1,0,0,0,0,4
Rose Rosie Marie Davis,,,,,,1,0,0,0,4
H Scott Conklin,,,,,,,1,0,0,4
Michael Lamb,,,,,,,,2,0,4
Write-In,,,,,,,,,0,4
Total,72,0,53,7,7,6,5,5,0,4
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,6
,Mike Driscoll,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,6
Mike Driscoll,3,0,51,4,5,4,2,2,0,6
Write-In,,0,0,0,0,0,0,0,0,6
Nina Ahmad,,,6,0,0,0,0,0,0,6
Rose Rosie Marie Davis,,,,4,0,0,0,0,0,6
Michael Lamb,,,,,1,0,0,0,0,6
Tracie Fountain,,,,,,1,0,0,0,6
Christina M Hartman,,,,,,,1,0,0,6
H Scott Conklin,,,,,,,,0,0,6
Write-In,,,,,,,,,0,6
Total,71,0,57,8,6,5,3,2,0,6
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,8
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Rose Rosie Marie Davis,Christina M Hartman,Tracie Fountain,Write-In,8
Mike Driscoll,3,0,50,6,3,2,0,0,0,8
Write-In,,0,0,0,0,0,0,0,0,8
Nina Ahmad,,,5,0,0,0,0,0,0,8
Michael Lamb,,,,0,0,0,0,0,0,8
H Scott Conklin,,,,,1,0,0,0,0,8
Rose Rosie Marie Davis,,,,,,0,0,0,0,8
Christina M Hartman,,,,,,,0,0,0,8
Tracie Fountain,,,,,,,,0,0,8
Write-In,,,,,,,,,0,8
Total,64,0,55,6,4,2,0,0,0,8
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,9
,Mike Driscoll,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,9
Mike Driscoll,4,0,74,6,4,3,4,1,0,9
Write-In,,0,0,0,0,1,0,0,0,9
Nina Ahmad,,,10,0,0,0,0,0,0,9
Rose Rosie Marie Davis,,,,2,0,0,0,0,0,9
Michael Lamb,,,,,2,0,0,0,0,9
Tracie Fountain,,,,,,2,0,0,0,9
Christina M Hartman,,,,,,,0,0,0,9
H Scott Conklin,,,,,,,,0,0,9
Write-In,,,,,,,,,0,9
Total,96,1,84,8,6,6,4,1,0,9
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,10
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,10
Mike Driscoll,3,0,69,14,5,7,4,3,0,10
Write-In,,0,0,0,0,0,0,0,0,10
Nina Ahmad,,,7,0,0,0,0,0,0,10
Michael Lamb,,,,2,0,0,0,0,0,10
Rose Rosie Marie Davis,,,,,3,0,0,0,0,10
H Scott Conklin,,,,,,0,0,0,0,10
Christina M Hartman,,,,,,,1,0,0,10
Tracie Fountain,,,,,,,,2,0,10
Write-In,,,,,,,,,0,10
Total,105,0,76,16,8,7,5,5,0,10
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,11
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,11
Mike Driscoll,4,0,45,12,8,3,3,1,0,11
Write-In,,0,0,0,0,0,0,0,0,11
Nina Ahmad,,,7,0,0,0,0,0,0,11
Michael Lamb,,,,1,0,0,0,0,0,11
Rose Rosie Marie Davis,,,,,5,0,0,0,0,11
Tracie Fountain,,,,,,1,0,0,0,11
Christina M Hartman,,,,,,,0,0,0,11
H Scott Conklin,,,,,,,,2,0,11
Write-In,,,,,,,,,0,11
Total,76,0,52,13,13,4,3,3,0,11
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,12
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,12
Mike Driscoll,2,0,55,9,3,6,1,2,0,12
Write-In,,0,0,0,0,0,0,0,0,12
Nina Ahmad,,,9,0,0,0,0,0,0,12
Michael Lamb,,,,0,0,0,0,0,0,12
Rose Rosie Marie Davis,,,,,5,0,0,0,0,12
H Scott Conklin,,,,,,0,0,0,0,12
Christina M Hartman,,,,,,,2,0,0,12
Tracie Fountain,,,,,,,,0,0,12
Write-In,,,,,,,,,0,12
Total,78,0,64,9,8,6,3,2,0,12
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,13
,Mike Driscoll,Write-In,Nina Ahmad,Christina M Hartman,H Scott Conklin,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Write-In,13
Mike Driscoll,3,0,49,8,4,4,4,3,0,13
Write-In,,0,0,0,0,0,0,0,0,13
Nina Ahmad,,,11,0,0,0,0,0,0,13
Christina M Hartman,,,,0,0,0,0,0,0,13
H Scott Conklin,,,,,0,0,0,0,0,13
Michael Lamb,,,,,,0,0,0,0,13
Rose Rosie Marie Davis,,,,,,,0,0,0,13
Tracie Fountain,,,,,,,,1,0,13
Write-In,,,,,,,,,0,13
Total,75,0,60,8,4,4,4,4,0,13
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,14
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,14
Mike Driscoll,9,0,41,14,7,4,2,3,0,14
Write-In,,0,0,0,0,0,0,0,0,14
Nina Ahmad,,,9,0,0,0,0,0,0,14
Michael Lamb,,,,1,0,0,0,0,0,14
Rose Rosie Marie Davis,,,,,5,0,0,0,0,14
Tracie Fountain,,,,,,1,0,0,0,14
Christina M Hartman,,,,,,,2,0,0,14
H Scott Conklin,,,,,,,,0,0,14
Write-In,,,,,,,,,0,14
Total,80,0,50,15,12,5,4,3,0,14
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,15
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,Write-In,15
Mike Driscoll,6,0,63,8,5,4,2,1,0,15
Write-In,,0,0,0,0,0,0,0,0,15
Nina Ahmad,,,7,0,0,0,0,0,0,15
Michael Lamb,,,,1,0,0,0,0,0,15
H Scott Conklin,,,,,0,0,0,0,0,15
Christina M Hartman,,,,,,0,0,0,0,15
Rose Rosie Marie Davis,,,,,,,1,0,0,15
Tracie Fountain,,,,,,,,1,0,15
Write-In,,,,,,,,,0,15
Total,89,0,70,9,5,4,3,2,0,15
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,16
,Mike Driscoll,Write-In,Nina Ahmad,Christina M Hartman,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,16
Mike Driscoll,1,0,46,5,7,4,2,0,0,16
Write-In,,0,0,0,0,0,0,0,0,16
Nina Ahmad,,,10,0,0,0,0,0,0,16
Christina M Hartman,,,,3,0,0,0,0,0,16
Michael Lamb,,,,,1,0,0,0,0,16
Rose Rosie Marie Davis,,,,,,2,0,0,0,16
Tracie Fountain,,,,,,,3,0,0,16
H Scott Conklin,,,,,,,,0,0,16
Write-In,,,,,,,,,0,16
Total,65,0,56,8,8,6,5,0,0,16
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,17
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Christina M Hartman,Write-In,17
Mike Driscoll,7,0,50,4,2,2,1,1,0,17
Write-In,,0,0,0,0,0,0,0,0,17
Nina Ahmad,,,3,0,0,0,0,0,0,17
Michael Lamb,,,,1,0,0,0,0,0,17
Rose Rosie Marie Davis,,,,,1,0,0,0,0,17
H Scott Conklin,,,,,,0,0,0,0,17
Tracie Fountain,,,,,,,1,0,0,17
Christina M Hartman,,,,,,,,0,0,17
Write-In,,,,,,,,,0,17
Total,67,0,53,5,3,2,2,1,0,17
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,18
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Write-In,18
Mike Driscoll,5,0,41,7,4,3,2,1,0,18
Write-In,,0,0,0,0,0,0,0,0,18
Nina Ahmad,,,5,0,0,0,0,0,0,18
Michael Lamb,,,,0,0,0,0,0,0,18
Christina M Hartman,,,,,0,0,0,0,0,18
Rose Rosie Marie Davis,,,,,,1,0,0,0,18
H Scott Conklin,,,,,,,0,0,0,18
Tracie Fountain,,,,,,,,0,0,18
Write-In,,,,,,,,,0,18
Total,63,0,46,7,4,4,2,1,0,18
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,20
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Rose Rosie Marie Davis,Christina M Hartman,Tracie Fountain,Write-In,20
Mike Driscoll,7,0,62,8,5,6,3,2,0,20
Write-In,,0,0,0,0,0,0,0,0,20
Nina Ahmad,,,10,0,0,0,0,0,0,20
Michael Lamb,,,,0,0,0,0,0,0,20
H Scott Conklin,,,,,1,0,0,0,0,20
Rose Rosie Marie Davis,,,,,,0,0,0,0,20
Christina M Hartman,,,,,,,0,0,0,20
Tracie Fountain,,,,,,,,1,0,20
Write-In,,,,,,,,,0,20
Total,93,0,72,8,6,6,3,3,0,20
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,21
,Mike Driscoll,Write-In,Nina Ahmad,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,Michael Lamb,H Scott Conklin,Write-In,21
Mike Driscoll,5,0,64,6,5,5,4,0,0,21
Write-In,,0,0,0,0,0,0,0,0,21
Nina Ahmad,,,12,0,0,0,0,0,0,21
Tracie Fountain,,,,2,0,0,0,0,0,21
Christina M Hartman,,,,,1,0,0,0,0,21
Rose Rosie Marie Davis,,,,,,1,0,0,0,21
Michael Lamb,,,,,,,0,0,0,21
H Scott Conklin,,,,,,,,0,0,21
Write-In,,,,,,,,,0,21
Total,89,0,76,8,6,6,4,0,0,21
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,22
,Mike Driscoll,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Christina M Hartman,H Scott Conklin,Tracie Fountain,Write-In,22
Mike Driscoll,3,0,55,6,6,4,4,0,0,22
Write-In,,0,0,0,0,0,0,0,0,22
Nina Ahmad,,,2,0,0,0,0,0,0,22
Rose Rosie Marie Davis,,,,3,0,0,0,0,0,22
Michael Lamb,,,,,0,0,0,0,0,22
Christina M Hartman,,,,,,0,0,0,0,22
H Scott Conklin,,,,,,,0,0,0,22
Tracie Fountain,,,,,,,,1,0,22
Write-In,,,,,,,,,0,22
Total,78,0,57,9,6,4,4,1,0,22
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,25
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,25
Mike Driscoll,3,0,72,9,7,4,5,2,0,25
Write-In,,0,0,0,0,0,0,0,0,25
Nina Ahmad,,,11,0,0,0,0,0,0,25
Michael Lamb,,,,1,0,0,0,0,0,25
Tracie Fountain,,,,,1,0,0,0,0,25
Rose Rosie Marie Davis,,,,,,3,0,0,0,25
Christina M Hartman,,,,,,,0,0,0,25
H Scott Conklin,,,,,,,,0,0,25
Write-In,,,,,,,,,0,25
Total,102,0,83,10,8,7,5,2,0,25
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,26
,Mike Driscoll,Write-In,Nina Ahmad,Tracie Fountain,Christina M Hartman,H Scott Conklin,Michael Lamb,Rose Rosie Marie Davis,Write-In,26
Mike Driscoll,3,0,47,4,5,5,4,3,0,26
Write-In,,0,0,0,0,0,0,0,0,26
Nina Ahmad,,,7,0,0,0,0,0,0,26
Tracie Fountain,,,,2,0,0,0,0,0,26
Christina M Hartman,,,,,0,0,0,0,0,26
H Scott Conklin,,,,,,0,0,0,0,26
Michael Lamb,,,,,,,1,0,0,26
Rose Rosie Marie Davis,,,,,,,,2,0,26
Write-In,,,,,,,,,0,26
Total,71,0,54,6,5,5,5,5,0,26
