col_1,col_2,col_3,col_4,division
,Auditor General - Republican,,Representative In The General Assembly 181st District - Republican,All
,Timothy Defoor,Write-In,Write-In,All
Timothy Defoor,27,0,2,All
Write-In,,0,2,All
Write-In,,,0,All
Total,29,2,4,All
,Auditor General - Republican,,Representative In The General Assembly 181st District - Republican,15
,Timothy Defoor,Write-In,Write-In,15
Timothy Defoor,7,0,1,15
Write-In,,0,1,15
Write-In,,,0,15
Total,8,1,2,15
,Auditor General - Republican,,Representative In The General Assembly 181st District - Republican,20
,Timothy Defoor,Write-In,Write-In,20
Timothy Defoor,6,0,0,20
Write-In,,0,0,20
Write-In,,,0,20
Total,6,0,0,20
,Auditor General - Republican,,Representative In The General Assembly 181st District - Republican,23
,Timothy Defoor,Write-In,Write-In,23
Timothy Defoor,14,0,1,23
Write-In,,0,1,23
Write-In,,,0,23
Total,15,1,2,23
