col_1,col_2,col_3,division
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,All
,Michael Harvey,Write-In,All
Michael Harvey,9,1,All
Write-In,,0,All
Total,10,1,All
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,1
,Michael Harvey,Write-In,1
Michael Harvey,1,0,1
Write-In,,0,1
Total,1,0,1
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,2
,Michael Harvey,Write-In,2
Michael Harvey,3,0,2
Write-In,,0,2
Total,3,0,2
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,3
,Michael Harvey,Write-In,3
Michael Harvey,0,0,3
Write-In,,0,3
Total,0,0,3
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,7
,Michael Harvey,Write-In,7
Michael Harvey,0,1,7
Write-In,,0,7
Total,1,1,7
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,8
,Michael Harvey,Write-In,8
Michael Harvey,1,0,8
Write-In,,0,8
Total,1,0,8
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,11
,Michael Harvey,Write-In,11
Michael Harvey,2,0,11
Write-In,,0,11
Total,2,0,11
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,19
,Michael Harvey,Write-In,19
Michael Harvey,1,0,19
Write-In,,0,19
Total,1,0,19
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 197th District - Republican,20
,Michael Harvey,Write-In,20
Michael Harvey,1,0,20
Write-In,,0,20
Total,1,0,20
