col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,All
,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,Write-In,All
Pete Digiannantonio,15,55,48,48,2,4,All
Gary Grisafi,,5,39,34,0,6,All
Christopher M Vogler,,,7,42,0,5,All
William M Pirolli,,,,6,2,7,All
Write-In,,,,,1,1,All
Write-In,,,,,,1,All
Total,101,78,77,74,10,13,All
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,15
,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Write-In,Write-In,15
Christopher M Vogler,1,3,3,0,0,0,15
Pete Digiannantonio,,1,3,1,0,0,15
William M Pirolli,,,0,1,0,0,15
Gary Grisafi,,,,1,0,0,15
Write-In,,,,,1,0,15
Write-In,,,,,,1,15
Total,5,5,4,2,1,1,15
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,17
,Pete Digiannantonio,Gary Grisafi,William M Pirolli,Christopher M Vogler,Write-In,Write-In,17
Pete Digiannantonio,1,8,4,2,0,1,17
Gary Grisafi,,0,4,2,0,1,17
William M Pirolli,,,1,0,0,1,17
Christopher M Vogler,,,,0,0,0,17
Write-In,,,,,0,0,17
Write-In,,,,,,0,17
Total,9,8,5,2,0,1,17
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,20
,Christopher M Vogler,Gary Grisafi,William M Pirolli,Pete Digiannantonio,Write-In,Write-In,20
Christopher M Vogler,0,2,3,1,0,0,20
Gary Grisafi,,1,2,0,0,0,20
William M Pirolli,,,0,1,0,0,20
Pete Digiannantonio,,,,0,0,0,20
Write-In,,,,,0,0,20
Write-In,,,,,,0,20
Total,3,3,3,1,0,0,20
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,21
,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,Write-In,21
Gary Grisafi,1,5,1,1,0,1,21
Christopher M Vogler,,0,1,1,0,1,21
Pete Digiannantonio,,,1,1,0,0,21
William M Pirolli,,,,1,0,1,21
Write-In,,,,,0,0,21
Write-In,,,,,,0,21
Total,6,5,3,3,0,1,21
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,23
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,Write-In,23
Pete Digiannantonio,4,5,5,4,0,2,23
William M Pirolli,,2,4,2,0,2,23
Christopher M Vogler,,,0,2,0,1,23
Gary Grisafi,,,,0,0,1,23
Write-In,,,,,0,0,23
Write-In,,,,,,0,23
Total,11,8,6,4,3,3,23
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,27
,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Gary Grisafi,Write-In,Write-In,27
Pete Digiannantonio,3,8,11,9,1,0,27
Christopher M Vogler,,2,11,6,0,2,27
William M Pirolli,,,0,7,1,1,27
Gary Grisafi,,,,0,0,1,27
Write-In,,,,,0,0,27
Write-In,,,,,,0,27
Total,20,16,16,13,4,3,27
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,30
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Write-In,30
Pete Digiannantonio,4,10,9,10,1,0,30
Christopher M Vogler,,3,5,6,0,0,30
Gary Grisafi,,,1,4,0,0,30
William M Pirolli,,,,0,1,0,30
Write-In,,,,,0,0,30
Write-In,,,,,,0,30
Total,21,14,11,11,1,0,30
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,32
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Write-In,32
Pete Digiannantonio,1,10,11,6,0,0,32
Christopher M Vogler,,1,9,5,0,0,32
Gary Grisafi,,,0,5,0,0,32
William M Pirolli,,,,0,0,0,32
Write-In,,,,,0,0,32
Write-In,,,,,,0,32
Total,15,13,13,8,0,0,32
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,33
,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,Write-In,33
Gary Grisafi,0,4,4,3,0,0,33
Christopher M Vogler,,0,3,3,0,0,33
Pete Digiannantonio,,,0,2,0,0,33
William M Pirolli,,,,0,0,1,33
Write-In,,,,,0,0,33
Write-In,,,,,,0,33
Total,6,5,5,5,0,1,33
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Senator In The General Assembly 1st District - Republican,34
,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Write-In,Write-In,34
Gary Grisafi,1,8,5,4,0,2,34
Pete Digiannantonio,,0,5,5,0,1,34
William M Pirolli,,,2,6,0,1,34
Christopher M Vogler,,,,0,0,1,34
Write-In,,,,,0,1,34
Write-In,,,,,,0,34
Total,12,11,11,8,1,3,34
