col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Aaron Bashir,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,All
Aaron Bashir,99,0,"1,527","1,152","1,101","1,037",10,All
Write-In,,3,13,10,6,10,0,All
Pete Digiannantonio,,,63,824,817,858,3,All
Christopher M Vogler,,,,41,640,668,3,All
Gary Grisafi,,,,,30,434,4,All
William M Pirolli,,,,,,14,1,All
Write-In,,,,,,,1,All
Total,"2,189",18,"1,754","1,356","1,236","1,190",15,All
