col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,All
Donald J Trump,"1,524",0,0,0,"10,144","6,619","6,351","6,191",58,All
Bill Weld,,232,0,0,801,704,687,660,15,All
Roque Rocky De La Fuente,,,81,0,279,242,234,219,11,All
Write-In,,,,131,138,131,126,126,62,All
Pete Digiannantonio,,,,,82,"4,871","5,090","5,268",33,All
Christopher M Vogler,,,,,,49,"3,648","4,040",33,All
Gary Grisafi,,,,,,,38,"2,664",35,All
William M Pirolli,,,,,,,,32,21,All
Write-In,,,,,,,,,3,All
Total,"14,966","1,560",548,412,"11,676","7,982","7,640","7,444",171,All
