col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Attorney General - Democrat,,Auditor General - Democrat,,,,,,,All
,Josh Shapiro,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,All
Josh Shapiro,"8,712",0,"159,252","22,411","12,589","7,957","9,554","6,753",72,All
Write-In,,86,663,76,81,30,67,24,117,All
Nina Ahmad,,,"39,352",18,13,9,3,3,0,All
Michael Lamb,,,,"4,197",4,4,1,1,0,All
Tracie Fountain,,,,,"4,611",2,0,3,0,All
Rose Rosie Marie Davis,,,,,,"6,054",1,0,0,All
Christina M Hartman,,,,,,,"2,043",1,0,All
H Scott Conklin,,,,,,,,"1,038",0,All
Write-In,,,,,,,,,44,All
Total,"227,375","1,144","199,346","26,706","17,291","14,047","11,667","7,818",233,All
