col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,All
,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Write-In,All
Calvin Tucker,11,63,46,19,26,0,4,All
Denise Furey,,5,50,27,20,1,5,All
Paul Panepinto,,,10,15,14,0,6,All
Erin Elmore,,,,7,12,1,2,All
John Paul Sutton,,,,,6,0,4,All
Write-In,,,,,,0,2,All
Write-In,,,,,,,1,All
Total,93,93,77,50,46,12,15,All
