col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,All
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,All
Brendan F Boyle,504,0,"3,440",5,All
Write-In,,3,3,1,All
Joe Torsella,,,153,0,All
Write-In,,,,2,All
Total,"3,949",7,"3,596",8,All
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,1
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,1
Brendan F Boyle,14,0,73,0,1
Write-In,,0,0,0,1
Joe Torsella,,,6,0,1
Write-In,,,,0,1
Total,87,0,79,0,1
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,2
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,2
Brendan F Boyle,22,0,187,0,2
Write-In,,0,0,0,2
Joe Torsella,,,6,0,2
Write-In,,,,0,2
Total,209,0,193,0,2
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,3
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,3
Brendan F Boyle,33,0,221,0,3
Write-In,,0,0,0,3
Joe Torsella,,,10,0,3
Write-In,,,,1,3
Total,254,0,231,1,3
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,4
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,4
Brendan F Boyle,19,0,131,0,4
Write-In,,0,0,0,4
Joe Torsella,,,4,0,4
Write-In,,,,0,4
Total,150,0,135,0,4
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,5
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,5
Brendan F Boyle,19,0,161,0,5
Write-In,,0,0,0,5
Joe Torsella,,,10,0,5
Write-In,,,,0,5
Total,180,0,171,0,5
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,6
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,6
Brendan F Boyle,23,0,179,0,6
Write-In,,0,0,0,6
Joe Torsella,,,12,0,6
Write-In,,,,0,6
Total,202,0,191,0,6
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,7
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,7
Brendan F Boyle,21,0,172,0,7
Write-In,,0,0,0,7
Joe Torsella,,,8,0,7
Write-In,,,,0,7
Total,193,0,180,0,7
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,8
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,8
Brendan F Boyle,30,0,191,0,8
Write-In,,0,0,0,8
Joe Torsella,,,13,0,8
Write-In,,,,0,8
Total,221,0,204,0,8
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,9
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,9
Brendan F Boyle,22,0,207,0,9
Write-In,,0,0,0,9
Joe Torsella,,,11,0,9
Write-In,,,,0,9
Total,229,0,218,0,9
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,10
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,10
Brendan F Boyle,28,0,142,0,10
Write-In,,0,1,0,10
Joe Torsella,,,4,0,10
Write-In,,,,0,10
Total,170,1,147,0,10
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,11
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,11
Brendan F Boyle,15,0,153,0,11
Write-In,,1,0,0,11
Joe Torsella,,,10,0,11
Write-In,,,,0,11
Total,168,1,163,0,11
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,12
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,12
Brendan F Boyle,29,0,145,1,12
Write-In,,0,0,0,12
Joe Torsella,,,6,0,12
Write-In,,,,1,12
Total,175,0,151,2,12
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,13
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,13
Brendan F Boyle,6,0,47,0,13
Write-In,,0,0,0,13
Joe Torsella,,,1,0,13
Write-In,,,,0,13
Total,53,0,48,0,13
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,14
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,14
Brendan F Boyle,23,0,123,1,14
Write-In,,0,0,0,14
Joe Torsella,,,6,0,14
Write-In,,,,0,14
Total,147,0,129,1,14
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,15
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,15
Brendan F Boyle,18,0,128,1,15
Write-In,,0,0,0,15
Joe Torsella,,,1,0,15
Write-In,,,,0,15
Total,147,0,129,1,15
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,16
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,16
Brendan F Boyle,25,0,164,0,16
Write-In,,0,0,0,16
Joe Torsella,,,9,0,16
Write-In,,,,0,16
Total,189,0,173,0,16
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,17
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,17
Brendan F Boyle,23,0,140,0,17
Write-In,,0,0,0,17
Joe Torsella,,,3,0,17
Write-In,,,,0,17
Total,163,0,143,0,17
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,18
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,18
Brendan F Boyle,31,0,203,0,18
Write-In,,0,0,0,18
Joe Torsella,,,4,0,18
Write-In,,,,0,18
Total,234,0,207,0,18
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,19
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,19
Brendan F Boyle,26,0,143,1,19
Write-In,,0,0,0,19
Joe Torsella,,,5,0,19
Write-In,,,,0,19
Total,170,0,148,1,19
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,20
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,20
Brendan F Boyle,23,0,183,1,20
Write-In,,0,2,1,20
Joe Torsella,,,9,0,20
Write-In,,,,0,20
Total,207,3,194,2,20
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,21
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,21
Brendan F Boyle,21,0,161,0,21
Write-In,,1,0,0,21
Joe Torsella,,,10,0,21
Write-In,,,,0,21
Total,182,1,171,0,21
,Representative In Congress 2nd District - Democrat,,State Treasurer - Democrat,,22
,Brendan F Boyle,Write-In,Joe Torsella,Write-In,22
Brendan F Boyle,33,0,186,0,22
Write-In,,1,0,0,22
Joe Torsella,,,5,0,22
Write-In,,,,0,22
Total,219,1,191,0,22
