col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
Steve Paul,,,,,,,,,,,,,,,,,,,,,1,627,727,608,612,13,249,241,192,256,1,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,598,651,639,7,228,228,212,217,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,1,572,572,3,214,221,183,250,1,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,686,4,228,211,192,217,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,3,212,208,186,204,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,7,5,4,0,All
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,0,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,0,0,All
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,0,All
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,076","3,031","2,974","2,964","2,832","2,818","2,809","2,643","2,641","2,594","2,403","1,379","1,309","1,130","1,120","1,088","1,082","1,069","1,061","1,001",993,937,915,896,853,51,"1,261","1,223","1,115","1,063",3,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,1
,Cindy Bass,Ken Washington,Nina Tinari,Malcolm Kenyatta,Wynnetta Ward,Charlene Cooper,Terry Gillen,Matthew Miller,Lindy Li,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Christina Borst,Joanne Beer,Bryan Mercer,Carla Le'Coin,Heather Pope,Daisy Confoy,Daniel Laufer,Steve Paul,Arielle Cohen,Jack Cahill,Sergio Cea,Paul Prescod,Anlin Wang,Write-In,Bernard A Williams,Supreme Dow,Fareed Abdullah,Darisha K Parker,Write-In,1
Cindy Bass,2,115,124,115,110,121,116,97,92,102,98,25,18,24,14,10,15,18,8,14,6,6,6,14,12,0,45,41,29,30,1,1
Ken Washington,,0,119,125,124,116,109,114,110,97,91,16,24,14,19,17,4,8,14,7,8,11,12,7,5,0,38,45,27,26,0,1
Nina Tinari,,,0,119,114,125,112,101,96,105,103,24,21,22,14,13,13,17,9,15,6,7,7,12,12,0,39,38,27,28,1,1
Malcolm Kenyatta,,,,0,119,115,105,109,108,97,89,16,25,15,19,19,9,9,13,8,12,13,10,6,5,0,32,46,27,26,1,1
Wynnetta Ward,,,,,0,111,104,111,108,91,84,14,25,13,15,18,8,9,13,7,10,12,12,4,5,0,32,40,26,28,0,1
Charlene Cooper,,,,,,1,114,99,98,106,96,24,17,22,12,11,12,16,5,14,4,5,5,13,10,0,35,36,25,29,0,1
Terry Gillen,,,,,,,0,100,92,102,96,18,17,20,13,12,10,13,9,10,5,7,8,11,10,0,34,36,23,25,0,1
Matthew Miller,,,,,,,,0,100,88,83,9,19,9,15,16,4,6,12,4,9,9,13,4,5,0,27,36,21,23,0,1
Lindy Li,,,,,,,,,0,85,80,7,16,5,14,14,5,2,11,4,9,10,9,4,3,0,27,36,20,20,0,1
Anuj Gupta,,,,,,,,,,0,91,15,14,16,10,8,9,12,4,10,1,3,3,11,9,0,28,32,19,22,0,1
Owen Voutsinas-Klose,,,,,,,,,,,0,11,10,13,10,7,11,9,5,10,4,3,5,12,12,0,30,34,15,18,0,1
Sherrie Cohen,,,,,,,,,,,,1,20,30,16,17,24,29,16,26,16,16,14,18,18,0,15,12,6,8,0,1
Christina Borst,,,,,,,,,,,,,0,21,23,27,13,20,23,14,20,23,21,13,13,0,14,15,5,6,0,1
Joanne Beer,,,,,,,,,,,,,,0,19,15,22,27,15,23,15,16,15,21,19,0,13,14,6,5,0,1
Bryan Mercer,,,,,,,,,,,,,,,0,22,12,13,18,15,19,20,20,15,13,0,14,14,4,5,0,1
Carla Le'Coin,,,,,,,,,,,,,,,,0,13,15,21,13,22,23,19,15,12,0,14,12,7,2,0,1
Heather Pope,,,,,,,,,,,,,,,,,0,21,13,18,16,15,12,14,17,0,13,9,3,7,0,1
Daisy Confoy,,,,,,,,,,,,,,,,,,0,16,22,16,15,14,19,20,0,13,9,4,5,0,1
Daniel Laufer,,,,,,,,,,,,,,,,,,,0,13,18,22,19,11,11,0,9,11,3,5,0,1
Steve Paul,,,,,,,,,,,,,,,,,,,,0,14,11,13,17,18,0,12,9,3,4,0,1
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,0,20,18,12,14,0,10,11,3,4,0,1
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,0,18,11,11,0,9,10,4,3,0,1
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,0,10,13,0,9,9,3,5,0,1
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,17,0,13,8,4,0,0,1
Anlin Wang,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,7,3,3,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,1
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,161,148,145,143,139,137,129,118,115,112,108,43,42,38,37,35,32,31,29,29,28,26,26,25,24,0,75,75,45,42,1,1
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,2
,Ken Washington,Cindy Bass,Nina Tinari,Malcolm Kenyatta,Wynnetta Ward,Anuj Gupta,Lindy Li,Matthew Miller,Charlene Cooper,Terry Gillen,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Arielle Cohen,Carla Le'Coin,Christina Borst,Bryan Mercer,Paul Prescod,Daniel Laufer,Anlin Wang,Joanne Beer,Sergio Cea,Daisy Confoy,Jack Cahill,Steve Paul,Write-In,Fareed Abdullah,Supreme Dow,Bernard A Williams,Darisha K Parker,Write-In,2
Ken Washington,1,108,106,113,112,107,107,107,103,103,84,19,14,16,18,15,17,13,11,11,12,14,6,9,4,2,34,35,24,25,0,2
Cindy Bass,,3,102,102,98,103,95,98,99,98,89,21,17,10,10,8,10,13,9,15,12,9,8,8,8,2,34,30,23,23,0,2
Nina Tinari,,,0,102,95,106,96,98,103,102,88,22,17,9,12,12,13,14,9,13,14,11,11,6,9,2,33,28,25,21,0,2
Malcolm Kenyatta,,,,0,107,103,101,107,98,101,82,18,13,16,17,18,18,15,13,9,11,15,7,11,5,2,36,31,22,20,0,2
Wynnetta Ward,,,,,0,99,100,103,94,96,78,21,13,17,19,19,17,14,13,11,12,14,8,9,7,2,33,32,21,21,0,2
Anuj Gupta,,,,,,0,99,101,107,105,91,20,13,10,9,9,10,15,5,14,14,11,8,4,8,2,33,29,20,20,0,2
Lindy Li,,,,,,,0,101,93,96,83,18,11,15,14,17,12,9,11,8,11,14,9,9,3,2,33,29,20,18,0,2
Matthew Miller,,,,,,,,0,96,96,83,17,10,17,13,15,14,11,11,9,9,15,6,9,2,2,32,29,20,19,0,2
Charlene Cooper,,,,,,,,,0,102,87,19,14,5,8,10,11,15,7,12,13,8,9,4,7,0,29,27,22,21,0,2
Terry Gillen,,,,,,,,,,0,84,18,16,9,12,12,14,16,8,9,13,9,10,5,5,0,30,28,21,21,0,2
Owen Voutsinas-Klose,,,,,,,,,,,0,13,12,7,7,7,7,8,4,12,8,5,6,4,6,1,23,23,18,17,0,2
Sherrie Cohen,,,,,,,,,,,,0,17,13,14,16,14,17,15,15,16,10,18,10,16,2,10,6,11,8,0,2
Heather Pope,,,,,,,,,,,,,1,14,16,14,16,14,18,15,15,12,15,15,15,0,9,2,11,8,0,2
Arielle Cohen,,,,,,,,,,,,,,1,16,17,16,11,19,14,10,17,11,17,11,2,10,3,9,5,0,2
Carla Le'Coin,,,,,,,,,,,,,,,0,22,22,14,17,12,12,13,13,16,12,0,8,5,6,8,0,2
Christina Borst,,,,,,,,,,,,,,,,0,18,12,19,9,10,14,18,15,13,0,9,5,7,7,0,2
Bryan Mercer,,,,,,,,,,,,,,,,,0,14,19,12,11,15,11,17,10,0,6,5,9,7,0,2
Paul Prescod,,,,,,,,,,,,,,,,,,1,11,13,17,7,14,9,14,0,6,5,9,6,0,2
Daniel Laufer,,,,,,,,,,,,,,,,,,,0,11,11,15,15,18,13,0,8,2,9,6,0,2
Anlin Wang,,,,,,,,,,,,,,,,,,,,0,15,12,13,11,15,2,6,3,9,6,0,2
Joanne Beer,,,,,,,,,,,,,,,,,,,,,0,9,16,8,14,0,6,6,8,5,0,2
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,9,15,8,2,8,4,7,4,0,2
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,,,0,11,17,0,5,4,7,7,0,2
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,8,2,7,5,0,2
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,2,6,4,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,2
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,2
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,2
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,136,129,122,121,117,116,115,113,112,112,94,35,33,30,30,30,29,28,27,26,26,25,24,23,21,2,47,44,39,36,0,2
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,3
,Cindy Bass,Ken Washington,Malcolm Kenyatta,Nina Tinari,Charlene Cooper,Terry Gillen,Wynnetta Ward,Lindy Li,Matthew Miller,Anuj Gupta,Owen Voutsinas-Klose,Heather Pope,Sherrie Cohen,Arielle Cohen,Anlin Wang,Daisy Confoy,Joanne Beer,Carla Le'Coin,Daniel Laufer,Christina Borst,Jack Cahill,Paul Prescod,Bryan Mercer,Sergio Cea,Steve Paul,Write-In,Fareed Abdullah,Darisha K Parker,Bernard A Williams,Supreme Dow,Write-In,3
Cindy Bass,2,81,83,82,85,84,75,75,76,79,80,21,19,14,13,12,11,7,6,5,5,10,6,5,9,4,35,23,20,14,1,3
Ken Washington,,1,86,81,80,79,81,81,82,76,75,13,14,15,5,9,8,8,8,9,11,7,9,7,3,4,36,21,19,17,0,3
Malcolm Kenyatta,,,0,76,79,79,79,80,80,73,73,12,13,15,5,7,6,7,9,9,10,6,9,7,3,4,34,22,21,15,0,3
Nina Tinari,,,,0,80,79,73,71,72,76,74,16,17,9,10,9,8,7,5,5,6,6,4,2,6,4,36,22,20,11,0,3
Charlene Cooper,,,,,0,82,71,73,75,78,78,16,16,11,9,11,10,5,4,4,5,9,4,4,7,4,32,21,20,11,0,3
Terry Gillen,,,,,,0,72,74,74,78,79,19,19,12,11,13,12,6,7,7,7,11,6,5,8,4,34,19,21,10,0,3
Wynnetta Ward,,,,,,,0,77,73,69,65,14,15,15,7,6,6,8,9,7,9,5,9,8,4,4,32,16,18,18,0,3
Lindy Li,,,,,,,,0,79,70,71,16,15,16,7,7,8,7,9,8,9,7,9,8,5,4,34,16,15,17,1,3
Matthew Miller,,,,,,,,,0,71,71,12,12,13,3,5,6,7,7,8,10,5,7,6,4,4,35,16,16,13,1,3
Anuj Gupta,,,,,,,,,,0,78,17,19,11,9,11,9,6,5,5,4,8,4,4,6,4,33,20,18,7,0,3
Owen Voutsinas-Klose,,,,,,,,,,,0,18,18,11,10,11,9,6,6,6,5,8,5,4,6,0,33,20,16,8,0,3
Heather Pope,,,,,,,,,,,,0,20,14,18,15,16,10,11,8,8,13,11,10,15,0,7,9,5,5,1,3
Sherrie Cohen,,,,,,,,,,,,,0,14,18,17,15,12,10,10,7,11,7,10,14,0,8,8,6,5,0,3
Arielle Cohen,,,,,,,,,,,,,,0,12,14,13,13,13,11,11,10,12,14,8,0,7,7,5,8,1,3
Anlin Wang,,,,,,,,,,,,,,,0,15,14,10,9,8,6,11,8,9,12,0,3,6,6,4,0,3
Daisy Confoy,,,,,,,,,,,,,,,,0,19,11,9,11,8,13,8,11,12,0,4,8,5,4,0,3
Joanne Beer,,,,,,,,,,,,,,,,,0,10,8,10,8,15,8,11,12,0,2,7,6,4,1,3
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,12,13,11,8,11,13,8,0,7,5,1,6,0,3
Daniel Laufer,,,,,,,,,,,,,,,,,,,0,13,12,6,13,12,7,0,7,7,0,5,0,3
Christina Borst,,,,,,,,,,,,,,,,,,,,0,13,5,11,12,7,0,4,7,1,5,0,3
Jack Cahill,,,,,,,,,,,,,,,,,,,,,0,5,12,11,6,0,7,6,0,4,0,3
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,0,7,7,9,0,2,6,5,2,1,3
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,0,11,5,0,5,7,0,4,0,3
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,5,5,1,5,0,3
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,6,3,3,1,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,3
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,3
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,102,98,96,95,89,89,88,86,86,83,82,29,29,28,22,22,21,20,19,17,17,17,16,16,16,4,50,34,30,27,1,3
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,4
,Cindy Bass,Malcolm Kenyatta,Charlene Cooper,Nina Tinari,Terry Gillen,Wynnetta Ward,Ken Washington,Matthew Miller,Lindy Li,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Carla Le'Coin,Christina Borst,Bryan Mercer,Arielle Cohen,Steve Paul,Anlin Wang,Jack Cahill,Daisy Confoy,Sergio Cea,Joanne Beer,Daniel Laufer,Paul Prescod,Write-In,Bernard A Williams,Fareed Abdullah,Darisha K Parker,Supreme Dow,Write-In,4
Cindy Bass,1,53,55,49,53,50,48,47,45,49,43,20,12,10,10,8,8,5,9,7,9,6,8,3,4,0,18,14,14,17,0,4
Malcolm Kenyatta,,0,55,49,51,53,55,52,50,46,41,14,9,17,15,12,11,5,5,11,7,10,4,9,4,0,14,17,12,19,0,4
Charlene Cooper,,,0,52,54,50,50,51,47,52,45,15,9,12,10,7,5,5,5,4,8,5,5,4,3,0,18,13,12,18,0,4
Nina Tinari,,,,0,48,44,46,47,43,45,44,15,9,11,9,7,2,8,8,4,9,5,6,2,6,0,18,19,7,16,0,4
Terry Gillen,,,,,0,49,49,50,47,49,46,19,12,14,14,9,9,8,8,8,9,7,6,7,5,0,20,12,11,16,0,4
Wynnetta Ward,,,,,,1,51,49,48,47,37,14,8,15,14,12,12,3,6,8,6,12,5,7,0,0,15,11,12,20,0,4
Ken Washington,,,,,,,0,50,46,43,39,12,6,14,13,9,7,3,3,8,4,11,2,8,3,0,15,14,11,16,0,4
Matthew Miller,,,,,,,,0,50,45,40,12,5,14,13,10,7,3,2,9,4,9,1,8,1,0,15,11,12,16,0,4
Lindy Li,,,,,,,,,1,42,37,9,7,13,10,10,9,3,4,8,2,9,2,8,0,0,14,10,11,16,0,4
Anuj Gupta,,,,,,,,,,0,42,15,8,11,9,6,4,4,5,1,7,4,5,2,3,0,15,10,10,17,0,4
Owen Voutsinas-Klose,,,,,,,,,,,0,15,9,8,8,7,5,8,6,5,7,3,4,3,6,0,19,10,8,11,0,4
Sherrie Cohen,,,,,,,,,,,,0,21,17,19,15,15,17,18,12,17,11,14,10,14,0,11,9,5,5,0,4
Heather Pope,,,,,,,,,,,,,0,14,14,15,15,19,19,14,16,10,16,10,16,0,11,6,6,5,0,4
Carla Le'Coin,,,,,,,,,,,,,,0,23,15,17,11,10,14,14,15,10,15,10,0,7,7,6,6,0,4
Christina Borst,,,,,,,,,,,,,,,0,16,17,12,11,15,12,15,9,15,10,0,7,7,7,5,0,4
Bryan Mercer,,,,,,,,,,,,,,,,0,17,13,12,16,11,14,10,12,8,0,8,2,6,6,0,4
Arielle Cohen,,,,,,,,,,,,,,,,,0,12,13,16,12,15,11,14,9,0,6,4,6,5,0,4
Steve Paul,,,,,,,,,,,,,,,,,,0,16,11,13,8,13,9,14,0,8,5,5,2,0,4
Anlin Wang,,,,,,,,,,,,,,,,,,,0,10,14,10,13,8,13,0,9,4,2,4,0,4
Jack Cahill,,,,,,,,,,,,,,,,,,,,0,9,13,9,15,8,0,7,3,7,3,0,4
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,0,9,13,8,13,0,9,5,1,4,0,4
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,8,13,8,0,5,5,6,3,0,4
Joanne Beer,,,,,,,,,,,,,,,,,,,,,,,0,7,11,0,5,4,4,4,0,4
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,6,2,5,3,0,4
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,6,2,1,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,4
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,4
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,4
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,70,66,64,63,63,63,61,57,56,55,51,34,31,28,27,24,23,22,21,21,20,20,19,17,17,0,34,27,24,23,0,4
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,5
,Cindy Bass,Charlene Cooper,Terry Gillen,Malcolm Kenyatta,Ken Washington,Wynnetta Ward,Nina Tinari,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Christina Borst,Joanne Beer,Carla Le'Coin,Arielle Cohen,Jack Cahill,Daisy Confoy,Anlin Wang,Bryan Mercer,Steve Paul,Paul Prescod,Sergio Cea,Daniel Laufer,Write-In,Darisha K Parker,Fareed Abdullah,Bernard A Williams,Supreme Dow,Write-In,5
Cindy Bass,2,159,155,152,147,146,150,143,138,133,134,31,27,22,21,17,15,15,15,14,13,15,12,10,9,1,53,41,40,24,0,5
Charlene Cooper,,0,159,154,151,148,149,146,141,134,141,32,28,21,21,16,16,17,16,14,14,15,14,9,7,1,52,37,36,27,0,5
Terry Gillen,,,0,153,153,148,149,148,139,136,137,31,28,24,22,16,18,17,14,14,18,14,12,10,10,1,48,39,41,24,0,5
Malcolm Kenyatta,,,,0,154,152,147,151,136,138,132,28,24,23,18,13,15,16,11,10,17,9,8,9,9,2,49,39,37,25,0,5
Ken Washington,,,,,0,150,146,150,136,137,132,25,19,20,16,11,12,12,9,8,10,8,8,8,6,1,46,38,36,27,0,5
Wynnetta Ward,,,,,,0,139,147,132,135,128,25,19,23,15,16,13,14,9,8,13,6,6,8,8,1,44,36,37,26,0,5
Nina Tinari,,,,,,,1,140,135,133,134,30,24,18,19,14,8,13,13,13,9,12,10,7,7,2,53,39,31,23,0,5
Matthew Miller,,,,,,,,0,133,135,128,21,19,19,12,15,13,13,7,7,12,7,6,10,6,1,43,36,36,23,0,5
Anuj Gupta,,,,,,,,,0,122,126,24,22,17,20,12,9,7,13,11,10,9,10,6,7,1,47,34,30,22,0,5
Lindy Li,,,,,,,,,,0,123,21,19,17,12,13,7,11,6,9,8,6,5,6,7,1,44,35,31,19,0,5
Owen Voutsinas-Klose,,,,,,,,,,,0,22,23,15,16,11,7,8,10,12,7,11,10,6,7,1,44,38,29,18,0,5
Sherrie Cohen,,,,,,,,,,,,0,36,29,35,25,28,29,33,31,25,32,27,25,23,0,22,12,8,11,0,5
Heather Pope,,,,,,,,,,,,,0,26,28,25,30,28,31,31,26,29,29,24,25,0,19,12,12,7,0,5
Christina Borst,,,,,,,,,,,,,,0,25,28,26,28,24,20,26,22,19,22,25,0,14,9,11,6,0,5
Joanne Beer,,,,,,,,,,,,,,,0,20,25,23,31,27,21,28,26,22,22,0,15,10,9,7,0,5
Carla Le'Coin,,,,,,,,,,,,,,,,0,26,28,22,22,23,23,20,23,23,0,16,10,5,6,0,5
Arielle Cohen,,,,,,,,,,,,,,,,,0,30,26,22,25,26,23,28,22,0,9,10,9,7,0,5
Jack Cahill,,,,,,,,,,,,,,,,,,0,25,24,27,27,22,25,23,0,10,9,9,8,0,5
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,28,20,29,27,21,20,0,15,8,7,6,0,5
Anlin Wang,,,,,,,,,,,,,,,,,,,,0,21,26,28,20,20,0,14,10,6,5,0,5
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,0,20,19,20,23,0,10,5,11,7,0,5
Steve Paul,,,,,,,,,,,,,,,,,,,,,,0,27,24,21,0,12,9,7,5,0,5
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,23,19,0,13,8,6,4,0,5
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,21,0,7,10,6,6,0,5
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,5,7,6,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,5
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,5
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,5
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,5
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,180,172,171,170,166,165,163,160,150,147,146,57,51,44,43,40,39,39,38,37,36,36,34,32,30,3,68,61,57,39,0,5
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,6
,Cindy Bass,Malcolm Kenyatta,Charlene Cooper,Nina Tinari,Terry Gillen,Ken Washington,Wynnetta Ward,Anuj Gupta,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Anlin Wang,Heather Pope,Joanne Beer,Paul Prescod,Bryan Mercer,Daisy Confoy,Steve Paul,Carla Le'Coin,Arielle Cohen,Jack Cahill,Christina Borst,Sergio Cea,Daniel Laufer,Write-In,Bernard A Williams,Fareed Abdullah,Darisha K Parker,Supreme Dow,Write-In,6
Cindy Bass,0,85,86,88,83,78,77,78,73,72,72,22,20,19,20,16,12,17,14,10,9,11,8,7,5,0,27,31,27,16,0,6
