col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Attorney General - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Josh Shapiro,Write-In,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Alvaro Quinones,Amy Roat,Lisa Powley,Vayda Good,Ronald Raju Joseph,Lorraine Haw,Kempis Ghani Songster,Adam Tennant,Write-In,All
Josh Shapiro,67,0,360,332,331,332,306,284,243,253,236,183,180,172,163,168,2,All
Write-In,,1,2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,All
Pamela Robinson,,,29,472,460,461,437,376,106,127,138,54,46,62,47,36,2,All
Anthony Bellmon,,,,6,457,459,448,375,100,127,119,41,43,50,41,25,2,All
Michele Lockman,,,,,9,456,432,366,93,125,128,39,49,48,33,37,2,All
Patrick Parkinson,,,,,,4,445,360,94,124,123,26,43,50,36,34,2,All
Theodore Kirsch,,,,,,,4,362,63,108,116,35,42,35,32,31,2,All
Mona Getzes Cohen,,,,,,,,8,100,77,72,63,66,59,41,54,3,All
Alvaro Quinones,,,,,,,,,15,205,189,198,198,192,179,190,1,All
Amy Roat,,,,,,,,,,14,258,171,178,169,161,166,1,All
Lisa Powley,,,,,,,,,,,5,165,162,152,152,160,0,All
Vayda Good,,,,,,,,,,,,3,181,174,165,172,1,All
Ronald Raju Joseph,,,,,,,,,,,,,1,161,165,175,1,All
Lorraine Haw,,,,,,,,,,,,,,1,168,160,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,,2,159,0,All
Adam Tennant,,,,,,,,,,,,,,,,1,1,All
Write-In,,,,,,,,,,,,,,,,,1,All
Total,647,3,594,548,538,523,488,472,357,346,326,244,241,234,230,220,4,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Attorney General - Democrat,,1
,Pamela Robinson,Patrick Parkinson,Michele Lockman,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Adam Tennant,Lisa Powley,Alvaro Quinones,Vayda Good,Lorraine Haw,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,Josh Shapiro,Write-In,1
