col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,All
Joseph R Biden,"3,086",0,0,0,145,All
Bernie Sanders,,537,0,0,61,All
Tulsi Gabbard,,,132,0,8,All
Write-In,,,,43,6,All
Write-In,,,,,14,All
Total,"3,231",598,140,49,234,All
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,1
Joseph R Biden,71,0,0,0,2,1
Bernie Sanders,,9,0,0,1,1
Tulsi Gabbard,,,1,0,0,1
Write-In,,,,1,0,1
Write-In,,,,,0,1
Total,73,10,1,1,3,1
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,2
Joseph R Biden,35,0,0,0,2,2
Bernie Sanders,,4,0,0,4,2
Tulsi Gabbard,,,0,0,1,2
Write-In,,,,0,0,2
Write-In,,,,,0,2
Total,37,8,1,0,7,2
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,3
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,3
Joseph R Biden,121,0,0,0,12,3
Bernie Sanders,,25,0,0,1,3
Tulsi Gabbard,,,4,0,1,3
Write-In,,,,1,2,3
Write-In,,,,,0,3
Total,133,26,5,3,16,3
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,4
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,4
Joseph R Biden,86,0,0,0,4,4
Bernie Sanders,,12,0,0,6,4
Tulsi Gabbard,,,9,0,0,4
Write-In,,,,1,0,4
Write-In,,,,,1,4
Total,90,18,9,1,11,4
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,5
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,5
Joseph R Biden,127,0,0,0,7,5
Bernie Sanders,,38,0,0,4,5
Tulsi Gabbard,,,7,0,0,5
Write-In,,,,2,2,5
Write-In,,,,,1,5
Total,134,42,7,4,14,5
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,6
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Write-In,6
Joseph R Biden,92,0,0,0,5,6
Bernie Sanders,,14,0,0,1,6
Write-In,,,4,0,0,6
Tulsi Gabbard,,,,2,0,6
Write-In,,,,,0,6
Total,97,15,4,2,6,6
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,7
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,7
Joseph R Biden,82,0,0,0,1,7
Bernie Sanders,,16,0,0,1,7
Tulsi Gabbard,,,5,0,0,7
Write-In,,,,0,0,7
Write-In,,,,,0,7
Total,83,17,5,0,2,7
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,8
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,8
Joseph R Biden,112,0,0,0,4,8
Bernie Sanders,,26,0,0,3,8
Tulsi Gabbard,,,3,0,0,8
Write-In,,,,0,0,8
Write-In,,,,,2,8
Total,116,29,3,0,9,8
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,12
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,12
Joseph R Biden,63,0,0,0,1,12
Bernie Sanders,,12,0,0,0,12
Tulsi Gabbard,,,0,0,0,12
Write-In,,,,0,0,12
Write-In,,,,,0,12
Total,64,12,0,0,1,12
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,14
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,14
Joseph R Biden,74,0,0,0,3,14
Bernie Sanders,,9,0,0,2,14
Tulsi Gabbard,,,1,0,0,14
Write-In,,,,1,0,14
Write-In,,,,,0,14
Total,77,11,1,1,5,14
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,15
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,15
Joseph R Biden,43,0,0,0,1,15
Bernie Sanders,,11,0,0,0,15
Tulsi Gabbard,,,2,0,0,15
Write-In,,,,0,0,15
Write-In,,,,,0,15
Total,44,11,2,0,1,15
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,18
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,18
Joseph R Biden,96,0,0,0,6,18
Bernie Sanders,,14,0,0,1,18
Tulsi Gabbard,,,0,0,0,18
Write-In,,,,0,0,18
Write-In,,,,,0,18
Total,102,15,0,0,7,18
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,20
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,20
Joseph R Biden,102,0,0,0,2,20
Bernie Sanders,,19,0,0,4,20
Tulsi Gabbard,,,2,0,0,20
Write-In,,,,1,0,20
Write-In,,,,,1,20
Total,104,23,2,1,7,20
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,21
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Write-In,21
Joseph R Biden,76,0,0,0,7,21
Bernie Sanders,,26,0,0,2,21
Tulsi Gabbard,,,8,0,0,21
Write-In,,,,0,0,21
Write-In,,,,,0,21
Total,83,28,8,0,9,21
,President Of The United States - Democrat,,,,Representative In The General Assembly 170th District - Democrat,22
