col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Republican,,,,Representative In The General Assembly 179th District - Republican,All
,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,Write-In,All
Donald J Trump,23,0,0,0,0,All
Bill Weld,,3,0,0,0,All
Write-In,,,2,0,0,All
Roque Rocky De La Fuente,,,,1,0,All
Write-In,,,,,0,All
Total,23,3,2,1,0,All
,President Of The United States - Republican,,,,Representative In The General Assembly 179th District - Republican,1
,Donald J Trump,Write-In,Bill Weld,Roque Rocky De La Fuente,Write-In,1
Donald J Trump,9,0,0,0,0,1
Write-In,,1,0,0,0,1
Bill Weld,,,0,0,0,1
Roque Rocky De La Fuente,,,,0,0,1
Write-In,,,,,0,1
Total,9,1,0,0,0,1
,President Of The United States - Republican,,,,Representative In The General Assembly 179th District - Republican,2
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Write-In,2
Donald J Trump,8,0,0,0,0,2
Bill Weld,,2,0,0,0,2
Roque Rocky De La Fuente,,,1,0,0,2
Write-In,,,,0,0,2
Write-In,,,,,0,2
Total,8,2,1,0,0,2
,President Of The United States - Republican,,,,Representative In The General Assembly 179th District - Republican,3
,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,Write-In,3
Donald J Trump,6,0,0,0,0,3
Bill Weld,,1,0,0,0,3
Write-In,,,1,0,0,3
Roque Rocky De La Fuente,,,,0,0,3
Write-In,,,,,0,3
Total,6,1,1,0,0,3
