col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Josh Shapiro,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,All
Josh Shapiro,59,0,393,320,180,28,0,All
Write-In,,1,0,0,1,0,0,All
Amen Brown,,,213,0,0,0,0,All
Roni Green,,,,120,0,0,0,All
Danyl Patterson,,,,,90,0,0,All
Van Stone,,,,,,28,0,All
Write-In,,,,,,,3,All
Total,980,2,606,440,271,56,3,All
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,1
,Josh Shapiro,Write-In,Amen Brown,Danyl Patterson,Roni Green,Van Stone,Write-In,1
Josh Shapiro,10,0,55,34,31,0,0,1
Write-In,,0,0,1,0,0,0,1
Amen Brown,,,24,0,0,0,0,1
Danyl Patterson,,,,19,0,0,0,1
Roni Green,,,,,14,0,0,1
Van Stone,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,130,1,79,54,45,0,0,1
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,7
,Josh Shapiro,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,7
Josh Shapiro,2,0,50,41,26,2,0,7
Write-In,,0,0,0,0,0,0,7
Amen Brown,,,17,0,0,0,0,7
Roni Green,,,,26,0,0,0,7
Danyl Patterson,,,,,13,0,0,7
Van Stone,,,,,,2,0,7
Write-In,,,,,,,0,7
Total,121,0,67,67,39,4,0,7
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,8
,Josh Shapiro,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,8
Josh Shapiro,29,0,59,37,24,1,0,8
Write-In,,0,0,0,0,0,0,8
Amen Brown,,,51,0,0,0,0,8
Roni Green,,,,27,0,0,0,8
Danyl Patterson,,,,,22,0,0,8
Van Stone,,,,,,4,0,8
Write-In,,,,,,,3,8
Total,150,0,110,64,46,5,3,8
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,12
,Josh Shapiro,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,12
Josh Shapiro,4,0,52,44,18,4,0,12
Write-In,,0,0,0,0,0,0,12
Amen Brown,,,23,0,0,0,0,12
Roni Green,,,,6,0,0,0,12
Danyl Patterson,,,,,6,0,0,12
Van Stone,,,,,,1,0,12
Write-In,,,,,,,0,12
Total,122,0,75,50,24,5,0,12
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,13
,Josh Shapiro,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,13
Josh Shapiro,5,0,55,42,21,9,0,13
Write-In,,0,0,0,0,0,0,13
Amen Brown,,,36,0,0,0,0,13
Roni Green,,,,22,0,0,0,13
Danyl Patterson,,,,,10,0,0,13
Van Stone,,,,,,5,0,13
Write-In,,,,,,,0,13
Total,132,0,91,64,31,14,0,13
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,19
,Josh Shapiro,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,19
Josh Shapiro,5,0,40,25,25,1,0,19
Write-In,,1,0,0,0,0,0,19
Amen Brown,,,13,0,0,0,0,19
Roni Green,,,,10,0,0,0,19
Danyl Patterson,,,,,9,0,0,19
Van Stone,,,,,,5,0,19
Write-In,,,,,,,0,19
Total,96,1,53,35,34,6,0,19
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,20
,Josh Shapiro,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,20
Josh Shapiro,4,0,82,100,32,11,0,20
Write-In,,0,0,0,0,0,0,20
Amen Brown,,,49,0,0,0,0,20
Roni Green,,,,15,0,0,0,20
Danyl Patterson,,,,,11,0,0,20
Van Stone,,,,,,11,0,20
Write-In,,,,,,,0,20
Total,229,0,131,115,43,22,0,20
