col_1,col_2,division
,Representative In The General Assembly 181st District - Republican,All
,Write-In,All
Write-In,2,All
Total,2,All
,Representative In The General Assembly 181st District - Republican,1
,Write-In,1
Write-In,0,1
Total,0,1
,Representative In The General Assembly 181st District - Republican,2
,Write-In,2
Write-In,0,2
Total,0,2
,Representative In The General Assembly 181st District - Republican,4
,Write-In,4
Write-In,1,4
Total,1,4
,Representative In The General Assembly 181st District - Republican,6
,Write-In,6
Write-In,0,6
Total,0,6
,Representative In The General Assembly 181st District - Republican,7
,Write-In,7
Write-In,0,7
Total,0,7
,Representative In The General Assembly 181st District - Republican,8
,Write-In,8
Write-In,0,8
Total,0,8
,Representative In The General Assembly 181st District - Republican,10
,Write-In,10
Write-In,0,10
Total,0,10
,Representative In The General Assembly 181st District - Republican,11
,Write-In,11
Write-In,0,11
Total,0,11
,Representative In The General Assembly 181st District - Republican,12
,Write-In,12
Write-In,0,12
Total,0,12
,Representative In The General Assembly 181st District - Republican,14
,Write-In,14
Write-In,1,14
Total,1,14
,Representative In The General Assembly 181st District - Republican,17
,Write-In,17
Write-In,0,17
Total,0,17
,Representative In The General Assembly 181st District - Republican,21
,Write-In,21
Write-In,0,21
Total,0,21
