col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 179th District - Republican,All
,David Torres,Write-In,Write-In,All
David Torres,36,0,1,All
Write-In,,0,0,All
Write-In,,,0,All
Total,37,0,1,All
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 179th District - Republican,1
,David Torres,Write-In,Write-In,1
David Torres,5,0,0,1
Write-In,,0,0,1
Write-In,,,0,1
Total,5,0,0,1
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 179th District - Republican,2
,David Torres,Write-In,Write-In,2
David Torres,18,0,1,2
Write-In,,0,0,2
Write-In,,,0,2
Total,19,0,1,2
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 179th District - Republican,3
,David Torres,Write-In,Write-In,3
David Torres,5,0,0,3
Write-In,,0,0,3
Write-In,,,0,3
Total,5,0,0,3
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 179th District - Republican,7
,David Torres,Write-In,Write-In,7
David Torres,8,0,0,7
Write-In,,0,0,7
Write-In,,,0,7
Total,8,0,0,7
