col_1,col_2,col_3,division
,Senator In The General Assembly 7th District - Democrat,,All
,Vincent Hughes,Write-In,All
Vincent Hughes,"1,628",0,All
Write-In,,8,All
Total,"1,628",8,All
,Senator In The General Assembly 7th District - Democrat,,1
,Vincent Hughes,Write-In,1
Vincent Hughes,130,0,1
Write-In,,0,1
Total,130,0,1
,Senator In The General Assembly 7th District - Democrat,,2
,Vincent Hughes,Write-In,2
Vincent Hughes,224,0,2
Write-In,,0,2
Total,224,0,2
,Senator In The General Assembly 7th District - Democrat,,3
,Vincent Hughes,Write-In,3
Vincent Hughes,118,0,3
Write-In,,0,3
Total,118,0,3
,Senator In The General Assembly 7th District - Democrat,,4
,Vincent Hughes,Write-In,4
Vincent Hughes,124,0,4
Write-In,,1,4
Total,124,1,4
,Senator In The General Assembly 7th District - Democrat,,8
,Vincent Hughes,Write-In,8
Vincent Hughes,160,0,8
Write-In,,0,8
Total,160,0,8
,Senator In The General Assembly 7th District - Democrat,,9
,Vincent Hughes,Write-In,9
Vincent Hughes,334,0,9
Write-In,,1,9
Total,334,1,9
,Senator In The General Assembly 7th District - Democrat,,12
,Vincent Hughes,Write-In,12
Vincent Hughes,194,0,12
Write-In,,1,12
Total,194,1,12
,Senator In The General Assembly 7th District - Democrat,,13
,Vincent Hughes,Write-In,13
Vincent Hughes,144,0,13
Write-In,,4,13
Total,144,4,13
,Senator In The General Assembly 7th District - Democrat,,23
,Vincent Hughes,Write-In,23
Vincent Hughes,200,0,23
Write-In,,1,23
Total,200,1,23
