col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In Congress 3rd District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwight Evans,Write-In,Nina Tinari,Malcolm Kenyatta,Wynnetta Ward,Ken Washington,Cindy Bass,Charlene Cooper,Terry Gillen,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Heather Pope,Sherrie Cohen,Anlin Wang,Daisy Confoy,Joanne Beer,Arielle Cohen,Christina Borst,Carla Le'Coin,Steve Paul,Paul Prescod,Sergio Cea,Bryan Mercer,Jack Cahill,Daniel Laufer,Write-In,All
Dwight Evans,211,0,"1,303","1,283","1,214","1,183","1,200","1,176","1,161","1,160","1,139","1,061","1,042",888,882,821,778,769,749,737,725,716,676,680,655,640,622,7,All
Write-In,,2,3,2,3,3,4,2,2,4,2,2,2,3,5,5,4,3,5,2,4,4,4,3,2,3,2,0,All
Nina Tinari,,,11,"1,170","1,163","1,136","1,186","1,190","1,169","1,161","1,105","1,050","1,092",301,323,264,235,234,181,175,163,183,159,136,113,97,73,12,All
Malcolm Kenyatta,,,,6,"1,199","1,177","1,105","1,120","1,104","1,110","1,140","1,111",986,233,249,203,171,169,204,181,181,129,117,172,148,126,99,4,All
Wynnetta Ward,,,,,3,"1,153","1,081","1,119","1,100","1,070","1,143","1,090",968,221,245,199,167,155,205,182,185,117,88,150,131,114,93,3,All
Ken Washington,,,,,,11,"1,073","1,093","1,099","1,067","1,095","1,108",997,171,210,169,135,139,145,144,141,116,107,130,123,102,82,3,All
Cindy Bass,,,,,,,2,"1,148","1,117","1,098","1,022",995,"1,031",273,292,229,209,210,172,147,137,169,147,105,105,88,67,5,All
Charlene Cooper,,,,,,,,1,"1,148","1,135","1,064","1,033","1,036",248,273,214,201,193,152,150,141,136,139,93,95,72,47,12,All
Terry Gillen,,,,,,,,,1,"1,099","1,047","1,041","1,031",229,249,198,185,189,137,143,126,158,145,82,104,90,66,4,All
Anuj Gupta,,,,,,,,,,1,"1,044","1,000","1,017",253,272,242,204,202,157,147,145,149,154,130,91,68,57,13,All
Lindy Li,,,,,,,,,,,0,"1,059",968,212,216,189,162,146,194,183,171,99,74,145,110,105,95,3,All
Matthew Miller,,,,,,,,,,,,0,957,128,150,108,92,101,122,129,117,65,68,110,101,93,74,3,All
Owen Voutsinas-Klose,,,,,,,,,,,,,3,219,196,205,138,156,112,89,85,142,123,87,77,62,48,12,All
Heather Pope,,,,,,,,,,,,,,2,837,803,762,751,726,684,674,739,682,652,622,626,617,4,All
Sherrie Cohen,,,,,,,,,,,,,,,0,791,773,758,729,696,679,744,680,638,622,622,611,4,All
Anlin Wang,,,,,,,,,,,,,,,,0,731,720,692,650,652,717,673,648,596,598,590,3,All
Daisy Confoy,,,,,,,,,,,,,,,,,0,750,685,675,664,674,677,624,583,595,586,3,All
Joanne Beer,,,,,,,,,,,,,,,,,,0,662,656,621,682,670,614,600,593,585,3,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,3,671,663,641,602,665,607,616,613,3,All
Christina Borst,,,,,,,,,,,,,,,,,,,,0,701,608,573,619,641,631,626,2,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,0,598,590,636,634,624,617,2,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,0,662,598,595,592,584,2,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,1,584,574,568,566,3,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,595,589,589,2,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,614,611,1,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,0,621,2,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,399",8,"1,467","1,427","1,358","1,341","1,331","1,312","1,299","1,285","1,268","1,188","1,167",988,981,910,866,857,841,821,808,803,759,759,737,720,693,17,All
,Representative In Congress 3rd District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Dwight Evans,Write-In,Anuj Gupta,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Terry Gillen,Charlene Cooper,Lindy Li,Wynnetta Ward,Owen Voutsinas-Klose,Ken Washington,Matthew Miller,Heather Pope,Anlin Wang,Sherrie Cohen,Joanne Beer,Daisy Confoy,Christina Borst,Arielle Cohen,Carla Le'Coin,Steve Paul,Sergio Cea,Paul Prescod,Daniel Laufer,Bryan Mercer,Jack Cahill,Write-In,1
Dwight Evans,15,0,94,93,95,91,89,88,87,89,84,84,80,73,71,70,63,61,60,57,53,54,54,50,51,48,46,0,1
Write-In,,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
Anuj Gupta,,,0,89,85,87,84,87,82,77,85,79,75,25,26,23,18,14,12,12,10,13,14,12,7,6,4,0,1
Nina Tinari,,,,0,83,92,88,90,82,81,86,82,77,22,21,19,14,13,9,8,9,10,7,9,6,4,3,0,1
Malcolm Kenyatta,,,,,0,82,85,80,83,80,77,81,79,21,19,18,14,11,13,12,9,9,13,8,8,6,6,0,1
Cindy Bass,,,,,,0,86,86,78,78,85,80,76,24,22,20,14,12,11,9,9,12,9,9,8,7,7,0,1
Terry Gillen,,,,,,,0,83,82,80,83,85,79,19,18,16,14,11,12,9,8,10,8,9,8,5,7,0,1
Charlene Cooper,,,,,,,,0,83,79,86,81,76,21,19,18,13,12,10,9,9,10,8,10,5,4,4,0,1
Lindy Li,,,,,,,,,0,81,78,78,76,19,20,15,12,11,12,12,9,7,11,7,6,2,4,0,1
Wynnetta Ward,,,,,,,,,,0,77,77,77,20,19,15,12,10,11,11,8,8,9,5,6,3,6,0,1
Owen Voutsinas-Klose,,,,,,,,,,,0,80,76,21,19,17,12,10,9,8,9,9,7,9,5,5,3,0,1
Ken Washington,,,,,,,,,,,,0,79,17,13,13,11,9,10,6,8,8,8,8,7,6,6,0,1
Matthew Miller,,,,,,,,,,,,,0,12,12,9,8,7,10,6,6,5,7,6,6,4,5,0,1
Heather Pope,,,,,,,,,,,,,,0,67,70,62,62,61,58,55,58,51,50,51,52,50,0,1
Anlin Wang,,,,,,,,,,,,,,,0,70,59,60,56,57,55,58,53,54,51,50,47,0,1
