col_1,col_2,col_3,col_4,division
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,All
,Stacy L Garrity,Write-In,Write-In,All
Stacy L Garrity,150,0,1,All
Write-In,,1,0,All
Write-In,,,1,All
Total,151,1,2,All
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,3
,Stacy L Garrity,Write-In,Write-In,3
Stacy L Garrity,5,0,0,3
Write-In,,0,0,3
Write-In,,,0,3
Total,5,0,0,3
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,4
,Stacy L Garrity,Write-In,Write-In,4
Stacy L Garrity,5,0,0,4
Write-In,,0,0,4
Write-In,,,0,4
Total,5,0,0,4
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,5
,Stacy L Garrity,Write-In,Write-In,5
Stacy L Garrity,7,0,0,5
Write-In,,1,0,5
Write-In,,,0,5
Total,7,1,0,5
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,6
,Stacy L Garrity,Write-In,Write-In,6
Stacy L Garrity,11,0,0,6
Write-In,,0,0,6
Write-In,,,0,6
Total,11,0,0,6
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,7
,Stacy L Garrity,Write-In,Write-In,7
Stacy L Garrity,4,0,1,7
Write-In,,0,0,7
Write-In,,,0,7
Total,5,0,1,7
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,8
,Stacy L Garrity,Write-In,Write-In,8
Stacy L Garrity,8,0,0,8
Write-In,,0,0,8
Write-In,,,0,8
Total,8,0,0,8
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,9
,Stacy L Garrity,Write-In,Write-In,9
Stacy L Garrity,5,0,0,9
Write-In,,0,0,9
Write-In,,,0,9
Total,5,0,0,9
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,10
,Stacy L Garrity,Write-In,Write-In,10
Stacy L Garrity,20,0,0,10
Write-In,,0,0,10
Write-In,,,0,10
Total,20,0,0,10
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,11
,Stacy L Garrity,Write-In,Write-In,11
Stacy L Garrity,2,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,2,0,0,11
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,12
,Stacy L Garrity,Write-In,Write-In,12
Stacy L Garrity,3,0,0,12
Write-In,,0,0,12
Write-In,,,0,12
Total,3,0,0,12
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,13
,Stacy L Garrity,Write-In,Write-In,13
Stacy L Garrity,7,0,0,13
Write-In,,0,0,13
Write-In,,,0,13
Total,7,0,0,13
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,14
,Stacy L Garrity,Write-In,Write-In,14
Stacy L Garrity,3,0,0,14
Write-In,,0,0,14
Write-In,,,0,14
Total,3,0,0,14
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,15
,Stacy L Garrity,Write-In,Write-In,15
Stacy L Garrity,13,0,0,15
Write-In,,0,0,15
Write-In,,,0,15
Total,13,0,0,15
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,16
,Stacy L Garrity,Write-In,Write-In,16
Stacy L Garrity,15,0,0,16
Write-In,,0,0,16
Write-In,,,0,16
Total,15,0,0,16
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,17
,Stacy L Garrity,Write-In,Write-In,17
Stacy L Garrity,3,0,0,17
Write-In,,0,0,17
Write-In,,,0,17
Total,3,0,0,17
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,18
,Stacy L Garrity,Write-In,Write-In,18
Stacy L Garrity,8,0,0,18
Write-In,,0,0,18
Write-In,,,1,18
Total,8,0,1,18
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,19
,Stacy L Garrity,Write-In,Write-In,19
Stacy L Garrity,4,0,0,19
Write-In,,0,0,19
Write-In,,,0,19
Total,4,0,0,19
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,20
,Stacy L Garrity,Write-In,Write-In,20
Stacy L Garrity,8,0,0,20
Write-In,,0,0,20
Write-In,,,0,20
Total,8,0,0,20
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,21
,Stacy L Garrity,Write-In,Write-In,21
Stacy L Garrity,8,0,0,21
Write-In,,0,0,21
Write-In,,,0,21
Total,8,0,0,21
,State Treasurer - Republican,,Senator In The General Assembly 5th District - Republican,22
,Stacy L Garrity,Write-In,Write-In,22
Stacy L Garrity,11,0,0,22
Write-In,,0,0,22
Write-In,,,0,22
Total,11,0,0,22
