col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 201st District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Stephen Kinsey,Write-In,Cindy Bass,Malcolm Kenyatta,Nina Tinari,Ken Washington,Wynnetta Ward,Charlene Cooper,Terry Gillen,Anuj Gupta,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Joanne Beer,Arielle Cohen,Christina Borst,Daisy Confoy,Carla Le'Coin,Steve Paul,Bryan Mercer,Sergio Cea,Jack Cahill,Paul Prescod,Daniel Laufer,Write-In,All
Stephen Kinsey,359,0,"5,757","5,669","5,578","5,456","5,331","5,325","5,228","5,117","4,991","4,868","4,613","2,096","1,837","1,603","1,559","1,495","1,500","1,500","1,394","1,381","1,360","1,246","1,233","1,245","1,116",66,All
Write-In,,4,12,15,6,9,12,14,5,6,8,7,5,11,9,9,8,8,7,7,8,9,9,6,6,6,6,73,All
Cindy Bass,,,85,"5,856","5,878","5,729","5,582","5,779","5,642","5,454","5,327","5,077","5,072","1,215",950,812,769,634,602,693,493,587,510,418,420,519,330,103,All
Malcolm Kenyatta,,,,17,"5,803","6,035","5,949","5,715","5,639","5,483","5,697","5,490","4,932","1,121",817,636,657,758,773,593,677,452,651,585,516,369,425,102,All
Nina Tinari,,,,,33,"5,769","5,625","5,821","5,737","5,576","5,442","5,258","5,194","1,212",903,797,770,563,628,715,531,573,474,447,352,489,302,103,All
Ken Washington,,,,,,32,"5,821","5,680","5,656","5,383","5,682","5,370","4,973","1,052",726,637,624,646,684,539,593,442,590,529,472,381,393,82,All
Wynnetta Ward,,,,,,,6,"5,559","5,493","5,261","5,538","5,365","4,767","1,024",780,621,590,709,720,530,623,421,562,524,488,305,398,99,All
Charlene Cooper,,,,,,,,3,"5,734","5,537","5,390","5,167","5,086","1,144",853,740,733,551,582,692,488,529,444,381,329,483,214,86,All
Terry Gillen,,,,,,,,,7,"5,464","5,418","5,135","5,056","1,075",796,700,707,511,562,614,470,526,451,378,381,466,282,68,All
Anuj Gupta,,,,,,,,,,5,"5,153","5,013","4,917","1,070",829,733,729,522,517,664,469,523,417,410,290,478,242,59,All
Matthew Miller,,,,,,,,,,,0,"5,250","4,832",836,584,475,483,570,601,404,524,283,516,469,418,277,343,88,All
Lindy Li,,,,,,,,,,,,3,"4,768",821,666,567,454,646,567,419,530,334,446,480,384,224,345,59,All
Owen Voutsinas-Klose,,,,,,,,,,,,,1,831,710,638,543,405,339,451,310,454,294,291,269,382,209,63,All
Sherrie Cohen,,,,,,,,,,,,,,3,"1,541","1,410","1,393","1,252","1,169","1,373","1,099","1,311","1,045",958,993,"1,164",966,18,All
Heather Pope,,,,,,,,,,,,,,,9,"1,378","1,286","1,219","1,085","1,264","1,056","1,268",986,"1,012",998,"1,121",936,27,All
Anlin Wang,,,,,,,,,,,,,,,,0,"1,208","1,083",988,"1,203",985,"1,217",907,970,927,"1,090",897,8,All
Joanne Beer,,,,,,,,,,,,,,,,,1,"1,040","1,036","1,303",920,"1,157",945,921,893,"1,131",868,5,All
Arielle Cohen,,,,,,,,,,,,,,,,,,4,"1,106","1,075","1,077","1,010","1,026","1,109","1,033",926,"1,000",8,All
Christina Borst,,,,,,,,,,,,,,,,,,,2,"1,071","1,230",922,"1,122","1,022","1,057",829,"1,045",10,All
Daisy Confoy,,,,,,,,,,,,,,,,,,,,0,"1,015","1,140",873,936,895,"1,117",874,6,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,0,896,"1,083","1,018","1,033",857,997,5,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,1,910,894,903,"1,072",871,8,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,3,986,"1,047",877,"1,009",20,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,953,845,922,9,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,1,844,"1,041",6,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,0,829,7,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"8,008",34,"6,964","6,847","6,701","6,652","6,430","6,349","6,273","6,067","6,059","5,875","5,476","2,351","2,085","1,810","1,763","1,749","1,727","1,702","1,600","1,570","1,561","1,462","1,431","1,400","1,317",215,All
