col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Democrat,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Nikil Saval,Larry Farnese,Write-In,All
Joseph R Biden,313,0,0,0,"2,950","2,165",3,All
Bernie Sanders,,74,0,0,"1,979",278,1,All
Write-In,,,7,0,97,35,0,All
Tulsi Gabbard,,,,11,35,35,0,All
Nikil Saval,,,,,53,0,0,All
Larry Farnese,,,,,,47,0,All
Write-In,,,,,,,0,All
Total,"5,431","2,332",139,81,"5,114","2,560",4,All
,President Of The United States - Democrat,,,,Senator In The General Assembly 1st District - Democrat,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nikil Saval,Larry Farnese,Write-In,1
Joseph R Biden,13,0,0,0,113,108,0,1
Bernie Sanders,,3,0,0,62,10,0,1
Tulsi Gabbard,,,3,0,2,1,0,1
Write-In,,,,1,2,0,0,1
Nikil Saval,,,,,2,0,0,1
Larry Farnese,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,234,75,6,3,181,119,0,1
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,2
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,2
Nikil Saval,5,0,0,63,63,1,1,2
Larry Farnese,,1,0,44,5,1,0,2
Write-In,,,0,0,0,0,0,2
Joseph R Biden,,,,3,0,0,0,2
Bernie Sanders,,,,,0,0,0,2
Tulsi Gabbard,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,133,51,0,110,68,2,1,2
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,3
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,3
Nikil Saval,1,0,0,72,60,4,0,3
Larry Farnese,,0,0,30,5,3,1,3
Write-In,,,0,0,0,0,0,3
Joseph R Biden,,,,5,0,0,0,3
Bernie Sanders,,,,,2,0,0,3
Write-In,,,,,,0,0,3
Tulsi Gabbard,,,,,,,1,3
Total,137,39,0,107,67,7,2,3
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,4
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,4
Nikil Saval,1,0,0,82,90,9,3,4
Larry Farnese,,1,0,67,14,1,1,4
Write-In,,,0,0,0,0,0,4
Joseph R Biden,,,,6,0,0,0,4
Bernie Sanders,,,,,2,0,0,4
Write-In,,,,,,0,0,4
Tulsi Gabbard,,,,,,,0,4
Total,185,84,0,155,106,10,4,4
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,5
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,5
Nikil Saval,1,0,0,55,76,2,1,5
Larry Farnese,,3,0,58,13,2,0,5
Write-In,,,0,0,0,0,0,5
Joseph R Biden,,,,3,0,0,0,5
Bernie Sanders,,,,,6,0,0,5
Write-In,,,,,,0,0,5
Tulsi Gabbard,,,,,,,1,5
Total,135,76,0,116,95,4,2,5
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,6
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,6
Nikil Saval,0,0,0,74,94,5,0,6
Larry Farnese,,7,0,54,16,0,1,6
Write-In,,,0,1,0,0,0,6
Joseph R Biden,,,,9,0,0,0,6
Bernie Sanders,,,,,6,0,0,6
Write-In,,,,,,0,0,6
Tulsi Gabbard,,,,,,,2,6
Total,173,78,1,138,116,5,3,6
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,7
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,7
Nikil Saval,2,0,0,101,110,1,1,7
Larry Farnese,,7,0,95,19,4,1,7
Write-In,,,0,1,1,0,0,7
Joseph R Biden,,,,11,0,0,0,7
Bernie Sanders,,,,,3,0,0,7
Write-In,,,,,,0,0,7
Tulsi Gabbard,,,,,,,0,7
Total,215,126,2,208,133,5,2,7
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,8
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,8
Nikil Saval,2,0,0,68,97,2,2,8
Larry Farnese,,4,0,54,9,1,0,8
Write-In,,,0,0,0,0,0,8
Joseph R Biden,,,,7,0,0,0,8
Bernie Sanders,,,,,3,0,0,8
Write-In,,,,,,0,0,8
Tulsi Gabbard,,,,,,,0,8
Total,171,68,0,129,109,3,2,8
,President Of The United States - Democrat,,,,Senator In The General Assembly 1st District - Democrat,,,9
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nikil Saval,Larry Farnese,Write-In,9
Joseph R Biden,18,0,0,0,105,101,0,9
Bernie Sanders,,4,0,0,55,11,0,9
Tulsi Gabbard,,,0,0,1,1,0,9
Write-In,,,,1,1,0,0,9
Nikil Saval,,,,,1,0,0,9
Larry Farnese,,,,,,1,0,9
Write-In,,,,,,,0,9
Total,224,70,2,2,163,114,0,9
,Senator In The General Assembly 1st District - Democrat,,,President Of The United States - Democrat,,,,10
,Nikil Saval,Larry Farnese,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,10
Nikil Saval,3,0,0,107,85,8,3,10
Larry Farnese,,4,0,70,12,1,2,10
Write-In,,,0,0,0,0,0,10
Joseph R Biden,,,,15,0,0,0,10
Bernie Sanders,,,,,4,0,0,10
Write-In,,,,,,0,0,10
Tulsi Gabbard,,,,,,,0,10
Total,206,89,0,192,101,9,5,10
,President Of The United States - Democrat,,,,Senator In The General Assembly 1st District - Democrat,,,11
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nikil Saval,Larry Farnese,Write-In,11
Joseph R Biden,9,0,0,0,81,82,0,11
Bernie Sanders,,1,0,0,81,12,0,11
Tulsi Gabbard,,,1,0,1,3,0,11
Write-In,,,,1,1,1,0,11
Nikil Saval,,,,,0,0,0,11
Larry Farnese,,,,,,3,0,11
Write-In,,,,,,,0,11
Total,172,94,5,3,164,101,0,11
,President Of The United States - Democrat,,,,Senator In The General Assembly 1st District - Democrat,,,12
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Nikil Saval,Larry Farnese,Write-In,12
Joseph R Biden,9,0,0,0,130,89,0,12
Bernie Sanders,,2,0,0,86,11,0,12
Write-In,,,0,0,2,2,0,12
Tulsi Gabbard,,,,0,1,2,0,12
Nikil Saval,,,,,5,0,0,12
Larry Farnese,,,,,,0,0,12
Write-In,,,,,,,0,12
Total,228,99,4,3,224,104,0,12
,President Of The United States - Democrat,,,,Senator In The General Assembly 1st District - Democrat,,,13
