col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,All
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,All
Angel Cruz,278,0,757,4,All
Write-In,,2,9,1,All
Brendan F Boyle,,,50,0,All
Write-In,,,,0,All
Total,"1,039",12,816,5,All
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,1
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,1
Angel Cruz,13,0,25,0,1
Write-In,,0,0,0,1
Brendan F Boyle,,,1,0,1
Write-In,,,,0,1
Total,38,0,26,0,1
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,2
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,2
Angel Cruz,4,0,21,1,2
Write-In,,0,0,0,2
Brendan F Boyle,,,0,0,2
Write-In,,,,0,2
Total,26,0,21,1,2
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,3
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,3
Angel Cruz,3,0,7,0,3
Write-In,,0,0,0,3
Brendan F Boyle,,,1,0,3
Write-In,,,,0,3
Total,10,0,8,0,3
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,4
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,4
Angel Cruz,16,0,34,0,4
Write-In,,0,0,0,4
Brendan F Boyle,,,1,0,4
Write-In,,,,0,4
Total,50,0,35,0,4
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,5
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,5
Angel Cruz,42,0,73,0,5
Write-In,,1,0,0,5
Brendan F Boyle,,,4,0,5
Write-In,,,,0,5
Total,115,1,77,0,5
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,6
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,6
Angel Cruz,22,0,52,0,6
Write-In,,0,1,0,6
Brendan F Boyle,,,2,0,6
Write-In,,,,0,6
Total,74,1,55,0,6
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,7
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,7
Angel Cruz,6,0,25,0,7
Write-In,,0,0,0,7
Brendan F Boyle,,,1,0,7
Write-In,,,,0,7
Total,31,0,26,0,7
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,8
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,8
Angel Cruz,12,0,43,0,8
Write-In,,0,0,0,8
Brendan F Boyle,,,3,0,8
Write-In,,,,0,8
Total,55,0,46,0,8
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,9
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,9
Angel Cruz,6,0,27,0,9
Write-In,,1,1,0,9
Brendan F Boyle,,,1,0,9
Write-In,,,,0,9
Total,33,2,29,0,9
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,10
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,10
Angel Cruz,8,0,28,0,10
Write-In,,0,0,0,10
Brendan F Boyle,,,2,0,10
Write-In,,,,0,10
Total,36,0,30,0,10
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,11
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,11
Angel Cruz,17,0,36,0,11
Write-In,,0,0,0,11
Brendan F Boyle,,,6,0,11
Write-In,,,,0,11
Total,53,0,42,0,11
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,12
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,12
Angel Cruz,27,0,70,0,12
Write-In,,0,1,0,12
Brendan F Boyle,,,10,0,12
Write-In,,,,0,12
Total,97,1,81,0,12
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,13
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,13
Angel Cruz,6,0,18,0,13
Write-In,,0,0,0,13
Brendan F Boyle,,,1,0,13
Write-In,,,,0,13
Total,24,0,19,0,13
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,14
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,14
Angel Cruz,16,0,37,1,14
Write-In,,0,0,0,14
Brendan F Boyle,,,3,0,14
Write-In,,,,0,14
Total,54,0,40,1,14
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,15
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,15
Angel Cruz,9,0,26,0,15
Write-In,,0,0,0,15
Brendan F Boyle,,,1,0,15
Write-In,,,,0,15
Total,35,0,27,0,15
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 180th District - Democrat,,16
,Brendan F Boyle,Write-In,Angel Cruz,Write-In,16
Brendan F Boyle,2,0,31,2,16
Write-In,,0,0,0,16
Angel Cruz,,,3,0,16
Write-In,,,,0,16
Total,35,0,34,2,16
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,17
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,17
Angel Cruz,9,0,25,0,17
Write-In,,0,0,0,17
Brendan F Boyle,,,0,0,17
Write-In,,,,0,17
Total,34,0,25,0,17
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,18
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,18
Angel Cruz,10,0,23,0,18
Write-In,,0,0,0,18
Brendan F Boyle,,,3,0,18
Write-In,,,,0,18
Total,33,0,26,0,18
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,19
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,19
Angel Cruz,17,0,29,0,19
Write-In,,0,1,1,19
Brendan F Boyle,,,4,0,19
Write-In,,,,0,19
Total,46,2,34,1,19
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,20
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,20
Angel Cruz,6,0,20,0,20
Write-In,,0,0,0,20
Brendan F Boyle,,,1,0,20
Write-In,,,,0,20
Total,26,0,21,0,20
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,21
,Angel Cruz,Write-In,Brendan F Boyle,Write-In,21
Angel Cruz,9,0,51,0,21
Write-In,,0,1,0,21
Brendan F Boyle,,,3,0,21
Write-In,,,,0,21
Total,60,1,55,0,21
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 2nd District - Democrat,,22
