col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
Christina Borst,,,,,,,,,,,,,,,,,,,,,0,266,232,232,238,235,213,230,1,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,0,223,230,232,226,216,226,5,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,221,222,213,236,217,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,222,216,215,217,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,218,214,230,1,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,0,205,217,8,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,1,210,5,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,617,336,3,525,516,511,501,497,486,480,479,463,444,426,347,339,333,333,328,317,316,307,285,281,270,269,266,253,42,All
,Representative In The General Assembly 185th District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,10
,Regina Young,Maria P Donatucci,Write-In,Malcolm Kenyatta,Ken Washington,Nina Tinari,Wynnetta Ward,Charlene Cooper,Terry Gillen,Cindy Bass,Lindy Li,Anuj Gupta,Matthew Miller,Owen Voutsinas-Klose,Heather Pope,Sherrie Cohen,Anlin Wang,Arielle Cohen,Daisy Confoy,Joanne Beer,Christina Borst,Sergio Cea,Bryan Mercer,Carla Le'Coin,Steve Paul,Paul Prescod,Daniel Laufer,Jack Cahill,Write-In,10
Regina Young,19,0,0,82,75,75,71,71,70,64,66,67,65,56,65,68,62,67,66,62,59,58,51,52,52,52,49,47,2,10
Maria P Donatucci,,10,0,46,54,52,48,46,46,47,45,43,43,40,20,17,21,15,15,16,15,16,20,18,17,16,16,14,8,10
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10
Malcolm Kenyatta,,,,1,117,114,118,108,109,106,106,107,109,94,22,26,20,26,19,20,18,21,18,16,14,11,9,10,9,10
Ken Washington,,,,,0,112,114,110,112,102,106,104,110,95,10,21,15,18,17,15,12,12,13,9,9,10,8,4,9,10
Nina Tinari,,,,,,1,108,117,114,111,106,110,106,97,23,28,22,24,22,20,14,15,17,13,12,12,8,7,9,10
Wynnetta Ward,,,,,,,0,104,108,101,105,105,108,89,18,21,19,24,16,14,16,19,16,14,10,9,9,6,9,10
Charlene Cooper,,,,,,,,0,113,104,100,108,104,91,19,24,18,19,21,19,12,10,13,11,9,11,6,5,9,10
Terry Gillen,,,,,,,,,0,103,104,108,108,95,18,23,19,18,19,17,12,13,13,11,10,14,9,7,9,10
Cindy Bass,,,,,,,,,,2,96,103,97,97,19,23,15,21,16,15,11,12,12,9,9,7,8,5,9,10
Lindy Li,,,,,,,,,,,0,100,102,88,20,22,20,21,17,17,16,17,14,11,11,10,12,11,9,10
Anuj Gupta,,,,,,,,,,,,0,100,90,19,22,19,16,18,18,15,13,12,13,9,9,8,7,9,10
Matthew Miller,,,,,,,,,,,,,0,91,13,19,15,16,12,14,10,11,16,9,8,11,8,6,9,10
Owen Voutsinas-Klose,,,,,,,,,,,,,,1,12,17,10,15,11,8,7,4,7,5,6,7,9,6,9,10
Heather Pope,,,,,,,,,,,,,,,0,78,79,75,70,72,70,72,69,70,69,65,65,67,0,10
Sherrie Cohen,,,,,,,,,,,,,,,,0,76,76,76,77,71,69,66,65,71,70,63,62,0,10
Anlin Wang,,,,,,,,,,,,,,,,,0,72,72,70,73,69,68,66,68,64,64,63,1,10
Arielle Cohen,,,,,,,,,,,,,,,,,,0,75,69,70,73,65,67,67,61,66,64,0,10
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,76,73,69,64,69,68,68,65,60,0,10
Joanne Beer,,,,,,,,,,,,,,,,,,,,0,71,69,66,65,69,69,65,63,0,10
Christina Borst,,,,,,,,,,,,,,,,,,,,,0,68,68,73,65,62,68,65,0,10
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,67,68,66,62,64,62,0,10
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,0,65,62,63,64,63,0,10
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,,0,60,62,64,62,0,10
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,0,64,62,62,0,10
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,58,0,10
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,0,10
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10
Total,165,85,1,140,138,135,127,125,123,119,119,117,117,103,94,94,92,92,89,87,85,83,81,80,78,76,74,70,24,10
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 185th District - Democrat,,,11
,Cindy Bass,Ken Washington,Nina Tinari,Malcolm Kenyatta,Terry Gillen,Wynnetta Ward,Anuj Gupta,Charlene Cooper,Lindy Li,Owen Voutsinas-Klose,Matthew Miller,Joanne Beer,Daisy Confoy,Anlin Wang,Heather Pope,Carla Le'Coin,Christina Borst,Sherrie Cohen,Arielle Cohen,Jack Cahill,Paul Prescod,Sergio Cea,Steve Paul,Bryan Mercer,Daniel Laufer,Write-In,Regina Young,Maria P Donatucci,Write-In,11
Cindy Bass,2,91,92,89,92,88,91,95,86,89,86,21,16,11,14,11,12,14,10,5,9,9,7,5,3,0,52,47,1,11
Ken Washington,,1,92,92,90,91,89,89,90,84,89,17,12,9,9,12,14,14,9,6,6,10,6,9,5,0,55,45,1,11
Nina Tinari,,,1,90,94,90,91,90,86,88,87,19,15,10,12,11,15,14,9,6,9,9,8,7,3,0,50,50,1,11
Malcolm Kenyatta,,,,0,91,89,87,87,87,84,85,17,13,10,9,11,12,12,8,6,6,8,7,8,5,0,55,43,1,11
Terry Gillen,,,,,1,88,90,91,85,88,88,20,17,11,11,13,11,14,8,6,10,6,7,8,5,0,49,46,1,11
Wynnetta Ward,,,,,,1,86,84,89,83,86,18,15,8,11,11,12,12,10,4,4,6,5,8,4,0,50,44,1,11
Anuj Gupta,,,,,,,0,88,86,88,85,22,16,11,14,11,11,11,6,3,9,7,7,6,2,1,51,44,1,11
Charlene Cooper,,,,,,,,0,83,84,82,21,18,11,13,13,14,15,10,5,9,8,8,7,4,0,50,44,0,11
Lindy Li,,,,,,,,,0,85,82,17,12,9,13,12,11,10,10,5,5,8,6,8,5,1,48,41,1,11
Owen Voutsinas-Klose,,,,,,,,,,0,82,19,12,8,12,9,7,9,6,3,8,5,5,4,1,0,47,43,1,11
Matthew Miller,,,,,,,,,,,0,12,8,2,6,8,10,7,5,5,6,7,1,7,3,0,45,43,1,11
Joanne Beer,,,,,,,,,,,,0,56,52,52,47,49,51,48,46,52,45,49,43,46,0,35,28,0,11
Daisy Confoy,,,,,,,,,,,,,0,51,50,51,47,50,48,46,48,43,49,42,45,0,35,23,0,11
Anlin Wang,,,,,,,,,,,,,,0,51,46,46,50,48,49,47,44,49,42,45,1,29,25,0,11
Heather Pope,,,,,,,,,,,,,,,0,50,47,49,49,47,46,44,46,41,44,1,32,23,0,11
Carla Le'Coin,,,,,,,,,,,,,,,,0,50,48,48,48,44,44,44,46,46,0,37,19,0,11
Christina Borst,,,,,,,,,,,,,,,,,0,50,48,47,43,44,47,46,44,0,34,21,0,11
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,46,45,44,42,48,43,45,0,31,25,0,11
Arielle Cohen,,,,,,,,,,,,,,,,,,,0,48,44,48,46,43,47,0,32,19,0,11
Jack Cahill,,,,,,,,,,,,,,,,,,,,0,46,45,45,44,47,0,27,20,0,11
Paul Prescod,,,,,,,,,,,,,,,,,,,,,0,44,46,41,44,0,24,23,0,11
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,43,41,44,0,29,18,0,11
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,43,44,0,25,22,0,11
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,0,43,0,29,16,0,11
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25,19,0,11
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11
Regina Young,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,11
Maria P Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,11
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11
Total,108,108,108,105,104,103,102,99,99,97,96,69,63,61,61,60,60,60,57,54,53,53,53,51,50,1,98,78,1,11
,Representative In The General Assembly 185th District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,12
,Regina Young,Maria P Donatucci,Write-In,Nina Tinari,Charlene Cooper,Wynnetta Ward,Anuj Gupta,Lindy Li,Cindy Bass,Malcolm Kenyatta,Terry Gillen,Heather Pope,Sherrie Cohen,Anlin Wang,Daisy Confoy,Joanne Beer,Ken Washington,Arielle Cohen,Owen Voutsinas-Klose,Carla Le'Coin,Matthew Miller,Christina Borst,Steve Paul,Jack Cahill,Sergio Cea,Paul Prescod,Bryan Mercer,Daniel Laufer,Write-In,12
Regina Young,4,0,0,61,59,57,55,54,53,56,53,48,51,45,45,45,49,41,46,43,46,42,37,36,32,33,34,30,3,12
Maria P Donatucci,,9,0,25,25,27,26,26,25,22,25,27,24,27,26,26,23,27,24,24,20,23,21,21,22,20,16,20,0,12
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Nina Tinari,,,,0,79,72,75,74,73,69,69,21,26,21,22,22,64,17,63,16,60,16,9,7,5,7,4,2,3,12
Charlene Cooper,,,,,0,74,74,71,74,66,72,19,24,19,19,19,65,13,64,14,62,12,9,8,6,8,5,1,3,12
Wynnetta Ward,,,,,,0,71,74,69,69,67,16,21,16,17,17,68,16,57,17,63,18,6,12,7,4,6,6,3,12
Anuj Gupta,,,,,,,0,71,69,66,67,20,23,23,21,23,63,14,65,14,58,14,9,7,6,7,5,4,3,12
Lindy Li,,,,,,,,0,66,69,63,15,17,16,17,16,66,16,60,17,62,16,2,6,7,2,6,4,3,12
Cindy Bass,,,,,,,,,0,60,64,22,21,19,19,18,59,14,61,16,57,10,9,7,3,6,4,2,3,12
Malcolm Kenyatta,,,,,,,,,,1,66,12,16,15,14,13,68,16,57,14,63,14,5,9,9,5,7,4,3,12
Terry Gillen,,,,,,,,,,,0,14,18,17,16,14,66,12,62,13,64,11,10,10,8,8,9,5,3,12
Heather Pope,,,,,,,,,,,,0,65,65,65,69,5,61,16,61,6,57,59,52,51,53,46,49,0,12
Sherrie Cohen,,,,,,,,,,,,,0,65,67,66,11,59,13,57,8,57,58,51,51,54,45,47,0,12
Anlin Wang,,,,,,,,,,,,,,0,66,65,9,62,18,60,8,55,58,51,53,54,46,49,0,12
Daisy Confoy,,,,,,,,,,,,,,,0,65,8,61,13,61,7,57,57,49,51,53,45,49,0,12
Joanne Beer,,,,,,,,,,,,,,,,0,8,59,15,57,7,56,58,48,50,52,45,48,0,12
Ken Washington,,,,,,,,,,,,,,,,,0,9,56,8,64,9,1,7,5,2,4,2,3,12
Arielle Cohen,,,,,,,,,,,,,,,,,,0,8,59,9,57,52,52,53,50,45,50,0,12
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,0,11,54,7,8,5,5,7,4,4,3,12
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,0,10,59,51,50,49,46,47,48,0,12
Matthew Miller,,,,,,,,,,,,,,,,,,,,,0,7,2,7,5,2,5,3,3,12
Christina Borst,,,,,,,,,,,,,,,,,,,,,,0,48,50,49,45,46,47,0,12
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,48,49,52,44,47,0,12
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,50,47,45,49,0,12
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,0,49,44,47,0,12
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,45,0,12
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,0,12
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12
Total,106,59,0,87,84,84,81,81,79,79,78,77,77,74,73,73,73,71,70,68,67,66,60,58,56,55,51,51,3,12
,Representative In The General Assembly 185th District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,13
,Regina Young,Maria P Donatucci,Write-In,Charlene Cooper,Malcolm Kenyatta,Wynnetta Ward,Anuj Gupta,Nina Tinari,Ken Washington,Cindy Bass,Terry Gillen,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Daisy Confoy,Heather Pope,Anlin Wang,Christina Borst,Sherrie Cohen,Arielle Cohen,Carla Le'Coin,Joanne Beer,Jack Cahill,Sergio Cea,Bryan Mercer,Steve Paul,Paul Prescod,Daniel Laufer,Write-In,13
Regina Young,6,0,0,61,60,60,57,58,55,54,52,49,48,47,45,44,42,41,39,36,37,36,31,34,32,30,31,31,6,13
Maria P Donatucci,,8,0,28,29,30,29,26,29,28,28,24,24,22,14,15,15,15,14,14,13,14,16,13,12,14,12,13,8,13
Write-In,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Charlene Cooper,,,,0,78,79,81,76,74,77,76,68,69,67,18,19,15,14,16,9,12,14,7,10,8,9,9,6,5,13
Malcolm Kenyatta,,,,,1,78,77,72,76,68,72,68,71,62,17,17,16,17,13,11,11,10,12,11,8,6,6,8,1,13
Wynnetta Ward,,,,,,0,76,75,75,71,73,74,70,63,17,18,16,18,12,13,14,11,11,12,8,7,4,7,1,13
Anuj Gupta,,,,,,,1,76,73,74,73,68,69,67,22,19,19,14,16,10,11,15,7,10,5,10,10,6,6,13
Nina Tinari,,,,,,,,0,75,72,73,68,67,66,17,17,15,15,15,10,12,10,7,11,5,7,7,4,1,13
Ken Washington,,,,,,,,,1,67,72,65,70,63,13,12,13,12,10,10,8,8,9,9,6,5,6,6,1,13
Cindy Bass,,,,,,,,,,1,70,63,61,62,18,19,17,17,15,13,11,17,5,11,8,8,8,8,13,13
Terry Gillen,,,,,,,,,,,0,68,68,64,14,15,13,13,11,9,10,9,7,8,4,5,7,4,6,13
Lindy Li,,,,,,,,,,,,0,66,58,14,16,15,15,11,10,13,9,9,12,6,4,3,6,1,13
Matthew Miller,,,,,,,,,,,,,0,59,9,12,10,9,7,4,7,7,8,7,4,3,4,4,1,13
Owen Voutsinas-Klose,,,,,,,,,,,,,,1,10,13,12,5,10,5,4,6,5,6,1,5,5,3,1,13
Daisy Confoy,,,,,,,,,,,,,,,0,52,55,50,52,48,48,51,41,42,41,46,47,40,6,13
Heather Pope,,,,,,,,,,,,,,,,0,49,48,52,47,44,46,40,42,38,44,41,37,0,13
Anlin Wang,,,,,,,,,,,,,,,,,0,47,45,47,45,46,42,43,41,43,42,41,1,13
Christina Borst,,,,,,,,,,,,,,,,,,0,49,47,50,45,44,42,44,43,40,42,1,13
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,48,47,46,42,40,39,45,44,39,0,13
Arielle Cohen,,,,,,,,,,,,,,,,,,,,0,44,46,43,43,41,42,41,41,0,13
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,0,41,43,39,40,41,41,41,5,13
Joanne Beer,,,,,,,,,,,,,,,,,,,,,,0,38,39,39,42,44,38,5,13
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,0,38,39,41,39,42,1,13
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,38,37,38,35,0,13
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,39,8,13
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,39,0,13
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,5,13
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13
Total,113,64,1,94,93,93,91,90,89,88,84,77,76,75,64,64,62,61,60,56,55,55,52,51,50,50,49,47,14,13
,Representative In The General Assembly 185th District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,15
,Regina Young,Maria P Donatucci,Write-In,Nina Tinari,Ken Washington,Malcolm Kenyatta,Charlene Cooper,Wynnetta Ward,Cindy Bass,Terry Gillen,Anuj Gupta,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Heather Pope,Sherrie Cohen,Anlin Wang,Carla Le'Coin,Christina Borst,Daisy Confoy,Joanne Beer,Steve Paul,Arielle Cohen,Sergio Cea,Bryan Mercer,Jack Cahill,Paul Prescod,Daniel Laufer,Write-In,15
Regina Young,14,0,0,71,72,68,63,67,62,60,60,58,59,54,38,36,37,37,33,33,34,33,32,29,28,30,26,26,0,15
Maria P Donatucci,,9,0,30,24,24,27,21,26,26,25,24,22,23,12,12,7,5,9,11,10,10,6,6,6,5,7,4,0,15
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Nina Tinari,,,,1,80,75,86,79,81,83,79,76,71,73,21,22,15,14,14,18,17,19,8,7,7,9,11,4,0,15
Ken Washington,,,,,0,84,81,86,73,74,74,81,77,68,12,14,9,12,15,12,9,12,10,12,11,7,5,5,0,15
Malcolm Kenyatta,,,,,,0,73,81,71,69,68,80,74,61,12,16,7,16,17,9,8,11,12,11,12,12,2,6,0,15
Charlene Cooper,,,,,,,0,76,82,83,79,75,69,71,17,19,13,10,12,17,14,17,6,4,8,5,9,1,0,15
Wynnetta Ward,,,,,,,,0,70,74,71,81,77,62,11,13,7,13,13,5,8,10,11,10,9,9,2,6,0,15
Cindy Bass,,,,,,,,,0,77,74,69,64,73,17,21,14,9,12,17,16,15,4,3,7,8,11,3,0,15
Terry Gillen,,,,,,,,,,0,74,73,70,69,16,19,10,9,11,12,13,16,7,5,7,4,8,2,0,15
Anuj Gupta,,,,,,,,,,,1,69,67,68,18,20,17,9,9,17,15,16,7,7,7,6,9,3,0,15
Matthew Miller,,,,,,,,,,,,0,78,63,10,13,4,14,14,5,5,9,11,9,12,8,1,5,0,15
Lindy Li,,,,,,,,,,,,,0,63,13,11,7,14,11,4,8,8,12,12,10,7,1,5,0,15
Owen Voutsinas-Klose,,,,,,,,,,,,,,0,19,17,15,9,9,15,16,16,7,4,5,6,11,2,0,15
Heather Pope,,,,,,,,,,,,,,,1,38,38,31,30,33,38,35,31,28,26,28,29,25,0,15
Sherrie Cohen,,,,,,,,,,,,,,,,0,35,30,33,37,36,36,26,26,26,29,31,25,0,15
Anlin Wang,,,,,,,,,,,,,,,,,0,30,26,35,37,34,30,28,25,27,30,26,0,15
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,34,29,28,27,31,30,28,29,23,27,0,15
Christina Borst,,,,,,,,,,,,,,,,,,,0,32,28,29,29,29,31,32,23,29,0,15
Daisy Confoy,,,,,,,,,,,,,,,,,,,,0,36,34,25,27,24,26,33,24,0,15
Joanne Beer,,,,,,,,,,,,,,,,,,,,,0,34,29,26,24,26,31,25,0,15
Steve Paul,,,,,,,,,,,,,,,,,,,,,,0,29,26,27,26,31,25,0,15
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,,,0,32,28,28,23,28,0,15
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,26,27,22,27,0,15
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,27,23,28,0,15
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,28,0,15
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,0,15
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15
Total,135,50,0,105,103,99,95,94,92,91,88,88,87,81,51,48,44,44,44,44,44,44,41,38,36,36,33,31,0,15
