col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Auditor General - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Timothy Defoor,Write-In,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,All
Timothy Defoor,324,0,"2,990","2,671","2,556","1,820","1,532",52,All
Write-In,,26,19,12,17,15,11,93,All
Denise Furey,,,85,"1,979","1,941","1,155",853,19,All
Paul Panepinto,,,,124,"1,677",773,715,18,All
Calvin Tucker,,,,,59,844,755,12,All
Erin Elmore,,,,,,49,685,23,All
John Paul Sutton,,,,,,,37,8,All
Write-In,,,,,,,,8,All
Total,"4,955",104,"3,477","3,112","2,945","2,074","1,735",175,All
