col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,All
,Sharif Street,Write-In,Brendan F Boyle,Write-In,All
Sharif Street,162,0,"1,286",3,All
Write-In,,1,0,4,All
Brendan F Boyle,,,31,0,All
Write-In,,,,0,All
Total,"1,451",5,"1,317",7,All
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,1
,Sharif Street,Write-In,Brendan F Boyle,Write-In,1
Sharif Street,10,0,139,0,1
Write-In,,1,0,0,1
Brendan F Boyle,,,4,0,1
Write-In,,,,0,1
Total,149,1,143,0,1
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,2
,Sharif Street,Write-In,Brendan F Boyle,Write-In,2
Sharif Street,9,0,93,0,2
Write-In,,0,0,0,2
Brendan F Boyle,,,1,0,2
Write-In,,,,0,2
Total,102,0,94,0,2
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,3
,Sharif Street,Write-In,Brendan F Boyle,Write-In,3
Sharif Street,19,0,173,0,3
Write-In,,0,0,0,3
Brendan F Boyle,,,5,0,3
Write-In,,,,0,3
Total,192,0,178,0,3
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,4
,Sharif Street,Write-In,Brendan F Boyle,Write-In,4
Sharif Street,26,0,154,0,4
Write-In,,0,0,0,4
Brendan F Boyle,,,4,0,4
Write-In,,,,0,4
Total,180,0,158,0,4
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,5
,Sharif Street,Write-In,Brendan F Boyle,Write-In,5
Sharif Street,7,0,31,0,5
Write-In,,0,0,0,5
Brendan F Boyle,,,0,0,5
Write-In,,,,0,5
Total,38,0,31,0,5
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,6
,Sharif Street,Write-In,Brendan F Boyle,Write-In,6
Sharif Street,33,0,201,0,6
Write-In,,0,0,0,6
Brendan F Boyle,,,3,0,6
Write-In,,,,0,6
Total,234,0,204,0,6
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,7
,Sharif Street,Write-In,Brendan F Boyle,Write-In,7
Sharif Street,22,0,151,0,7
Write-In,,0,0,2,7
Brendan F Boyle,,,5,0,7
Write-In,,,,0,7
Total,173,2,156,2,7
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,8
,Sharif Street,Write-In,Brendan F Boyle,Write-In,8
Sharif Street,7,0,64,1,8
Write-In,,0,0,1,8
Brendan F Boyle,,,3,0,8
Write-In,,,,0,8
Total,72,1,67,2,8
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,9
,Brendan F Boyle,Write-In,Sharif Street,Write-In,9
Brendan F Boyle,4,0,63,0,9
Write-In,,0,0,1,9
Sharif Street,,,4,0,9
Write-In,,,,0,9
Total,67,1,67,1,9
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,10
,Sharif Street,Write-In,Brendan F Boyle,Write-In,10
Sharif Street,20,0,104,0,10
Write-In,,0,0,0,10
Brendan F Boyle,,,1,0,10
Write-In,,,,0,10
Total,124,0,105,0,10
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 2nd District - Democrat,,11
,Sharif Street,Write-In,Brendan F Boyle,Write-In,11
Sharif Street,5,0,113,2,11
Write-In,,0,0,0,11
Brendan F Boyle,,,1,0,11
Write-In,,,,0,11
Total,120,0,114,2,11
