col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Stacy L Garrity,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,All
Stacy L Garrity,700,0,"9,957","6,851","6,759","6,415",85,All
Write-In,,19,18,20,17,17,45,All
Pete Digiannantonio,,,588,"4,871","5,090","5,268",33,All
Christopher M Vogler,,,,192,"3,648","4,040",33,All
Gary Grisafi,,,,,216,"2,664",35,All
William M Pirolli,,,,,,119,21,All
Write-In,,,,,,,7,All
Total,"14,103",78,"11,676","7,982","7,640","7,444",171,All
