col_1,col_2,col_3,col_4,col_5,division
,State Treasurer - Republican,,Representative In Congress 3rd District - Republican,,All
,Stacy L Garrity,Write-In,Michael Harvey,Write-In,All
Stacy L Garrity,13,0,226,3,All
Write-In,,0,1,2,All
Michael Harvey,,,2,0,All
Write-In,,,,0,All
Total,242,3,229,5,All
,Representative In Congress 3rd District - Republican,,State Treasurer - Republican,,1
,Michael Harvey,Write-In,Stacy L Garrity,Write-In,1
Michael Harvey,0,0,13,0,1
Write-In,,0,0,0,1
Stacy L Garrity,,,0,0,1
Write-In,,,,0,1
Total,13,0,13,0,1
,Representative In Congress 3rd District - Republican,,State Treasurer - Republican,,2
,Michael Harvey,Write-In,Stacy L Garrity,Write-In,2
Michael Harvey,0,0,14,0,2
Write-In,,0,0,0,2
Stacy L Garrity,,,0,0,2
Write-In,,,,0,2
Total,14,0,14,0,2
,Representative In Congress 3rd District - Republican,,State Treasurer - Republican,,3
,Michael Harvey,Write-In,Stacy L Garrity,Write-In,3
Michael Harvey,0,0,11,1,3
Write-In,,0,0,0,3
Stacy L Garrity,,,1,0,3
Write-In,,,,0,3
Total,12,0,12,1,3
,State Treasurer - Republican,,Representative In Congress 3rd District - Republican,,4
,Stacy L Garrity,Write-In,Michael Harvey,Write-In,4
Stacy L Garrity,2,0,5,1,4
Write-In,,0,0,0,4
Michael Harvey,,,0,0,4
Write-In,,,,0,4
Total,8,0,5,1,4
,Representative In Congress 3rd District - Republican,,State Treasurer - Republican,,5
,Michael Harvey,Write-In,Stacy L Garrity,Write-In,5
Michael Harvey,1,0,16,0,5
Write-In,,0,0,0,5
Stacy L Garrity,,,1,0,5
Write-In,,,,0,5
Total,17,0,17,0,5
,State Treasurer - Republican,,Representative In Congress 3rd District - Republican,,6
,Stacy L Garrity,Write-In,Michael Harvey,Write-In,6
Stacy L Garrity,1,0,18,1,6
Write-In,,0,0,0,6
Michael Harvey,,,0,0,6
Write-In,,,,0,6
Total,20,0,18,1,6
,State Treasurer - Republican,,Representative In Congress 3rd District - Republican,,7
,Stacy L Garrity,Write-In,Michael Harvey,Write-In,7
