col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,All
,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Tray Herman,Deidre Selig,Jake Metzger,John Randolph,Ryan Yeager,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,All
Maryanne Donaghy,69,"4,865","5,042","4,781","1,266","1,260","1,291",868,951,993,674,811,902,66,"3,734",504,391,389,156,126,0,All
Samantha Newell,,60,"4,731","4,935","1,405","1,443","1,052","1,020",689,780,865,978,653,80,"3,729",413,398,321,151,142,0,All
Colleen Guiney,,,11,"4,639","1,171","1,169","1,257",735,873,973,622,744,863,64,"3,580",448,374,350,141,106,0,All
Rebecca Divalerio,,,,18,"1,380","1,406","1,034",993,707,704,836,940,615,65,"3,573",406,397,298,141,141,0,All
Michel Lee,,,,,9,"1,510","1,148","1,234","1,003","1,001","1,122","1,188",857,8,"1,337",195,219,140,94,93,2,All
Karyn Hollis,,,,,,4,"1,148","1,297",933,999,"1,115","1,141",693,4,"1,312",177,190,125,78,99,2,All
Amanda Mcillmurray,,,,,,,3,919,"1,020","1,139",753,686,988,12,"1,219",201,128,152,74,40,1,All
Cora Linehan,,,,,,,,2,894,882,"1,061","1,029",671,7,"1,076",122,147,106,62,79,2,All
Tray Herman,,,,,,,,,2,"1,034",835,791,922,3,980,189,115,141,62,46,2,All
Deidre Selig,,,,,,,,,,8,741,720,922,2,"1,047",163,103,120,65,38,2,All
Jake Metzger,,,,,,,,,,,16,984,664,1,912,126,160,95,64,91,2,All
John Randolph,,,,,,,,,,,,2,693,11,916,121,180,103,65,85,2,All
Ryan Yeager,,,,,,,,,,,,,4,4,839,161,100,143,66,42,1,All
Write-In,,,,,,,,,,,,,,0,10,1,3,0,1,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,361,0,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,163,0,0,0,0,0,All
Michael Lamb,,,,,,,,,,,,,,,,,79,0,0,0,0,All
Tracie Fountain,,,,,,,,,,,,,,,,,,51,0,0,0,All
Christina M Hartman,,,,,,,,,,,,,,,,,,,19,0,0,All
H Scott Conklin,,,,,,,,,,,,,,,,,,,,22,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"5,816","5,632","5,416","5,360","2,176","2,066","1,890","1,671","1,626","1,623","1,555","1,546","1,435",134,"5,081",802,629,560,239,225,2,All
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,1
,Colleen Guiney,Samantha Newell,Maryanne Donaghy,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Deidre Selig,Tray Herman,Cora Linehan,Ryan Yeager,Jake Metzger,John Randolph,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,1
Colleen Guiney,0,75,76,71,23,19,18,16,13,11,15,9,13,0,58,11,5,4,2,1,0,1
Samantha Newell,,1,71,72,22,21,13,10,8,14,11,9,13,0,57,9,4,4,2,1,0,1
Maryanne Donaghy,,,1,68,23,19,18,15,14,13,15,9,13,0,53,11,4,4,2,1,0,1
Rebecca Divalerio,,,,0,20,21,12,10,9,13,9,8,13,0,53,10,4,3,1,1,0,1
Michel Lee,,,,,0,26,23,23,21,20,16,19,15,0,25,6,3,4,0,0,0,1
Karyn Hollis,,,,,,0,20,19,18,21,12,17,13,0,28,2,1,4,0,0,0,1
Amanda Mcillmurray,,,,,,,0,22,18,18,18,13,8,0,18,6,1,5,0,0,0,1
Deidre Selig,,,,,,,,0,21,16,17,14,8,0,17,5,2,4,0,0,0,1
Tray Herman,,,,,,,,,0,13,16,17,10,0,15,5,3,4,0,0,0,1
Cora Linehan,,,,,,,,,,0,12,12,9,0,18,3,1,4,0,0,0,1
Ryan Yeager,,,,,,,,,,,0,10,9,0,14,6,1,4,0,0,0,1
Jake Metzger,,,,,,,,,,,,1,10,0,16,2,2,3,0,0,0,1
John Randolph,,,,,,,,,,,,,0,0,13,3,3,1,0,0,0,1
Write-In,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,,,,5,0,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,1,0,0,0,0,0,1
Michael Lamb,,,,,,,,,,,,,,,,,1,0,0,0,0,1
Tracie Fountain,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christina M Hartman,,,,,,,,,,,,,,,,,,,0,0,0,1
H Scott Conklin,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,86,83,80,76,38,35,30,28,28,26,25,24,20,0,82,14,7,6,2,1,0,1
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,2
,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Michel Lee,Tray Herman,Karyn Hollis,Deidre Selig,Cora Linehan,Jake Metzger,Ryan Yeager,John Randolph,Write-In,Nina Ahmad,Tracie Fountain,Rose Rosie Marie Davis,Michael Lamb,Christina M Hartman,H Scott Conklin,Write-In,2
Maryanne Donaghy,0,89,79,77,36,22,26,23,23,18,14,19,13,0,72,7,10,5,7,1,0,2
Colleen Guiney,,0,76,73,33,18,19,20,19,11,9,17,9,0,69,9,7,5,3,1,0,2
Samantha Newell,,,2,78,24,23,11,23,12,16,12,7,13,0,68,7,6,4,7,0,0,2
Rebecca Divalerio,,,,0,23,23,12,22,9,18,14,6,12,0,63,8,4,4,6,0,0,2
Amanda Mcillmurray,,,,,0,23,19,21,24,15,14,21,10,0,25,3,5,3,6,1,0,2
Michel Lee,,,,,,1,14,23,15,17,19,11,14,0,17,3,4,4,5,0,0,2
Tray Herman,,,,,,,0,15,21,18,15,19,15,0,21,2,6,2,2,1,0,2
Karyn Hollis,,,,,,,,0,14,18,19,6,20,0,16,3,5,4,3,0,0,2
Deidre Selig,,,,,,,,,0,14,11,19,11,0,20,1,6,0,2,1,0,2
Cora Linehan,,,,,,,,,,1,17,9,17,0,14,3,4,2,3,0,0,2
Jake Metzger,,,,,,,,,,,0,6,17,0,12,4,4,3,1,0,0,2
Ryan Yeager,,,,,,,,,,,,0,6,0,17,0,3,1,2,1,0,2
John Randolph,,,,,,,,,,,,,0,8,13,2,5,2,1,0,0,2
Write-In,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,,,,,,,,,,,,,8,0,0,0,0,0,0,2
Tracie Fountain,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Michael Lamb,,,,,,,,,,,,,,,,,,1,0,0,0,2
Christina M Hartman,,,,,,,,,,,,,,,,,,,1,0,0,2
H Scott Conklin,,,,,,,,,,,,,,,,,,,,1,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,0,2
Total,103,95,95,86,44,36,35,33,31,28,26,25,24,8,99,12,11,9,8,2,0,2
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,3
