col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,All
,Brendan F Boyle,Write-In,John Sabatina,Write-In,All
Brendan F Boyle,157,0,"2,464",2,All
Write-In,,1,9,5,All
John Sabatina,,,119,0,All
Write-In,,,,0,All
Total,"2,623",15,"2,592",7,All
,Senator In The General Assembly 5th District - Democrat,,Representative In Congress 2nd District - Democrat,,1
,John Sabatina,Write-In,Brendan F Boyle,Write-In,1
John Sabatina,13,0,111,0,1
Write-In,,0,0,0,1
Brendan F Boyle,,,10,0,1
Write-In,,,,0,1
Total,124,0,121,0,1
,Senator In The General Assembly 5th District - Democrat,,Representative In Congress 2nd District - Democrat,,2
,John Sabatina,Write-In,Brendan F Boyle,Write-In,2
John Sabatina,5,0,104,0,2
Write-In,,0,0,0,2
Brendan F Boyle,,,4,0,2
Write-In,,,,0,2
Total,109,0,108,0,2
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,3
,Brendan F Boyle,Write-In,John Sabatina,Write-In,3
Brendan F Boyle,7,0,74,0,3
Write-In,,0,0,1,3
John Sabatina,,,4,0,3
Write-In,,,,0,3
Total,81,1,78,1,3
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,4
,Brendan F Boyle,Write-In,John Sabatina,Write-In,4
Brendan F Boyle,11,0,216,0,4
Write-In,,0,1,0,4
John Sabatina,,,6,0,4
Write-In,,,,0,4
Total,227,1,223,0,4
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,5
,Brendan F Boyle,Write-In,John Sabatina,Write-In,5
Brendan F Boyle,5,0,71,0,5
Write-In,,0,0,0,5
John Sabatina,,,2,0,5
Write-In,,,,0,5
Total,76,0,73,0,5
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,6
,Brendan F Boyle,Write-In,John Sabatina,Write-In,6
Brendan F Boyle,4,0,52,0,6
Write-In,,0,0,0,6
John Sabatina,,,2,0,6
Write-In,,,,0,6
Total,56,0,54,0,6
,Senator In The General Assembly 5th District - Democrat,,Representative In Congress 2nd District - Democrat,,7
,John Sabatina,Write-In,Brendan F Boyle,Write-In,7
John Sabatina,16,0,142,2,7
Write-In,,0,0,2,7
Brendan F Boyle,,,10,0,7
Write-In,,,,0,7
Total,160,2,152,4,7
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,8
,Brendan F Boyle,Write-In,John Sabatina,Write-In,8
Brendan F Boyle,3,0,108,0,8
Write-In,,0,0,0,8
John Sabatina,,,2,0,8
Write-In,,,,0,8
Total,111,0,110,0,8
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,9
,Brendan F Boyle,Write-In,John Sabatina,Write-In,9
Brendan F Boyle,6,0,108,0,9
Write-In,,0,1,0,9
John Sabatina,,,3,0,9
Write-In,,,,0,9
Total,114,1,112,0,9
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,10
,Brendan F Boyle,Write-In,John Sabatina,Write-In,10
Brendan F Boyle,7,0,114,0,10
Write-In,,0,4,0,10
John Sabatina,,,2,0,10
Write-In,,,,0,10
Total,121,4,120,0,10
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,11
,Brendan F Boyle,Write-In,John Sabatina,Write-In,11
Brendan F Boyle,6,0,119,0,11
Write-In,,0,0,0,11
John Sabatina,,,3,0,11
Write-In,,,,0,11
Total,125,0,122,0,11
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,12
,Brendan F Boyle,Write-In,John Sabatina,Write-In,12
Brendan F Boyle,4,0,57,0,12
Write-In,,1,0,0,12
John Sabatina,,,3,0,12
Write-In,,,,0,12
Total,61,1,60,0,12
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,13
,Brendan F Boyle,Write-In,John Sabatina,Write-In,13
Brendan F Boyle,7,0,69,0,13
Write-In,,0,0,0,13
John Sabatina,,,0,0,13
Write-In,,,,0,13
Total,76,0,69,0,13
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,14
,Brendan F Boyle,Write-In,John Sabatina,Write-In,14
Brendan F Boyle,4,0,59,0,14
Write-In,,0,0,1,14
John Sabatina,,,3,0,14
Write-In,,,,0,14
Total,63,1,62,1,14
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,15
,Brendan F Boyle,Write-In,John Sabatina,Write-In,15
Brendan F Boyle,3,0,93,0,15
Write-In,,0,0,0,15
John Sabatina,,,2,0,15
Write-In,,,,0,15
Total,96,0,95,0,15
,Senator In The General Assembly 5th District - Democrat,,Representative In Congress 2nd District - Democrat,,16
,John Sabatina,Write-In,Brendan F Boyle,Write-In,16
John Sabatina,3,0,76,0,16
Write-In,,0,0,0,16
Brendan F Boyle,,,2,0,16
Write-In,,,,0,16
Total,79,0,78,0,16
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,17
,Brendan F Boyle,Write-In,John Sabatina,Write-In,17
Brendan F Boyle,9,0,118,0,17
Write-In,,0,0,0,17
John Sabatina,,,7,0,17
Write-In,,,,0,17
Total,127,0,125,0,17
,Senator In The General Assembly 5th District - Democrat,,Representative In Congress 2nd District - Democrat,,18
,John Sabatina,Write-In,Brendan F Boyle,Write-In,18
John Sabatina,6,0,93,0,18
Write-In,,0,0,0,18
Brendan F Boyle,,,5,0,18
Write-In,,,,0,18
Total,99,0,98,0,18
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,19
,Brendan F Boyle,Write-In,John Sabatina,Write-In,19
Brendan F Boyle,8,0,79,2,19
Write-In,,0,0,1,19
John Sabatina,,,7,0,19
Write-In,,,,0,19
Total,89,1,86,3,19
,Senator In The General Assembly 5th District - Democrat,,Representative In Congress 2nd District - Democrat,,20
,John Sabatina,Write-In,Brendan F Boyle,Write-In,20
John Sabatina,21,0,345,0,20
Write-In,,0,0,0,20
Brendan F Boyle,,,20,0,20
Write-In,,,,0,20
Total,366,0,365,0,20
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,21
,Brendan F Boyle,Write-In,John Sabatina,Write-In,21
Brendan F Boyle,8,0,79,0,21
Write-In,,0,1,0,21
John Sabatina,,,1,0,21
Write-In,,,,0,21
Total,87,1,81,0,21
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,22
,Brendan F Boyle,Write-In,John Sabatina,Write-In,22
Brendan F Boyle,6,0,84,0,22
Write-In,,0,0,0,22
John Sabatina,,,3,0,22
Write-In,,,,0,22
Total,90,0,87,0,22
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 5th District - Democrat,,23
,Brendan F Boyle,Write-In,John Sabatina,Write-In,23
Brendan F Boyle,8,0,93,0,23
Write-In,,0,0,0,23
John Sabatina,,,5,0,23
Write-In,,,,0,23
Total,101,0,98,0,23
