col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,All
,Malcolm Kenyatta,Nina Tinari,Ken Washington,Terry Gillen,Charlene Cooper,Cindy Bass,Wynnetta Ward,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Christina Borst,Arielle Cohen,Bryan Mercer,Anlin Wang,Paul Prescod,Steve Paul,Daisy Confoy,Carla Le'Coin,Daniel Laufer,Jack Cahill,Sergio Cea,Write-In,Danilo Burgos,Write-In,All
Malcolm Kenyatta,7,386,407,375,376,358,380,379,358,353,322,88,60,46,66,52,58,35,33,30,36,55,43,46,46,0,330,2,All
Nina Tinari,,8,387,394,390,368,358,360,372,330,346,99,70,58,47,30,38,45,49,42,52,35,18,24,28,0,325,1,All
Ken Washington,,,3,381,373,355,380,380,361,352,328,81,57,44,57,45,60,37,38,35,39,54,38,45,48,0,322,2,All
Terry Gillen,,,,1,399,367,350,361,381,337,341,97,72,69,50,36,46,53,58,48,56,38,31,30,30,0,321,2,All
Charlene Cooper,,,,,1,367,352,357,378,327,339,90,70,62,44,29,36,51,52,46,55,31,19,28,29,0,316,2,All
Cindy Bass,,,,,,2,338,333,356,306,332,89,75,63,35,35,33,54,52,47,57,22,21,23,26,0,303,2,All
Wynnetta Ward,,,,,,,0,354,338,334,292,73,56,39,54,46,47,34,31,29,36,44,40,39,44,0,299,2,All
Matthew Miller,,,,,,,,1,343,340,305,65,46,34,57,38,52,24,27,19,27,47,31,39,40,0,296,1,All
Anuj Gupta,,,,,,,,,0,319,329,94,70,62,44,25,41,51,55,46,54,32,28,21,30,0,302,2,All
Lindy Li,,,,,,,,,,0,294,63,47,32,48,47,50,29,22,24,22,43,38,41,40,0,278,2,All
Owen Voutsinas-Klose,,,,,,,,,,,0,77,66,47,25,29,22,51,44,42,40,17,15,18,21,0,266,1,All
Sherrie Cohen,,,,,,,,,,,,0,108,90,69,64,68,82,83,84,78,55,54,51,42,0,131,1,All
Heather Pope,,,,,,,,,,,,,3,80,55,61,57,81,75,80,72,45,51,52,44,8,109,0,All
Joanne Beer,,,,,,,,,,,,,,0,49,51,53,68,79,75,78,40,48,44,39,0,93,0,All
Christina Borst,,,,,,,,,,,,,,,0,55,71,47,42,44,49,68,61,60,52,0,89,0,All
Arielle Cohen,,,,,,,,,,,,,,,,1,63,50,49,53,44,56,58,57,59,0,82,1,All
Bryan Mercer,,,,,,,,,,,,,,,,,0,46,54,50,39,69,64,61,59,0,88,1,All
Anlin Wang,,,,,,,,,,,,,,,,,,0,71,73,65,41,48,45,46,0,82,2,All
Paul Prescod,,,,,,,,,,,,,,,,,,,0,71,70,48,47,44,43,0,82,1,All
Steve Paul,,,,,,,,,,,,,,,,,,,,0,67,41,47,45,40,0,80,1,All
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,0,45,42,44,38,0,86,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,0,53,60,55,0,79,1,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,2,62,55,8,68,2,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,51,0,72,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,0,0,63,2,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Danilo Burgos,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,466,454,453,435,427,414,414,411,409,380,371,162,150,114,109,108,106,104,104,101,100,95,91,90,89,9,449,4,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,1
,Malcolm Kenyatta,Nina Tinari,Ken Washington,Terry Gillen,Charlene Cooper,Cindy Bass,Wynnetta Ward,Lindy Li,Anuj Gupta,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Steve Paul,Joanne Beer,Daniel Laufer,Bryan Mercer,Paul Prescod,Christina Borst,Daisy Confoy,Arielle Cohen,Sergio Cea,Carla Le'Coin,Jack Cahill,Write-In,Danilo Burgos,Write-In,1
Malcolm Kenyatta,1,63,67,61,63,62,63,61,60,60,54,17,13,9,9,10,8,12,6,12,6,7,9,7,7,0,50,1,1
Nina Tinari,,2,63,63,64,63,61,58,61,58,60,20,14,10,8,13,5,6,10,9,10,3,6,4,3,0,51,0,1
Ken Washington,,,1,62,62,60,61,64,60,62,55,15,12,8,8,10,8,12,6,10,7,6,9,8,7,0,49,1,1
Terry Gillen,,,,0,65,61,59,59,64,56,55,20,15,12,11,14,11,11,12,12,11,4,6,7,6,0,50,1,1
Charlene Cooper,,,,,0,62,59,59,64,56,56,18,14,11,9,13,6,8,11,10,10,3,7,5,5,0,49,1,1
Cindy Bass,,,,,,0,62,55,61,52,55,21,17,15,13,14,7,6,11,8,11,6,7,2,2,0,47,1,1
Wynnetta Ward,,,,,,,0,59,58,54,49,18,15,11,9,9,10,7,8,9,8,6,9,5,5,0,48,1,1
Lindy Li,,,,,,,,0,55,57,53,14,13,9,8,7,9,9,6,9,5,6,10,7,6,0,47,1,1
Anuj Gupta,,,,,,,,,0,53,57,19,13,12,9,12,7,7,11,8,9,3,6,4,2,0,47,1,1
Matthew Miller,,,,,,,,,,0,49,11,8,4,4,7,6,10,4,11,5,4,8,6,6,0,42,0,1
Owen Voutsinas-Klose,,,,,,,,,,,0,15,12,11,9,10,3,3,9,4,7,4,4,3,1,0,41,0,1
Sherrie Cohen,,,,,,,,,,,,0,28,28,25,23,19,17,24,16,21,18,13,12,11,0,32,1,1
