col_1,col_2,col_3,col_4,division
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,All
,Stacy L Garrity,Write-In,Write-In,All
Stacy L Garrity,209,0,6,All
Write-In,,1,1,All
Write-In,,,4,All
Total,215,2,11,All
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,1
,Stacy L Garrity,Write-In,Write-In,1
Stacy L Garrity,21,0,0,1
Write-In,,0,0,1
Write-In,,,1,1
Total,21,0,1,1
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,2
,Stacy L Garrity,Write-In,Write-In,2
Stacy L Garrity,24,0,1,2
Write-In,,0,0,2
Write-In,,,1,2
Total,25,0,2,2
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,3
,Stacy L Garrity,Write-In,Write-In,3
Stacy L Garrity,9,0,0,3
Write-In,,0,1,3
Write-In,,,0,3
Total,9,1,1,3
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,4
,Stacy L Garrity,Write-In,Write-In,4
Stacy L Garrity,8,0,2,4
Write-In,,0,0,4
Write-In,,,1,4
Total,10,0,3,4
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,5
,Stacy L Garrity,Write-In,Write-In,5
Stacy L Garrity,63,0,1,5
Write-In,,0,0,5
Write-In,,,0,5
Total,64,0,1,5
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,6
,Stacy L Garrity,Write-In,Write-In,6
Stacy L Garrity,13,0,1,6
Write-In,,1,0,6
Write-In,,,0,6
Total,14,1,1,6
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,7
,Stacy L Garrity,Write-In,Write-In,7
Stacy L Garrity,33,0,0,7
Write-In,,0,0,7
Write-In,,,1,7
Total,33,0,1,7
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,8
,Stacy L Garrity,Write-In,Write-In,8
Stacy L Garrity,13,0,0,8
Write-In,,0,0,8
Write-In,,,0,8
Total,13,0,0,8
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,12
,Stacy L Garrity,Write-In,Write-In,12
Stacy L Garrity,11,0,1,12
Write-In,,0,0,12
Write-In,,,0,12
Total,12,0,1,12
,State Treasurer - Republican,,Representative In The General Assembly 202nd District - Republican,32
,Stacy L Garrity,Write-In,Write-In,32
Stacy L Garrity,14,0,0,32
Write-In,,0,0,32
Write-In,,,0,32
Total,14,0,0,32
