col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Isabella Fitzgerald,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Vayda Good,Lorraine Haw,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Isabella Fitzgerald,336,0,"4,637","4,414","4,285","4,141","4,023","3,541","1,749","1,650","1,200","1,172","1,166","1,011",937,915,44,All
Write-In,,0,10,8,6,6,6,6,3,2,2,2,1,3,2,2,5,All
Pamela Robinson,,,109,"4,995","4,913","4,763","4,679","3,962","1,337","1,163",650,670,613,527,378,376,51,All
Michele Lockman,,,,27,"4,867","4,792","4,704","3,915","1,309","1,132",618,605,596,466,375,375,47,All
Anthony Bellmon,,,,,70,"4,757","4,716","3,842","1,184","1,033",505,552,492,444,331,276,41,All
Patrick Parkinson,,,,,,19,"4,656","3,755","1,142",972,417,488,457,401,297,284,36,All
Theodore Kirsch,,,,,,,6,"3,700","1,084",933,422,449,374,374,258,251,36,All
Mona Getzes Cohen,,,,,,,,28,722,595,599,575,546,372,363,359,37,All
Lisa Powley,,,,,,,,,19,"1,398",808,738,770,732,676,665,8,All
Amy Roat,,,,,,,,,,22,785,796,751,676,689,686,5,All
Vayda Good,,,,,,,,,,,3,842,885,704,743,724,1,All
Lorraine Haw,,,,,,,,,,,,3,744,720,693,686,3,All
Alvaro Quinones,,,,,,,,,,,,,2,697,744,738,2,All
Kempis Ghani Songster,,,,,,,,,,,,,,10,686,618,4,All
Ronald Raju Joseph,,,,,,,,,,,,,,,4,692,2,All
Adam Tennant,,,,,,,,,,,,,,,,3,3,All
Write-In,,,,,,,,,,,,,,,,,1,All
Total,"6,129",10,"5,779","5,464","5,361","5,117","4,960","4,414","2,035","1,930","1,372","1,344","1,331","1,193","1,087","1,062",66,All
