col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Senator In The General Assembly 3rd District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Sharif Street,Write-In,Cindy Bass,Ken Washington,Malcolm Kenyatta,Nina Tinari,Terry Gillen,Charlene Cooper,Wynnetta Ward,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Christina Borst,Daisy Confoy,Anlin Wang,Carla Le'Coin,Steve Paul,Bryan Mercer,Arielle Cohen,Jack Cahill,Paul Prescod,Daniel Laufer,Sergio Cea,Write-In,All
Sharif Street,154,0,"1,417","1,372","1,343","1,337","1,288","1,290","1,258","1,218","1,172","1,120","1,083",455,380,364,327,318,310,288,299,284,276,265,269,223,223,15,All
Write-In,,0,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All
Cindy Bass,,,16,"1,315","1,297","1,348","1,328","1,336","1,233","1,207","1,223","1,083","1,153",349,276,291,200,239,239,152,210,159,147,136,193,100,107,15,All
Ken Washington,,,,14,"1,394","1,298","1,293","1,281","1,338","1,324","1,189","1,210","1,087",275,172,216,243,172,152,209,137,210,172,189,125,142,154,16,All
Malcolm Kenyatta,,,,,7,"1,258","1,247","1,240","1,334","1,303","1,152","1,213","1,039",270,180,198,256,153,116,208,124,218,177,188,99,155,148,19,All
Nina Tinari,,,,,,13,"1,312","1,315","1,209","1,190","1,235","1,110","1,169",335,246,275,192,227,217,161,201,150,111,121,177,88,86,15,All
Terry Gillen,,,,,,,0,"1,335","1,226","1,208","1,238","1,120","1,129",323,233,283,201,237,206,156,190,154,124,137,191,102,95,11,All
Charlene Cooper,,,,,,,,2,"1,203","1,192","1,236","1,098","1,136",326,243,261,184,230,206,153,185,146,129,122,184,64,82,19,All
