col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Tray Herman,Deidre Selig,Jake Metzger,John Randolph,Ryan Yeager,Write-In,All
Maryanne Donaghy,235,"4,865","5,042","4,781","1,266","1,260","1,291",868,951,993,674,811,902,66,All
Samantha Newell,,201,"4,731","4,935","1,405","1,443","1,052","1,020",689,780,865,978,653,80,All
Colleen Guiney,,,65,"4,639","1,171","1,169","1,257",735,873,973,622,744,863,64,All
Rebecca Divalerio,,,,86,"1,380","1,406","1,034",993,707,704,836,940,615,65,All
Michel Lee,,,,,36,"1,510","1,148","1,234","1,003","1,001","1,122","1,188",857,8,All
Karyn Hollis,,,,,,12,"1,148","1,297",933,999,"1,115","1,141",693,4,All
Amanda Mcillmurray,,,,,,,16,919,"1,020","1,139",753,686,988,12,All
Cora Linehan,,,,,,,,14,894,882,"1,061","1,029",671,7,All
Tray Herman,,,,,,,,,21,"1,034",835,791,922,3,All
Deidre Selig,,,,,,,,,,12,741,720,922,2,All
Jake Metzger,,,,,,,,,,,38,984,664,1,All
John Randolph,,,,,,,,,,,,10,693,11,All
Ryan Yeager,,,,,,,,,,,,,10,4,All
Write-In,,,,,,,,,,,,,,1,All
Total,"5,816","5,632","5,416","5,360","2,176","2,066","1,890","1,671","1,626","1,623","1,555","1,546","1,435",134,All
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,1
,Colleen Guiney,Samantha Newell,Maryanne Donaghy,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Deidre Selig,Tray Herman,Cora Linehan,Ryan Yeager,Jake Metzger,John Randolph,Write-In,1
Colleen Guiney,2,75,76,71,23,19,18,16,13,11,15,9,13,0,1
Samantha Newell,,3,71,72,22,21,13,10,8,14,11,9,13,0,1
Maryanne Donaghy,,,1,68,23,19,18,15,14,13,15,9,13,0,1
Rebecca Divalerio,,,,1,20,21,12,10,9,13,9,8,13,0,1
Michel Lee,,,,,0,26,23,23,21,20,16,19,15,0,1
Karyn Hollis,,,,,,0,20,19,18,21,12,17,13,0,1
Amanda Mcillmurray,,,,,,,0,22,18,18,18,13,8,0,1
Deidre Selig,,,,,,,,0,21,16,17,14,8,0,1
Tray Herman,,,,,,,,,0,13,16,17,10,0,1
Cora Linehan,,,,,,,,,,1,12,12,9,0,1
Ryan Yeager,,,,,,,,,,,0,10,9,0,1
Jake Metzger,,,,,,,,,,,,2,10,0,1
John Randolph,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,0,1
Total,86,83,80,76,38,35,30,28,28,26,25,24,20,0,1
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,2
,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Michel Lee,Tray Herman,Karyn Hollis,Deidre Selig,Cora Linehan,Jake Metzger,Ryan Yeager,John Randolph,Write-In,2
Maryanne Donaghy,3,89,79,77,36,22,26,23,23,18,14,19,13,0,2
Colleen Guiney,,2,76,73,33,18,19,20,19,11,9,17,9,0,2
Samantha Newell,,,6,78,24,23,11,23,12,16,12,7,13,0,2
Rebecca Divalerio,,,,2,23,23,12,22,9,18,14,6,12,0,2
Amanda Mcillmurray,,,,,0,23,19,21,24,15,14,21,10,0,2
Michel Lee,,,,,,1,14,23,15,17,19,11,14,0,2
Tray Herman,,,,,,,1,15,21,18,15,19,15,0,2
Karyn Hollis,,,,,,,,0,14,18,19,6,20,0,2
Deidre Selig,,,,,,,,,0,14,11,19,11,0,2
Cora Linehan,,,,,,,,,,1,17,9,17,0,2
Jake Metzger,,,,,,,,,,,0,6,17,0,2
Ryan Yeager,,,,,,,,,,,,0,6,0,2
John Randolph,,,,,,,,,,,,,0,8,2
Write-In,,,,,,,,,,,,,,0,2
Total,103,95,95,86,44,36,35,33,31,28,26,25,24,8,2
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,3
