col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Auditor General - Democrat,,,,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Amy Roat,Lisa Powley,Pamela Robinson,Lorraine Haw,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Michele Lockman,Mona Getzes Cohen,Ronald Raju Joseph,Adam Tennant,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Write-In,All
Nina Ahmad,193,0,0,0,0,0,0,"1,585","1,531","1,369","1,444","1,447","1,448","1,406","1,292","1,264","1,297","1,241","1,131","1,111","1,101",32,All
Michael Lamb,,40,0,0,0,0,0,137,125,189,112,119,110,110,189,162,106,110,164,177,167,6,All
Tracie Fountain,,,24,0,0,0,0,181,177,138,166,164,169,167,131,120,147,140,110,112,112,4,All
Christina M Hartman,,,,25,0,0,0,137,135,97,127,118,121,114,98,102,115,110,84,85,89,1,All
Rose Rosie Marie Davis,,,,,13,0,0,76,71,94,64,67,64,56,87,80,55,59,75,69,76,0,All
H Scott Conklin,,,,,,16,0,62,61,64,42,35,35,36,64,49,37,33,57,55,53,0,All
Write-In,,,,,,,0,4,3,0,4,4,4,4,0,0,4,4,0,0,0,8,All
Amy Roat,,,,,,,,5,"2,022",580,"1,849","1,761","1,822","1,747",545,460,"1,699","1,654",376,358,371,6,All
Lisa Powley,,,,,,,,,3,560,"1,800","1,729","1,790","1,713",521,446,"1,661","1,616",343,341,337,5,All
Pamela Robinson,,,,,,,,,,23,386,338,347,319,"1,814","1,672",175,151,"1,642","1,612","1,598",33,All
Lorraine Haw,,,,,,,,,,,1,"1,761","1,845","1,765",348,378,"1,686","1,649",199,179,181,4,All
Alvaro Quinones,,,,,,,,,,,,1,"1,808","1,752",315,342,"1,703","1,666",215,192,183,0,All
Vayda Good,,,,,,,,,,,,,0,"1,776",331,368,"1,723","1,668",177,139,162,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,1,266,304,"1,704","1,631",207,188,187,1,All
Michele Lockman,,,,,,,,,,,,,,,5,"1,647",165,149,"1,609","1,615","1,601",34,All
