col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,All
Nina Ahmad,764,0,0,0,0,0,0,"3,786","3,703","1,195",338,14,All
Tracie Fountain,,54,0,0,0,0,0,587,321,210,63,2,All
Michael Lamb,,,43,0,0,0,0,358,525,83,31,3,All
Rose Rosie Marie Davis,,,,18,0,0,0,177,144,128,145,0,All
H Scott Conklin,,,,,16,0,0,174,138,30,10,0,All
Christina M Hartman,,,,,,18,0,97,113,41,46,0,All
Write-In,,,,,,,1,1,2,0,0,4,All
Amen Brown,,,,,,,,816,0,0,0,0,All
Roni Green,,,,,,,,,461,0,0,0,All
Danyl Patterson,,,,,,,,,,156,0,0,All
Van Stone,,,,,,,,,,,29,0,All
Write-In,,,,,,,,,,,,5,All
Total,"9,800","1,237","1,043",612,368,315,8,"5,996","5,407","1,843",662,28,All
