col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,All
Nina Ahmad,276,0,0,0,0,0,0,"1,609","1,358",607,450,0,All
Christina M Hartman,,15,0,0,0,0,0,615,178,63,45,0,All
Michael Lamb,,,21,0,0,0,0,244,153,86,38,1,All
Tracie Fountain,,,,10,0,0,0,166,119,66,72,0,All
Rose Rosie Marie Davis,,,,,2,0,0,59,66,15,35,1,All
H Scott Conklin,,,,,,4,0,58,34,28,20,0,All
Write-In,,,,,,,1,0,1,2,2,2,All
Marylouise Isaacson,,,,,,,,118,0,0,0,0,All
Vanessa Mcgrath,,,,,,,,,73,0,0,0,All
Jeff Dempsey,,,,,,,,,,33,0,0,All
Andre Del Valle,,,,,,,,,,,17,0,All
Write-In,,,,,,,,,,,,0,All
Total,"4,300",916,543,433,178,144,8,"2,869","1,982",900,679,4,All
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,1
,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,1
Nina Ahmad,20,0,0,0,0,0,0,99,51,15,6,0,1
Christina M Hartman,,0,0,0,0,0,0,33,5,1,4,0,1
Michael Lamb,,,2,0,0,0,0,18,3,1,2,0,1
Tracie Fountain,,,,1,0,0,0,2,3,2,0,0,1
H Scott Conklin,,,,,1,0,0,5,1,0,0,0,1
Rose Rosie Marie Davis,,,,,,1,0,1,2,0,1,0,1
Write-In,,,,,,,0,0,0,0,0,0,1
Marylouise Isaacson,,,,,,,,5,0,0,0,0,1
Vanessa Mcgrath,,,,,,,,,2,0,0,0,1
Jeff Dempsey,,,,,,,,,,0,0,0,1
Andre Del Valle,,,,,,,,,,,2,0,1
Write-In,,,,,,,,,,,,0,1
Total,191,43,26,8,7,5,0,163,67,19,15,0,1
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,2
,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,2
Nina Ahmad,13,0,0,0,0,0,0,61,59,16,17,0,2
Christina M Hartman,,0,0,0,0,0,0,33,3,3,0,0,2
Michael Lamb,,,0,0,0,0,0,19,13,3,2,0,2
Tracie Fountain,,,,1,0,0,0,2,7,2,4,0,2
Rose Rosie Marie Davis,,,,,0,0,0,0,4,0,2,0,2
H Scott Conklin,,,,,,0,0,1,0,3,0,0,2
Write-In,,,,,,,0,0,0,0,0,0,2
Marylouise Isaacson,,,,,,,,10,0,0,0,0,2
Vanessa Mcgrath,,,,,,,,,3,0,0,0,2
Jeff Dempsey,,,,,,,,,,4,0,0,2
Andre Del Valle,,,,,,,,,,,1,0,2
Write-In,,,,,,,,,,,,0,2
Total,166,39,37,16,6,4,0,126,89,31,26,0,2
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,3
,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,3
Nina Ahmad,14,0,0,0,0,0,0,76,58,32,12,0,3
Christina M Hartman,,2,0,0,0,0,0,51,13,5,2,0,3
Michael Lamb,,,2,0,0,0,0,27,7,2,2,0,3
Tracie Fountain,,,,0,0,0,0,6,5,2,3,0,3
H Scott Conklin,,,,,0,0,0,2,1,2,0,0,3
Rose Rosie Marie Davis,,,,,,0,0,2,1,1,1,0,3
Write-In,,,,,,,0,0,0,0,0,0,3
Marylouise Isaacson,,,,,,,,10,0,0,0,0,3
Vanessa Mcgrath,,,,,,,,,6,0,0,0,3
Jeff Dempsey,,,,,,,,,,1,0,0,3
Andre Del Valle,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,0,3
Total,192,73,40,16,5,5,0,174,91,45,20,0,3
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,4
