col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,John Randolph,Jake Metzger,Deidre Selig,Tray Herman,Ryan Yeager,Write-In,All
Joseph R Biden,155,0,0,0,968,930,916,886,248,233,236,189,180,155,173,168,167,7,All
Bernie Sanders,,18,0,0,30,53,28,44,132,122,90,129,117,129,99,95,89,0,All
Tulsi Gabbard,,,1,0,5,4,5,3,3,4,3,2,3,3,3,3,3,0,All
Write-In,,,,0,1,1,1,1,2,2,2,2,2,2,2,2,2,0,All
Maryanne Donaghy,,,,,0,845,871,817,201,189,225,145,143,108,156,145,158,7,All
Samantha Newell,,,,,,1,823,858,242,238,174,194,186,152,120,103,108,7,All
Colleen Guiney,,,,,,,0,793,174,169,211,113,116,98,150,131,145,7,All
Rebecca Divalerio,,,,,,,,0,234,232,167,188,182,152,102,110,114,7,All
Michel Lee,,,,,,,,,1,275,188,245,238,216,177,167,153,0,All
Karyn Hollis,,,,,,,,,,0,187,245,232,217,166,163,129,0,All
Amanda Mcillmurray,,,,,,,,,,,0,165,126,139,209,169,190,0,All
Cora Linehan,,,,,,,,,,,,0,220,221,168,163,129,0,All
John Randolph,,,,,,,,,,,,,0,202,134,147,129,0,All
Jake Metzger,,,,,,,,,,,,,,1,148,154,126,0,All
Deidre Selig,,,,,,,,,,,,,,,0,167,162,0,All
Tray Herman,,,,,,,,,,,,,,,,1,165,0,All
Ryan Yeager,,,,,,,,,,,,,,,,,0,3,All
Write-In,,,,,,,,,,,,,,,,,,0,All
Total,"1,340",191,11,3,"1,013","1,000",958,942,390,365,336,328,308,294,279,274,265,8,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,3
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Samantha Newell,Colleen Guiney,Maryanne Donaghy,Rebecca Divalerio,Michel Lee,Karyn Hollis,John Randolph,Cora Linehan,Amanda Mcillmurray,Deidre Selig,Jake Metzger,Tray Herman,Ryan Yeager,Write-In,3
Joseph R Biden,12,0,0,0,110,102,97,95,35,28,25,24,22,23,19,21,18,3,3
Bernie Sanders,,1,0,0,4,2,3,4,13,15,13,14,11,9,12,10,10,0,3
Tulsi Gabbard,,,0,0,0,2,1,0,1,1,1,0,0,1,1,1,0,0,3
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Samantha Newell,,,,,0,93,90,92,37,28,23,26,18,18,19,14,12,4,3
Colleen Guiney,,,,,,0,91,85,25,20,15,12,20,19,11,15,15,4,3
Maryanne Donaghy,,,,,,,0,83,28,22,16,18,23,22,11,19,17,4,3
Rebecca Divalerio,,,,,,,,0,29,25,19,21,15,12,19,11,11,4,3
Michel Lee,,,,,,,,,0,37,31,32,21,23,27,21,15,0,3
Karyn Hollis,,,,,,,,,,0,28,30,24,20,26,18,15,0,3
John Randolph,,,,,,,,,,,0,27,13,16,25,21,15,0,3
Cora Linehan,,,,,,,,,,,,0,18,17,24,19,16,0,3
Amanda Mcillmurray,,,,,,,,,,,,,0,22,15,17,18,0,3
Deidre Selig,,,,,,,,,,,,,,0,14,17,18,0,3
Jake Metzger,,,,,,,,,,,,,,,0,18,13,0,3
Tray Herman,,,,,,,,,,,,,,,,0,22,0,3
Ryan Yeager,,,,,,,,,,,,,,,,,0,3,3
Write-In,,,,,,,,,,,,,,,,,,0,3
Total,144,18,2,0,115,107,102,100,49,44,39,38,33,33,32,32,28,4,3
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,4
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Samantha Newell,Rebecca Divalerio,Colleen Guiney,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Jake Metzger,John Randolph,Ryan Yeager,Tray Herman,Deidre Selig,Write-In,4
Joseph R Biden,24,0,0,0,147,134,127,128,43,39,41,31,27,27,31,30,26,0,4
