col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,All
,Nina Tinari,Anuj Gupta,Cindy Bass,Lindy Li,Malcolm Kenyatta,Terry Gillen,Wynnetta Ward,Charlene Cooper,Ken Washington,Owen Voutsinas-Klose,Matthew Miller,Sherrie Cohen,Heather Pope,Anlin Wang,Arielle Cohen,Joanne Beer,Daisy Confoy,Christina Borst,Carla Le'Coin,Sergio Cea,Steve Paul,Paul Prescod,Jack Cahill,Daniel Laufer,Bryan Mercer,Write-In,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,All
Nina Tinari,3,"4,575","4,641","4,542","4,409","4,465","4,497","4,521","4,348","4,355","4,281",755,693,589,568,567,499,426,416,302,234,216,195,168,165,85,"3,090",787,429,240,93,103,1,All
Anuj Gupta,,0,"4,527","4,458","4,372","4,416","4,398","4,426","4,312","4,293","4,247",681,627,578,524,513,445,357,361,294,223,222,180,160,173,86,"3,021",743,423,242,97,99,1,All
Cindy Bass,,,1,"4,463","4,351","4,447","4,457","4,520","4,336","4,312","4,258",706,639,530,537,531,457,373,362,258,202,207,167,151,153,86,"2,978",779,425,234,96,100,1,All
Lindy Li,,,,0,"4,370","4,374","4,456","4,403","4,290","4,204","4,254",673,619,553,543,500,444,410,388,297,190,161,186,165,172,81,"2,943",772,405,240,98,95,1,All
Malcolm Kenyatta,,,,,3,"4,292","4,341","4,306","4,306","4,188","4,250",611,535,485,477,433,360,347,331,306,188,189,203,172,201,89,"2,894",756,403,239,95,96,1,All
Terry Gillen,,,,,,2,"4,345","4,395","4,326","4,248","4,268",585,508,433,413,413,342,301,280,215,181,175,171,151,152,81,"2,832",771,425,229,92,100,1,All
Wynnetta Ward,,,,,,,1,"4,403","4,314","4,179","4,241",648,583,503,514,481,416,376,369,273,183,159,180,158,168,88,"2,878",763,408,229,91,91,1,All
Charlene Cooper,,,,,,,,0,"4,312","4,267","4,256",618,554,447,455,461,386,321,311,215,164,167,135,120,136,87,"2,841",769,409,232,92,95,1,All
Ken Washington,,,,,,,,,4,"4,217","4,273",479,424,394,353,327,245,241,219,219,160,154,158,135,159,82,"2,757",738,415,225,89,95,1,All
Owen Voutsinas-Klose,,,,,,,,,,3,"4,173",477,440,403,344,342,264,209,216,212,169,162,142,119,125,82,"2,721",729,402,213,76,94,1,All
Matthew Miller,,,,,,,,,,,0,441,366,323,317,292,202,207,191,199,118,123,141,110,137,86,"2,678",742,401,212,79,94,1,All
Sherrie Cohen,,,,,,,,,,,,0,"1,937","1,822","1,824","1,784","1,761","1,646","1,621","1,506","1,548","1,494","1,436","1,433","1,382",18,"1,533",206,156,188,67,41,3,All
Heather Pope,,,,,,,,,,,,,4,"1,827","1,784","1,793","1,787","1,668","1,660","1,544","1,571","1,509","1,480","1,444","1,404",7,"1,517",189,141,201,71,43,3,All
Anlin Wang,,,,,,,,,,,,,,1,"1,701","1,707","1,715","1,584","1,604","1,568","1,563","1,509","1,449","1,431","1,399",10,"1,442",175,144,195,64,42,3,All
Arielle Cohen,,,,,,,,,,,,,,,0,"1,698","1,702","1,619","1,615","1,522","1,475","1,436","1,447","1,419","1,375",7,"1,399",176,131,183,71,41,3,All
Joanne Beer,,,,,,,,,,,,,,,,1,"1,747","1,593","1,597","1,489","1,509","1,505","1,417","1,394","1,368",19,"1,372",177,125,188,63,41,3,All
Daisy Confoy,,,,,,,,,,,,,,,,,1,"1,633","1,638","1,500","1,504","1,498","1,410","1,397","1,358",12,"1,324",157,123,190,68,36,3,All
Christina Borst,,,,,,,,,,,,,,,,,,0,"1,675","1,428","1,414","1,381","1,428","1,429","1,411",3,"1,263",152,116,172,64,35,3,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,"1,447","1,399","1,380","1,433","1,417","1,403",2,"1,248",154,119,179,61,29,4,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,"1,413","1,403","1,383","1,359","1,341",2,"1,159",127,111,167,56,34,3,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,"1,456","1,378","1,374","1,332",10,"1,114",120,111,153,49,39,3,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,0,"1,353","1,344","1,324",12,"1,076",123,110,152,49,33,3,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,0,"1,404","1,375",4,"1,078",126,113,149,49,25,3,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,"1,353",1,"1,041",120,98,149,46,31,3,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,2,"1,032",119,103,143,49,29,3,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,4,4,2,2,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0,0,0,0,0,0,All
Christina M Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,0,0,0,0,All
Michael Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,All
Tracie Fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,0,All
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,All
H Scott Conklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"5,024","4,906","4,896","4,825","4,751","4,722","4,722","4,708","4,585","4,502","4,478","2,292","2,266","2,150","2,099","2,064","1,989","1,887","1,879","1,738","1,670","1,629","1,617","1,560","1,555",118,"4,712","1,020",604,448,183,152,5,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,1
,Cindy Bass,Nina Tinari,Anuj Gupta,Lindy Li,Terry Gillen,Charlene Cooper,Malcolm Kenyatta,Wynnetta Ward,Owen Voutsinas-Klose,Matthew Miller,Ken Washington,Sherrie Cohen,Joanne Beer,Anlin Wang,Arielle Cohen,Heather Pope,Daisy Confoy,Carla Le'Coin,Christina Borst,Steve Paul,Sergio Cea,Bryan Mercer,Daniel Laufer,Jack Cahill,Paul Prescod,Write-In,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,1
Cindy Bass,0,230,222,221,219,221,219,217,215,214,212,29,23,18,19,17,12,9,10,6,4,3,3,3,3,3,160,35,19,4,5,2,0,1
Nina Tinari,,0,221,224,217,224,221,219,218,215,212,29,22,17,18,17,13,11,11,6,5,4,3,2,2,3,159,36,19,4,5,2,0,1
Anuj Gupta,,,0,214,215,213,211,211,210,207,207,25,21,16,14,14,12,10,9,5,3,4,2,3,2,3,159,33,17,4,4,2,0,1
