col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,8
,Anuj Gupta,Lindy Li,Cindy Bass,Nina Tinari,Charlene Cooper,Malcolm Kenyatta,Terry Gillen,Wynnetta Ward,Ken Washington,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Daisy Confoy,Arielle Cohen,Christina Borst,Joanne Beer,Sergio Cea,Carla Le'Coin,Bryan Mercer,Paul Prescod,Steve Paul,Daniel Laufer,Jack Cahill,Write-In,Brian Sims,Marisa Shaaban,Write-In,8
Anuj Gupta,0,218,216,216,211,203,209,208,205,203,201,39,34,32,27,28,22,27,17,14,15,10,10,8,7,5,136,93,0,8
Lindy Li,,0,211,211,207,203,206,210,203,203,193,39,34,29,26,26,22,26,15,15,13,8,9,4,7,8,130,95,0,8
Cindy Bass,,,0,213,207,201,204,205,200,200,200,38,32,28,24,25,21,23,16,16,12,9,8,9,7,5,134,88,0,8
Nina Tinari,,,,0,210,201,202,204,197,199,198,37,32,26,25,27,21,24,14,14,12,6,7,7,6,5,133,89,0,8
Charlene Cooper,,,,,0,200,201,201,199,199,196,30,27,21,19,21,16,19,13,9,10,5,6,4,4,8,127,85,0,8
Malcolm Kenyatta,,,,,,0,198,200,200,198,192,29,26,22,18,21,18,17,14,8,15,7,7,8,7,8,124,88,0,8
Terry Gillen,,,,,,,0,198,201,200,196,27,22,20,14,16,12,15,13,7,9,6,7,5,6,4,126,86,0,8
Wynnetta Ward,,,,,,,,0,197,197,191,31,26,25,22,24,21,21,14,13,13,7,7,6,7,8,123,88,0,8
Ken Washington,,,,,,,,,0,200,194,24,21,17,11,14,11,12,9,6,11,5,5,4,5,5,122,84,0,8
Matthew Miller,,,,,,,,,,0,192,22,19,17,11,12,12,15,11,5,12,4,4,2,5,5,122,82,0,8
Owen Voutsinas-Klose,,,,,,,,,,,0,21,18,16,9,13,9,12,9,5,9,5,5,5,5,5,121,80,0,8
Sherrie Cohen,,,,,,,,,,,,0,117,109,109,111,104,105,97,99,88,95,94,91,88,0,67,63,0,8
Heather Pope,,,,,,,,,,,,,0,109,107,107,103,104,95,98,91,94,95,91,88,0,69,56,0,8
Anlin Wang,,,,,,,,,,,,,,0,103,102,98,102,93,93,89,92,90,90,86,0,63,53,0,8
Daisy Confoy,,,,,,,,,,,,,,,0,103,103,104,95,96,89,93,91,91,87,0,62,55,0,8
Arielle Cohen,,,,,,,,,,,,,,,,0,100,99,94,96,86,90,91,91,87,0,59,57,0,8
Christina Borst,,,,,,,,,,,,,,,,,0,98,92,100,93,89,90,93,90,0,58,52,0,8
Joanne Beer,,,,,,,,,,,,,,,,,,0,93,95,88,92,89,87,85,0,57,54,0,8
Sergio Cea,,,,,,,,,,,,,,,,,,,0,86,85,88,88,86,85,0,50,51,0,8
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,0,89,86,87,90,89,0,54,46,0,8
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,0,84,82,86,86,0,52,44,0,8
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,0,90,86,84,0,53,41,0,8
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,86,86,0,51,42,0,8
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,88,0,48,44,0,8
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,2,49,41,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,8
Brian Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,8
Marisa Shaaban,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,235,231,227,227,217,217,217,217,211,209,206,133,128,120,120,119,114,114,104,103,99,97,96,95,93,8,211,157,0,8
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,9
,Nina Tinari,Anuj Gupta,Lindy Li,Wynnetta Ward,Cindy Bass,Malcolm Kenyatta,Terry Gillen,Charlene Cooper,Matthew Miller,Owen Voutsinas-Klose,Ken Washington,Heather Pope,Sherrie Cohen,Anlin Wang,Joanne Beer,Daisy Confoy,Arielle Cohen,Carla Le'Coin,Christina Borst,Paul Prescod,Sergio Cea,Steve Paul,Jack Cahill,Daniel Laufer,Bryan Mercer,Write-In,Brian Sims,Marisa Shaaban,Write-In,9
Nina Tinari,0,192,187,190,189,185,184,185,181,180,177,35,31,26,26,22,22,19,16,16,13,10,10,9,4,0,120,76,0,9
Anuj Gupta,,1,185,185,187,185,185,181,181,179,175,30,25,23,22,18,18,16,14,14,13,8,10,8,3,0,118,72,0,9
Lindy Li,,,0,185,180,180,181,177,177,172,173,31,22,25,22,17,20,16,18,12,13,9,10,10,6,0,117,71,0,9
Wynnetta Ward,,,,0,180,183,182,176,178,174,175,30,28,23,22,16,19,15,17,13,10,6,10,9,4,0,117,70,0,9
Cindy Bass,,,,,0,181,181,180,176,176,173,30,23,19,20,18,16,16,11,13,8,6,6,5,3,0,115,70,0,9
Malcolm Kenyatta,,,,,,1,180,178,178,172,175,26,25,16,17,13,13,13,13,13,11,3,8,6,4,0,113,72,0,9
Terry Gillen,,,,,,,0,181,180,177,176,27,24,21,16,12,14,13,12,12,11,10,11,11,6,0,117,68,0,9
Charlene Cooper,,,,,,,,0,176,176,174,22,20,17,12,12,11,13,9,10,9,8,5,6,2,0,113,67,0,9
Matthew Miller,,,,,,,,,0,172,176,17,16,13,12,6,7,6,6,10,8,2,7,7,2,0,113,62,0,9
Owen Voutsinas-Klose,,,,,,,,,,0,172,23,18,19,15,12,14,11,7,12,12,8,7,6,3,0,110,64,0,9
Ken Washington,,,,,,,,,,,0,17,13,13,9,6,7,5,6,9,10,4,4,6,3,0,115,57,0,9
Heather Pope,,,,,,,,,,,,1,98,91,90,90,90,85,79,77,74,78,71,72,71,1,45,69,0,9
Sherrie Cohen,,,,,,,,,,,,,0,87,87,85,85,80,79,77,70,76,71,70,70,1,42,60,0,9
Anlin Wang,,,,,,,,,,,,,,0,87,88,87,84,81,79,78,81,73,74,71,1,40,61,0,9
Joanne Beer,,,,,,,,,,,,,,,0,87,84,79,79,75,72,75,70,67,68,1,37,59,0,9
Daisy Confoy,,,,,,,,,,,,,,,,0,85,83,78,80,72,78,69,70,68,1,34,59,0,9
Arielle Cohen,,,,,,,,,,,,,,,,,0,82,77,72,76,76,72,68,69,1,36,56,0,9
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,81,70,72,73,71,70,70,1,34,58,0,9
Christina Borst,,,,,,,,,,,,,,,,,,,0,67,68,70,71,70,69,1,34,50,0,9
Paul Prescod,,,,,,,,,,,,,,,,,,,,0,72,75,69,68,69,1,33,51,0,9
Sergio Cea,,,,,,,,,,,,,,,,,,,,,0,74,71,67,70,1,34,47,0,9
Steve Paul,,,,,,,,,,,,,,,,,,,,,,0,69,71,70,1,32,49,0,9
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,0,70,72,1,31,47,0,9
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,69,0,28,47,0,9
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,30,42,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,9
Brian Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,9
Marisa Shaaban,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,209,201,197,196,195,195,194,191,186,185,183,119,107,106,100,97,96,96,88,88,84,84,81,78,75,1,172,140,0,9
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,11
,Nina Tinari,Cindy Bass,Terry Gillen,Charlene Cooper,Anuj Gupta,Wynnetta Ward,Lindy Li,Malcolm Kenyatta,Matthew Miller,Ken Washington,Owen Voutsinas-Klose,Heather Pope,Sherrie Cohen,Anlin Wang,Joanne Beer,Arielle Cohen,Daisy Confoy,Christina Borst,Carla Le'Coin,Jack Cahill,Paul Prescod,Sergio Cea,Steve Paul,Bryan Mercer,Daniel Laufer,Write-In,Brian Sims,Marisa Shaaban,Write-In,11
Nina Tinari,0,213,203,208,199,201,201,192,195,193,189,39,40,28,25,20,27,23,20,14,15,15,7,8,6,5,132,88,0,11
Cindy Bass,,0,202,206,196,199,195,189,195,193,189,38,38,28,26,24,24,22,19,14,17,17,10,12,5,5,126,88,0,11
Terry Gillen,,,1,205,197,202,198,187,200,197,191,31,28,18,21,17,21,17,15,15,15,13,7,9,6,5,122,88,0,11
Charlene Cooper,,,,0,194,203,200,196,201,198,189,35,34,22,25,19,23,20,18,11,13,13,6,8,3,5,126,83,0,11
Anuj Gupta,,,,,0,191,196,187,190,188,188,30,29,23,23,20,16,14,11,12,16,17,9,8,6,5,121,86,0,11
Wynnetta Ward,,,,,,0,201,192,194,192,181,34,34,27,25,24,23,22,20,17,14,16,11,10,7,5,119,90,0,11
Lindy Li,,,,,,,0,192,189,190,185,34,32,22,20,25,18,22,16,12,7,13,4,6,6,5,122,85,0,11
Malcolm Kenyatta,,,,,,,,0,188,187,182,34,34,22,22,24,20,23,20,17,13,17,10,14,12,5,116,88,0,11
Matthew Miller,,,,,,,,,0,194,187,28,27,19,18,13,15,15,14,15,16,13,8,9,5,5,119,81,0,11
Ken Washington,,,,,,,,,,1,186,21,21,14,14,10,11,14,10,10,10,10,6,8,3,3,118,81,0,11
Owen Voutsinas-Klose,,,,,,,,,,,1,20,19,12,14,9,10,12,7,7,9,9,5,6,3,5,111,78,0,11
Heather Pope,,,,,,,,,,,,1,90,81,84,78,78,75,74,71,69,65,67,63,64,1,57,48,0,11
Sherrie Cohen,,,,,,,,,,,,,0,78,80,75,76,68,71,64,67,61,64,57,60,0,57,44,0,11
Anlin Wang,,,,,,,,,,,,,,0,77,72,74,64,65,65,68,63,69,57,62,0,49,41,0,11
Joanne Beer,,,,,,,,,,,,,,,0,71,77,67,68,62,68,61,67,55,62,0,47,41,0,11
Arielle Cohen,,,,,,,,,,,,,,,,0,70,69,69,64,59,65,61,59,62,0,44,44,0,11
Daisy Confoy,,,,,,,,,,,,,,,,,0,69,68,61,65,59,62,53,60,0,44,40,0,11
Christina Borst,,,,,,,,,,,,,,,,,,0,71,61,55,59,57,56,59,1,41,42,0,11
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,65,60,59,58,59,62,0,41,39,0,11
Jack Cahill,,,,,,,,,,,,,,,,,,,,0,60,59,60,60,62,0,38,37,0,11
Paul Prescod,,,,,,,,,,,,,,,,,,,,,0,56,66,55,57,0,37,37,0,11
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,57,54,54,0,37,35,0,11
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,56,59,0,35,35,0,11
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,0,56,0,35,32,0,11
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33,32,0,11
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,11
Brian Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,11
Marisa Shaaban,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,11
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11
Total,230,223,220,219,218,218,216,214,210,208,199,110,105,94,92,91,87,84,82,77,77,74,72,68,67,5,191,148,0,11
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,14
,Cindy Bass,Nina Tinari,Anuj Gupta,Lindy Li,Wynnetta Ward,Malcolm Kenyatta,Charlene Cooper,Ken Washington,Terry Gillen,Owen Voutsinas-Klose,Matthew Miller,Sherrie Cohen,Anlin Wang,Heather Pope,Daisy Confoy,Arielle Cohen,Joanne Beer,Carla Le'Coin,Christina Borst,Sergio Cea,Steve Paul,Paul Prescod,Jack Cahill,Bryan Mercer,Daniel Laufer,Write-In,Brian Sims,Marisa Shaaban,Write-In,14
Cindy Bass,0,152,149,144,147,139,146,141,139,141,136,32,28,28,19,19,23,16,14,11,12,9,8,8,7,0,108,50,1,14
Nina Tinari,,0,146,144,148,138,145,141,138,141,138,31,27,26,17,16,21,12,12,10,8,8,5,6,6,0,104,52,1,14
Anuj Gupta,,,0,143,146,137,144,139,139,140,138,28,29,25,17,16,19,14,11,11,9,7,8,9,5,0,102,50,1,14
Lindy Li,,,,0,144,134,137,133,135,131,134,30,28,27,19,20,22,18,15,11,7,8,9,9,6,0,98,53,1,14
Wynnetta Ward,,,,,0,137,142,139,139,137,137,31,26,25,17,18,18,14,12,12,7,5,8,9,6,0,103,50,1,14
Malcolm Kenyatta,,,,,,0,132,137,134,131,136,32,25,23,16,18,17,12,10,12,9,7,7,9,5,0,94,56,1,14
Charlene Cooper,,,,,,,0,135,138,136,135,26,23,20,13,11,16,9,8,5,4,4,6,7,5,0,96,50,1,14
Ken Washington,,,,,,,,0,135,137,136,24,22,17,9,10,12,5,5,8,7,5,5,6,5,0,95,48,1,14
Terry Gillen,,,,,,,,,0,133,134,26,22,19,11,10,13,8,8,7,5,5,4,5,3,0,93,50,1,14
Owen Voutsinas-Klose,,,,,,,,,,0,133,25,26,20,12,12,16,8,7,8,8,7,6,7,6,0,98,44,1,14
Matthew Miller,,,,,,,,,,,0,23,20,16,7,10,12,4,4,7,4,4,4,4,3,0,91,50,1,14
Sherrie Cohen,,,,,,,,,,,,0,83,81,77,75,72,72,69,65,65,66,61,61,59,0,57,37,0,14
Anlin Wang,,,,,,,,,,,,,0,78,77,72,72,70,70,65,69,67,63,62,62,0,56,35,0,14
Heather Pope,,,,,,,,,,,,,,0,77,76,73,75,73,66,68,64,63,61,62,0,56,32,0,14
Daisy Confoy,,,,,,,,,,,,,,,0,78,74,77,72,69,67,68,66,64,63,0,48,35,0,14
Arielle Cohen,,,,,,,,,,,,,,,,0,74,75,70,67,65,67,65,61,62,0,48,34,0,14
Joanne Beer,,,,,,,,,,,,,,,,,0,72,68,64,64,69,62,57,60,0,46,34,1,14
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,72,66,63,66,66,63,62,0,43,33,0,14
Christina Borst,,,,,,,,,,,,,,,,,,,0,64,63,64,61,60,60,0,43,30,0,14
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,62,63,61,60,58,0,41,27,1,14
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,64,59,56,57,0,45,24,0,14
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,0,61,58,59,0,38,28,1,14
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,0,63,64,0,38,27,0,14
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,0,59,0,37,27,0,14
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36,26,0,14
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14
Brian Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,14
