col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Larry Farnese,Nikil Saval,Write-In,All
Nina Ahmad,80,0,0,0,0,0,0,921,769,2,All
Michael Lamb,,8,0,0,0,0,0,160,102,0,All
Christina M Hartman,,,10,0,0,0,0,100,52,0,All
Tracie Fountain,,,,6,0,0,0,51,68,1,All
H Scott Conklin,,,,,10,0,0,71,35,0,All
Rose Rosie Marie Davis,,,,,,7,0,51,58,0,All
Write-In,,,,,,,0,0,0,1,All
Larry Farnese,,,,,,,,273,0,0,All
Nikil Saval,,,,,,,,,70,0,All
Write-In,,,,,,,,,,2,All
Total,"1,772",270,162,126,116,116,1,"1,627","1,154",6,All
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,1
,Larry Farnese,Nikil Saval,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,Write-In,1
Larry Farnese,20,0,0,37,9,3,3,2,1,0,1
Nikil Saval,,1,0,8,2,3,2,3,2,0,1
Write-In,,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,,0,0,0,0,0,0,0,1
Michael Lamb,,,,,0,0,0,0,0,0,1
H Scott Conklin,,,,,,1,0,0,0,0,1
Christina M Hartman,,,,,,,1,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,0,0,0,1
Tracie Fountain,,,,,,,,,1,0,1
Write-In,,,,,,,,,,0,1
Total,75,21,0,45,11,7,6,5,4,0,1
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,2
,Larry Farnese,Nikil Saval,Write-In,Nina Ahmad,Christina M Hartman,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Write-In,2
Larry Farnese,20,0,0,50,7,7,2,4,3,0,2
Nikil Saval,,5,0,14,1,1,2,0,1,0,2
Write-In,,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,,3,0,0,0,0,0,0,2
Christina M Hartman,,,,,0,0,0,0,0,0,2
Michael Lamb,,,,,,0,0,0,0,0,2
Rose Rosie Marie Davis,,,,,,,1,0,0,0,2
H Scott Conklin,,,,,,,,0,0,0,2
Tracie Fountain,,,,,,,,,0,0,2
Write-In,,,,,,,,,,0,2
Total,93,24,0,67,8,8,5,4,4,0,2
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,3
