col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Patrick Parkinson,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Joseph R Biden,273,0,0,0,"1,919","1,839","1,712","1,672","1,614","1,499",424,362,316,268,238,228,210,187,24,All
Bernie Sanders,,26,0,0,77,103,91,79,68,63,240,266,243,207,230,211,215,220,0,All
Tulsi Gabbard,,,15,0,13,15,9,11,9,12,17,21,13,20,15,15,10,13,4,All
Write-In,,,,6,1,1,1,1,2,1,4,4,4,3,4,3,4,4,0,All
Patrick Parkinson,,,,,5,"1,605","1,606","1,601","1,581","1,338",366,292,207,162,117,136,132,104,14,All
Pamela Robinson,,,,,,2,"1,641","1,623","1,578","1,393",420,352,255,225,192,185,133,131,15,All
Michele Lockman,,,,,,,1,"1,606","1,594","1,352",377,309,226,182,172,148,134,123,7,All
Anthony Bellmon,,,,,,,,3,"1,591","1,326",348,295,203,178,135,153,123,81,7,All
Theodore Kirsch,,,,,,,,,0,"1,312",328,275,170,151,113,125,97,87,7,All
Mona Getzes Cohen,,,,,,,,,,1,237,188,246,196,191,156,140,134,7,All
Lisa Powley,,,,,,,,,,,0,484,328,291,302,287,276,281,0,All
Amy Roat,,,,,,,,,,,,0,311,311,296,264,277,281,0,All
Alvaro Quinones,,,,,,,,,,,,,0,331,381,323,334,339,1,All
Lorraine Haw,,,,,,,,,,,,,,0,326,309,290,289,0,All
Vayda Good,,,,,,,,,,,,,,,0,303,306,322,0,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,288,282,0,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,,0,304,0,All
Adam Tennant,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,0,All
Total,"2,732",386,48,11,"2,029","1,977","1,832","1,783","1,707","1,590",698,664,586,507,497,464,446,432,28,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Pamela Robinson,Patrick Parkinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Write-In,Amy Roat,Alvaro Quinones,Kempis Ghani Songster,Lorraine Haw,Vayda Good,Adam Tennant,Ronald Raju Joseph,1
Joseph R Biden,12,0,0,0,46,40,39,34,35,30,11,14,9,8,6,8,7,6,3,1
Bernie Sanders,,1,0,0,2,2,1,1,1,1,4,0,4,3,3,1,2,2,2,1
Tulsi Gabbard,,,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pamela Robinson,,,,,0,32,34,31,33,23,12,7,9,5,5,6,6,5,2,1
Patrick Parkinson,,,,,,2,31,31,31,24,7,7,5,4,3,2,2,1,0,1
Michele Lockman,,,,,,,0,32,34,25,9,0,6,4,5,4,4,3,1,1
Anthony Bellmon,,,,,,,,1,31,23,7,0,5,3,3,2,2,1,0,1
Theodore Kirsch,,,,,,,,,0,23,8,0,5,5,4,4,4,3,1,1
Mona Getzes Cohen,,,,,,,,,,0,5,0,2,6,3,5,5,5,3,1
Lisa Powley,,,,,,,,,,,0,0,7,5,4,5,5,6,4,1
Write-In,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Amy Roat,,,,,,,,,,,,,0,4,4,4,3,3,2,1
Alvaro Quinones,,,,,,,,,,,,,,0,5,6,9,7,5,1
Kempis Ghani Songster,,,,,,,,,,,,,,,0,5,5,4,5,1
Lorraine Haw,,,,,,,,,,,,,,,,0,6,7,5,1
Vayda Good,,,,,,,,,,,,,,,,,0,8,5,1
Adam Tennant,,,,,,,,,,,,,,,,,,0,5,1
