col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 186th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jordan A Harris,Write-In,Nina Tinari,Malcolm Kenyatta,Ken Washington,Charlene Cooper,Wynnetta Ward,Cindy Bass,Terry Gillen,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Anlin Wang,Daisy Confoy,Christina Borst,Arielle Cohen,Steve Paul,Carla Le'Coin,Paul Prescod,Jack Cahill,Bryan Mercer,Sergio Cea,Daniel Laufer,Write-In,All
Jordan A Harris,159,0,"1,308","1,242","1,205","1,213","1,192","1,206","1,169","1,145","1,101","1,071","1,000",721,674,659,616,618,580,552,543,545,523,501,498,488,451,12,All
Write-In,,3,6,6,4,4,5,5,4,4,5,3,5,8,9,8,6,7,7,8,8,5,6,8,7,6,8,8,All
Nina Tinari,,,15,"1,217","1,229","1,263","1,197","1,243","1,202","1,196","1,106","1,105","1,079",336,255,282,229,243,181,156,180,154,165,116,118,108,70,7,All
Malcolm Kenyatta,,,,2,"1,234","1,177","1,214","1,134","1,161","1,119","1,125","1,150",983,244,193,192,142,155,177,142,102,147,97,134,141,118,78,12,All
Ken Washington,,,,,13,"1,191","1,187","1,123","1,173","1,125","1,096","1,152","1,015",238,164,197,149,155,154,134,118,121,117,115,136,116,74,19,All
Charlene Cooper,,,,,,2,"1,180","1,205","1,210","1,187","1,080","1,099","1,052",307,235,260,203,228,159,135,153,125,160,89,109,94,41,11,All
Wynnetta Ward,,,,,,,1,"1,125","1,135","1,097","1,112","1,107",963,276,215,216,170,177,192,175,124,166,101,130,145,128,93,11,All
Cindy Bass,,,,,,,,3,"1,144","1,147","1,036","1,035","1,054",316,253,257,221,227,136,147,167,120,157,97,96,94,53,12,All
Terry Gillen,,,,,,,,,0,"1,149","1,056","1,093","1,028",271,204,225,174,193,140,116,149,102,147,100,110,91,57,19,All
Anuj Gupta,,,,,,,,,,0,"1,050","1,049","1,016",288,219,246,218,223,140,139,160,122,155,81,106,108,49,11,All
Lindy Li,,,,,,,,,,,4,"1,070",936,212,179,166,151,139,171,158,94,145,71,113,125,116,84,12,All
Matthew Miller,,,,,,,,,,,,1,950,184,134,139,93,108,141,116,67,112,69,110,121,104,69,12,All
Owen Voutsinas-Klose,,,,,,,,,,,,,3,214,186,164,173,151,72,89,149,64,135,76,69,81,37,11,All
Sherrie Cohen,,,,,,,,,,,,,,1,614,625,588,596,525,520,563,489,525,461,447,439,444,8,All
Heather Pope,,,,,,,,,,,,,,,5,574,585,565,503,515,530,494,487,464,429,447,442,1,All
Joanne Beer,,,,,,,,,,,,,,,,0,566,615,493,497,532,459,529,441,430,443,426,0,All
Anlin Wang,,,,,,,,,,,,,,,,,2,565,474,493,544,470,504,446,424,454,432,0,All
Daisy Confoy,,,,,,,,,,,,,,,,,,0,493,493,521,481,533,431,411,443,431,0,All
Christina Borst,,,,,,,,,,,,,,,,,,,0,483,428,527,405,467,466,453,459,9,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,,2,452,478,428,441,429,469,441,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,423,503,439,411,421,425,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,1,413,455,460,448,451,1,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,417,405,419,417,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,452,440,464,1,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,2,429,441,1,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,0,427,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,160",21,"1,535","1,440","1,415","1,385","1,379","1,378","1,338","1,303","1,269","1,234","1,159",822,782,745,707,704,667,639,627,622,593,580,573,561,527,39,All
,Representative In The General Assembly 186th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Jordan A Harris,Write-In,Nina Tinari,Cindy Bass,Charlene Cooper,Terry Gillen,Wynnetta Ward,Anuj Gupta,Ken Washington,Malcolm Kenyatta,Lindy Li,Owen Voutsinas-Klose,Matthew Miller,Heather Pope,Sherrie Cohen,Joanne Beer,Anlin Wang,Daisy Confoy,Arielle Cohen,Carla Le'Coin,Steve Paul,Paul Prescod,Christina Borst,Bryan Mercer,Jack Cahill,Sergio Cea,Daniel Laufer,Write-In,4
Jordan A Harris,9,0,111,111,101,101,99,98,97,100,91,87,90,52,55,48,42,41,35,37,37,32,32,26,27,26,24,0,4
Write-In,,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nina Tinari,,,5,116,108,106,103,101,100,99,96,96,92,34,39,30,25,24,20,19,23,17,15,8,9,8,7,0,4
Cindy Bass,,,,1,107,105,100,103,95,97,94,95,90,31,39,31,24,23,19,17,19,16,14,8,9,7,6,0,4
Charlene Cooper,,,,,0,104,101,102,97,97,93,90,90,27,34,25,16,18,15,16,15,11,14,7,4,2,2,0,4
Terry Gillen,,,,,,0,96,100,97,96,91,90,90,21,30,21,16,16,13,13,14,10,8,7,5,6,3,0,4
Wynnetta Ward,,,,,,,0,95,98,99,97,83,94,23,27,18,11,12,17,18,10,4,14,7,7,6,4,0,4
Anuj Gupta,,,,,,,,0,90,90,89,85,84,26,31,25,20,21,15,15,15,12,11,8,5,6,3,0,4
Ken Washington,,,,,,,,,0,98,90,85,93,15,22,12,7,8,12,12,10,4,7,6,5,4,3,0,4
Malcolm Kenyatta,,,,,,,,,,0,91,82,97,16,21,13,8,6,12,15,7,3,10,7,6,5,4,0,4
Lindy Li,,,,,,,,,,,1,81,91,17,23,15,8,11,15,18,8,3,13,6,6,6,4,0,4
Owen Voutsinas-Klose,,,,,,,,,,,,0,81,20,24,19,13,14,9,6,14,11,3,4,4,5,3,0,4
Matthew Miller,,,,,,,,,,,,,0,11,19,9,3,6,11,13,7,3,10,8,7,5,4,0,4
Heather Pope,,,,,,,,,,,,,,0,41,43,39,38,30,27,33,29,25,20,24,22,20,0,4
Sherrie Cohen,,,,,,,,,,,,,,,0,42,37,38,32,29,36,30,28,20,22,23,18,0,4
Joanne Beer,,,,,,,,,,,,,,,,0,38,40,28,27,33,30,25,21,22,21,19,0,4
Anlin Wang,,,,,,,,,,,,,,,,,0,35,26,22,33,29,20,18,20,23,19,0,4
Daisy Confoy,,,,,,,,,,,,,,,,,,0,29,24,32,31,22,19,20,21,19,0,4
Arielle Cohen,,,,,,,,,,,,,,,,,,,0,23,22,20,22,16,17,21,16,0,4
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,0,19,17,28,23,24,20,20,0,4
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,30,18,16,20,21,17,0,4
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,0,18,19,19,20,19,0,4
Christina Borst,,,,,,,,,,,,,,,,,,,,,,,0,23,21,18,19,0,4
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,0,21,19,19,0,4
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,20,21,0,4
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0,4
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,160,1,134,125,116,115,112,111,110,110,105,101,99,61,57,51,45,44,39,39,39,34,33,28,28,28,25,0,4
,Representative In The General Assembly 186th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Jordan A Harris,Write-In,Malcolm Kenyatta,Nina Tinari,Wynnetta Ward,Cindy Bass,Charlene Cooper,Ken Washington,Lindy Li,Terry Gillen,Anuj Gupta,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Christina Borst,Heather Pope,Anlin Wang,Carla Le'Coin,Daisy Confoy,Joanne Beer,Bryan Mercer,Sergio Cea,Jack Cahill,Steve Paul,Arielle Cohen,Daniel Laufer,Paul Prescod,Write-In,5
Jordan A Harris,9,0,65,64,61,64,63,61,61,62,61,55,53,52,49,46,47,44,44,45,41,42,40,41,38,38,39,2,5
Write-In,,0,1,1,0,1,1,0,0,1,1,0,1,1,1,2,0,0,1,1,0,0,1,1,0,0,0,7,5
Malcolm Kenyatta,,,0,64,64,60,64,65,64,61,62,59,50,13,16,7,8,10,8,10,9,6,6,4,6,5,2,1,5
Nina Tinari,,,,0,60,68,67,62,58,63,63,57,56,18,15,11,12,8,11,12,6,5,5,6,4,2,5,1,5
Wynnetta Ward,,,,,1,57,61,60,60,60,56,55,50,14,17,9,9,11,8,10,11,8,6,4,7,6,3,1,5
Cindy Bass,,,,,,0,63,60,55,59,60,55,57,15,11,10,10,4,8,9,4,4,4,5,3,1,4,1,5
Charlene Cooper,,,,,,,0,61,59,64,63,58,56,17,14,11,11,8,11,11,6,5,5,5,3,1,5,1,5
Ken Washington,,,,,,,,1,60,60,61,62,53,12,12,4,8,9,5,7,9,6,7,2,4,4,3,1,5
Lindy Li,,,,,,,,,0,58,60,55,51,13,13,8,10,11,6,6,9,7,6,3,8,5,2,1,5
Terry Gillen,,,,,,,,,,0,60,57,54,19,15,10,11,10,11,13,8,6,7,8,7,5,6,1,5
Anuj Gupta,,,,,,,,,,,0,55,54,15,11,9,10,7,9,9,6,5,3,6,3,2,4,1,5
Matthew Miller,,,,,,,,,,,,0,52,10,12,4,8,9,5,7,9,5,7,1,4,4,3,1,5
Owen Voutsinas-Klose,,,,,,,,,,,,,0,13,8,8,12,6,7,7,5,4,4,5,1,2,6,1,5
Sherrie Cohen,,,,,,,,,,,,,,0,48,47,43,42,50,50,41,40,40,46,41,41,43,0,5
Christina Borst,,,,,,,,,,,,,,,0,48,42,49,47,44,44,42,43,41,41,45,39,0,5
Heather Pope,,,,,,,,,,,,,,,,0,46,46,48,45,40,44,44,45,42,42,43,0,5
Anlin Wang,,,,,,,,,,,,,,,,,0,43,43,41,40,44,41,42,39,40,43,0,5
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,43,41,45,44,43,40,41,44,40,0,5
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,48,38,41,40,44,40,40,43,0,5
Joanne Beer,,,,,,,,,,,,,,,,,,,,0,39,40,39,46,40,40,43,0,5
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,0,41,40,39,38,42,37,0,5
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,42,42,41,41,40,0,5
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,0,39,40,43,40,0,5
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,0,40,41,42,0,5
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,,,,,0,41,38,0,5
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,0,5
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,125,3,76,76,74,73,72,71,70,70,68,63,61,60,59,56,54,53,53,53,51,49,48,48,46,46,45,9,5
,Representative In The General Assembly 186th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Jordan A Harris,Write-In,Nina Tinari,Malcolm Kenyatta,Ken Washington,Charlene Cooper,Terry Gillen,Anuj Gupta,Cindy Bass,Wynnetta Ward,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Daisy Confoy,Joanne Beer,Christina Borst,Paul Prescod,Carla Le'Coin,Steve Paul,Anlin Wang,Arielle Cohen,Bryan Mercer,Daniel Laufer,Jack Cahill,Sergio Cea,Write-In,6
Jordan A Harris,11,0,77,66,61,64,62,61,60,60,57,58,50,45,37,38,37,38,34,36,31,31,32,31,30,27,27,2,6
Write-In,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Nina Tinari,,,1,69,71,70,69,68,68,65,61,63,60,24,14,17,15,15,14,12,13,13,8,9,8,8,3,2,6
Malcolm Kenyatta,,,,0,65,63,63,64,61,62,59,61,53,15,10,10,8,13,7,10,5,6,8,8,5,8,4,2,6
Ken Washington,,,,,1,62,63,63,59,59,58,60,52,17,9,13,10,14,10,10,9,10,5,8,6,8,4,2,6
Charlene Cooper,,,,,,0,66,65,64,60,57,56,54,19,11,15,14,11,11,8,10,9,5,7,3,2,1,2,6
Terry Gillen,,,,,,,0,65,62,59,53,57,56,18,10,15,13,11,12,5,11,8,4,7,3,3,1,2,6
Anuj Gupta,,,,,,,,0,62,57,53,57,57,18,12,13,11,9,13,7,11,11,6,6,1,4,2,2,6
Cindy Bass,,,,,,,,,0,56,55,53,56,19,13,15,13,9,11,8,10,9,7,7,2,5,3,2,6
