col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 192nd District - Republican,All
,Paul Panepinto,Denise Furey,Calvin Tucker,John Paul Sutton,Erin Elmore,Write-In,Write-In,All
Paul Panepinto,33,67,63,20,19,2,6,All
Denise Furey,,13,72,30,33,0,8,All
Calvin Tucker,,,18,32,29,0,4,All
John Paul Sutton,,,,5,22,0,4,All
Erin Elmore,,,,,2,0,6,All
Write-In,,,,,,0,1,All
Write-In,,,,,,,0,All
Total,124,121,119,59,56,15,17,All
