col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 191st District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joanna E Mcclinton,Write-In,Malcolm Kenyatta,Nina Tinari,Ken Washington,Charlene Cooper,Wynnetta Ward,Matthew Miller,Terry Gillen,Lindy Li,Cindy Bass,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Bryan Mercer,Anlin Wang,Heather Pope,Joanne Beer,Arielle Cohen,Carla Le'Coin,Daisy Confoy,Steve Paul,Jack Cahill,Sergio Cea,Daniel Laufer,Christina Borst,Paul Prescod,Write-In,All
Joanna E Mcclinton,10,0,177,170,176,169,165,167,165,160,159,152,148,43,43,40,40,36,33,35,35,34,35,34,32,27,26,1,All
Write-In,,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Malcolm Kenyatta,,,3,173,181,175,174,173,169,169,164,161,150,22,22,18,18,15,17,16,15,12,15,16,13,11,9,1,All
Nina Tinari,,,,3,168,174,163,161,168,161,164,157,155,23,20,20,17,17,11,13,17,13,11,12,11,8,9,1,All
Ken Washington,,,,,0,176,173,173,171,167,161,156,149,23,22,20,16,14,14,17,14,15,18,16,13,13,8,1,All
Charlene Cooper,,,,,,0,171,171,174,165,165,160,155,24,19,23,20,19,15,15,19,17,14,15,9,11,11,1,All
Wynnetta Ward,,,,,,,0,166,162,164,157,150,145,22,20,18,15,14,17,17,15,14,18,17,15,11,8,1,All
Matthew Miller,,,,,,,,0,169,168,155,156,147,22,19,14,15,12,16,16,12,9,14,16,13,13,7,1,All
Terry Gillen,,,,,,,,,0,163,162,158,154,24,15,20,15,17,10,11,14,13,12,11,8,9,9,1,All
Lindy Li,,,,,,,,,,0,152,153,147,19,19,15,14,13,15,16,11,8,15,12,11,11,7,1,All
Cindy Bass,,,,,,,,,,,0,153,150,19,15,21,17,14,10,9,15,12,10,10,8,6,8,1,All
Anuj Gupta,,,,,,,,,,,,0,147,19,14,17,15,15,9,7,15,10,7,10,7,7,8,0,All
Owen Voutsinas-Klose,,,,,,,,,,,,,0,14,15,19,15,11,10,9,13,12,9,11,8,7,9,1,All
Sherrie Cohen,,,,,,,,,,,,,,0,32,30,33,33,25,26,30,31,26,23,26,23,26,0,All
Bryan Mercer,,,,,,,,,,,,,,,0,28,28,30,29,33,27,32,29,26,28,28,23,0,All
Anlin Wang,,,,,,,,,,,,,,,,0,33,29,28,27,29,30,23,28,22,22,25,0,All
