col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,All
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,All
Malcolm Kenyatta,294,0,"1,087",7,All
Write-In,,1,6,1,All
Josh Shapiro,,,40,0,All
Write-In,,,,0,All
Total,"1,388",8,"1,133",8,All
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,1
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,1
Malcolm Kenyatta,22,0,158,4,1
Write-In,,0,2,0,1
Josh Shapiro,,,8,0,1
Write-In,,,,0,1
Total,184,2,168,4,1
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,2
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,2
Malcolm Kenyatta,18,0,93,1,2
Write-In,,0,1,0,2
Josh Shapiro,,,2,0,2
Write-In,,,,0,2
Total,112,1,96,1,2
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,3
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,3
Malcolm Kenyatta,17,0,103,0,3
Write-In,,0,0,0,3
Josh Shapiro,,,2,0,3
Write-In,,,,0,3
Total,120,0,105,0,3
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,4
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,4
Malcolm Kenyatta,16,0,62,0,4
Write-In,,0,0,0,4
Josh Shapiro,,,0,0,4
Write-In,,,,0,4
Total,78,0,62,0,4
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,5
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,5
Malcolm Kenyatta,24,0,75,1,5
Write-In,,0,0,0,5
Josh Shapiro,,,1,0,5
Write-In,,,,0,5
Total,100,0,76,1,5
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,6
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,6
Malcolm Kenyatta,13,0,56,0,6
Write-In,,0,0,0,6
Josh Shapiro,,,2,0,6
Write-In,,,,0,6
Total,69,0,58,0,6
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,7
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,7
Malcolm Kenyatta,22,0,78,0,7
Write-In,,0,1,0,7
Josh Shapiro,,,2,0,7
Write-In,,,,0,7
Total,100,1,81,0,7
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,8
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,8
Malcolm Kenyatta,29,0,73,0,8
Write-In,,0,0,0,8
Josh Shapiro,,,0,0,8
Write-In,,,,0,8
Total,102,0,73,0,8
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,9
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,9
Malcolm Kenyatta,12,0,59,0,9
Write-In,,0,1,0,9
Josh Shapiro,,,1,0,9
Write-In,,,,0,9
Total,71,1,61,0,9
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,10
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,10
Malcolm Kenyatta,21,0,63,0,10
Write-In,,0,1,1,10
Josh Shapiro,,,4,0,10
Write-In,,,,0,10
Total,84,2,68,1,10
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,11
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,11
Malcolm Kenyatta,20,0,52,0,11
Write-In,,0,0,0,11
Josh Shapiro,,,2,0,11
Write-In,,,,0,11
Total,72,0,54,0,11
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,12
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,12
Malcolm Kenyatta,18,0,63,0,12
Write-In,,0,0,0,12
Josh Shapiro,,,4,0,12
Write-In,,,,0,12
Total,81,0,67,0,12
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,13
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,13
Malcolm Kenyatta,43,0,109,1,13
Write-In,,1,0,0,13
Josh Shapiro,,,11,0,13
Write-In,,,,0,13
Total,153,1,120,1,13
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,14
,Malcolm Kenyatta,Write-In,Josh Shapiro,Write-In,14
Malcolm Kenyatta,19,0,43,0,14
Write-In,,0,0,0,14
Josh Shapiro,,,1,0,14
Write-In,,,,0,14
Total,62,0,44,0,14
