col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Democrat,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Nikil Saval,Larry Farnese,Write-In,All
Joseph R Biden,"3,787",0,0,0,"19,872","22,918",36,All
Bernie Sanders,,881,0,0,"14,562","2,687",13,All
Write-In,,,67,0,601,313,11,All
Tulsi Gabbard,,,,135,347,448,5,All
Nikil Saval,,,,,365,0,0,All
Larry Farnese,,,,,,662,0,All
Write-In,,,,,,,4,All
Total,"46,613","18,143",992,935,"35,747","27,028",69,All
