col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,All
,Dwight Evans,Write-In,Josh Shapiro,Write-In,All
Dwight Evans,852,0,"3,403",7,All
Write-In,,2,3,4,All
Josh Shapiro,,,168,0,All
Write-In,,,,0,All
Total,"4,262",9,"3,574",11,All
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,1
,Dwight Evans,Write-In,Josh Shapiro,Write-In,1
Dwight Evans,48,0,149,0,1
Write-In,,0,0,0,1
Josh Shapiro,,,9,0,1
Write-In,,,,0,1
Total,197,0,158,0,1
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,2
,Dwight Evans,Write-In,Josh Shapiro,Write-In,2
Dwight Evans,34,0,116,0,2
Write-In,,0,0,0,2
Josh Shapiro,,,13,0,2
Write-In,,,,0,2
Total,150,0,129,0,2
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,3
,Dwight Evans,Write-In,Josh Shapiro,Write-In,3
Dwight Evans,36,0,96,0,3
Write-In,,0,0,0,3
Josh Shapiro,,,5,0,3
Write-In,,,,0,3
Total,132,0,101,0,3
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,4
,Dwight Evans,Write-In,Josh Shapiro,Write-In,4
Dwight Evans,23,0,79,0,4
Write-In,,0,0,0,4
Josh Shapiro,,,4,0,4
Write-In,,,,0,4
Total,102,0,83,0,4
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,5
,Dwight Evans,Write-In,Josh Shapiro,Write-In,5
Dwight Evans,45,0,176,0,5
Write-In,,0,0,1,5
Josh Shapiro,,,10,0,5
Write-In,,,,0,5
Total,221,1,186,1,5
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,6
,Dwight Evans,Write-In,Josh Shapiro,Write-In,6
Dwight Evans,25,0,108,1,6
Write-In,,0,0,0,6
Josh Shapiro,,,7,0,6
Write-In,,,,0,6
Total,134,0,115,1,6
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,7
,Dwight Evans,Write-In,Josh Shapiro,Write-In,7
Dwight Evans,31,0,120,0,7
Write-In,,0,0,0,7
Josh Shapiro,,,5,0,7
Write-In,,,,0,7
Total,151,0,125,0,7
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,8
,Dwight Evans,Write-In,Josh Shapiro,Write-In,8
Dwight Evans,36,0,182,0,8
Write-In,,1,1,0,8
Josh Shapiro,,,9,0,8
Write-In,,,,0,8
Total,218,2,192,0,8
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,9
,Dwight Evans,Write-In,Josh Shapiro,Write-In,9
Dwight Evans,21,0,108,0,9
Write-In,,0,0,0,9
Josh Shapiro,,,5,0,9
Write-In,,,,0,9
Total,129,0,113,0,9
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,10
,Dwight Evans,Write-In,Josh Shapiro,Write-In,10
Dwight Evans,34,0,113,0,10
Write-In,,0,0,0,10
Josh Shapiro,,,6,0,10
Write-In,,,,0,10
Total,147,0,119,0,10
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,11
,Dwight Evans,Write-In,Josh Shapiro,Write-In,11
Dwight Evans,46,0,173,1,11
Write-In,,0,0,0,11
Josh Shapiro,,,10,0,11
Write-In,,,,0,11
Total,220,0,183,1,11
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,12
,Dwight Evans,Write-In,Josh Shapiro,Write-In,12
Dwight Evans,35,0,120,0,12
Write-In,,0,0,0,12
Josh Shapiro,,,6,0,12
Write-In,,,,0,12
Total,155,0,126,0,12
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,13
,Dwight Evans,Write-In,Josh Shapiro,Write-In,13
Dwight Evans,26,0,97,0,13
Write-In,,0,0,0,13
Josh Shapiro,,,6,0,13
Write-In,,,,0,13
Total,123,0,103,0,13
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,14
,Dwight Evans,Write-In,Josh Shapiro,Write-In,14
Dwight Evans,37,0,118,1,14
Write-In,,0,0,0,14
Josh Shapiro,,,1,0,14
Write-In,,,,0,14
Total,156,0,119,1,14
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,15
,Dwight Evans,Write-In,Josh Shapiro,Write-In,15
Dwight Evans,46,0,179,1,15
Write-In,,0,1,0,15
Josh Shapiro,,,8,0,15
Write-In,,,,0,15
Total,226,1,188,1,15
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,16
,Dwight Evans,Write-In,Josh Shapiro,Write-In,16
Dwight Evans,38,0,237,0,16
Write-In,,0,0,2,16
Josh Shapiro,,,14,0,16
Write-In,,,,0,16
Total,275,2,251,2,16
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,17
,Dwight Evans,Write-In,Josh Shapiro,Write-In,17
Dwight Evans,57,0,188,0,17
Write-In,,0,0,0,17
Josh Shapiro,,,7,0,17
Write-In,,,,0,17
Total,245,0,195,0,17
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,18
,Dwight Evans,Write-In,Josh Shapiro,Write-In,18
Dwight Evans,28,0,127,0,18
Write-In,,0,0,0,18
Josh Shapiro,,,5,0,18
Write-In,,,,0,18
Total,155,0,132,0,18
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,19
,Dwight Evans,Write-In,Josh Shapiro,Write-In,19
Dwight Evans,26,0,92,0,19
Write-In,,0,0,1,19
Josh Shapiro,,,4,0,19
Write-In,,,,0,19
Total,118,1,96,1,19
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,20
,Dwight Evans,Write-In,Josh Shapiro,Write-In,20
Dwight Evans,30,0,123,1,20
Write-In,,0,0,0,20
Josh Shapiro,,,5,0,20
Write-In,,,,0,20
Total,154,0,128,1,20
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,21
,Dwight Evans,Write-In,Josh Shapiro,Write-In,21
Dwight Evans,40,0,109,0,21
Write-In,,0,0,0,21
Josh Shapiro,,,3,0,21
Write-In,,,,0,21
Total,149,0,112,0,21
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,22
,Dwight Evans,Write-In,Josh Shapiro,Write-In,22
Dwight Evans,43,0,223,2,22
Write-In,,0,0,0,22
Josh Shapiro,,,12,0,22
Write-In,,,,0,22
Total,268,0,235,2,22
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,23
,Dwight Evans,Write-In,Josh Shapiro,Write-In,23
Dwight Evans,38,0,243,0,23
Write-In,,1,0,0,23
Josh Shapiro,,,9,0,23
Write-In,,,,0,23
Total,281,1,252,0,23
,Representative In Congress 3rd District - Democrat,,Attorney General - Democrat,,24
,Dwight Evans,Write-In,Josh Shapiro,Write-In,24
Dwight Evans,29,0,127,0,24
Write-In,,0,1,0,24
Josh Shapiro,,,5,0,24
Write-In,,,,0,24
Total,156,1,133,0,24
