col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,All
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Brian Sims,Marisa Shaaban,Write-In,All
Joseph R Biden,"1,163",0,0,0,"7,702","5,266",4,All
Bernie Sanders,,324,0,0,"2,236","1,945",3,All
Write-In,,,19,0,177,98,0,All
Tulsi Gabbard,,,,21,70,84,1,All
Brian Sims,,,,,100,0,0,All
Marisa Shaaban,,,,,,64,0,All
Write-In,,,,,,,0,All
Total,"14,135","4,508",294,176,"10,285","7,457",8,All
